season,week,season_type,start_date,home_team,away_team,venue,home_conference,away_conference,game_id
2014,1,regular,2014-08-30T23:00:00.000Z,Warner University,Stetson,Jahna Field,,Pioneer,400559314
2014,1,regular,2014-08-30T23:00:00.000Z,Davidson,Charlotte,Richardson Stadium,Pioneer,,400559257
2014,1,regular,2014-08-30T23:00:00.000Z,Texas State,Arkansas-Pine Bluff,Bobcat Stadium (TX),Sun Belt,SWAC,400548407
2014,1,regular,2014-08-30T23:00:00.000Z,TCU,Samford,Amon G. Carter Stadium,Big 12,Southern,400547837
2014,1,regular,2014-08-30T23:00:00.000Z,Memphis,Austin Peay,Simmons Bank Liberty Stadium,American Athletic,OVC,400547645
2014,1,regular,2014-08-30T23:00:00.000Z,San Diego State,Northern Arizona,Qualcomm Stadium,Mountain West,Big Sky,400548175
2014,1,regular,2014-08-30T23:00:00.000Z,Middle Tennessee,Savannah St,"Johnny ""Red"" Floyd Stadium",Conference USA,MEAC,400548006
2014,1,regular,2014-08-30T23:00:00.000Z,Toledo,New Hampshire,Glass Bowl,Mid-American,CAA,400548096
2014,1,regular,2014-08-30T23:00:00.000Z,Incarnate Word,Sacramento State,Gayle and Tom Benson Stadium,Southland,Big Sky,400553542
2014,1,regular,2014-08-30T23:00:00.000Z,Furman,Gardner-Webb,Paladin Stadium,Southern,Big South,400557397
2014,1,regular,2014-08-30T23:00:00.000Z,Jackson State,Florida A&M,Mississippi Veterans Memorial Stadium,SWAC,MEAC,400558697
2014,1,regular,2014-08-30T23:00:00.000Z,Florida International,Bethune-Cookman,FIU Stadium,Conference USA,MEAC,400548004
2014,1,regular,2014-08-30T23:00:00.000Z,South Florida,Western Carolina,Raymond James Stadium,American Athletic,Southern,400547646
2014,1,regular,2014-08-30T23:00:00.000Z,Arkansas State,Montana State,Centennial Bank Stadium,Sun Belt,Big Sky,400548405
2014,1,regular,2014-08-30T23:00:00.000Z,Texas Tech,Central Arkansas,Jones AT&T Stadium,Big 12,Southland,400547838
2014,1,regular,2014-08-30T23:00:00.000Z,Louisiana,Southern,Cajun Field,Sun Belt,SWAC,400548406
2014,1,regular,2014-08-30T23:10:00.000Z,Kansas State,Stephen F. Austin,Bill Snyder Family Stadium,Big 12,Southland,400547839
2014,1,regular,2014-08-30T23:30:00.000Z,Sam Houston,Alabama State,Elliott T. Bowers Stadium,Southland,SWAC,400557915
2014,1,regular,2014-08-30T23:30:00.000Z,USC,Fresno State,Los Angeles Memorial Coliseum,Pac-12,Mountain West,400548172
2014,1,regular,2014-08-30T23:30:00.000Z,Mississippi State,Southern Miss,Davis Wade Stadium,SEC,Conference USA,400548009
2014,1,regular,2014-08-31T00:00:00.000Z,New Mexico,UTEP,University Stadium (NM),Mountain West,Conference USA,400548011
2014,1,regular,2014-08-31T00:00:00.000Z,Texas,North Texas,DKR-Texas Memorial Stadium,Big 12,Conference USA,400547836
2014,1,regular,2014-08-31T00:00:00.000Z,SE Louisiana,Jacksonville,Strawberry Stadium,Southland,Pioneer,400557916
2014,1,regular,2014-08-31T00:00:00.000Z,Oklahoma State,Florida State,AT&T Stadium,Big 12,ACC,400547762
2014,1,regular,2014-08-31T00:00:00.000Z,East Carolina,North Carolina Central,Dowdy-Ficklen Stadium,American Athletic,MEAC,400547643
2014,1,regular,2014-08-31T00:00:00.000Z,Lamar,Grambling,Provost Umphrey Stadium,Southland,SWAC,400557914
2014,1,regular,2014-08-31T01:00:00.000Z,LSU,Wisconsin,NRG Stadium,SEC,Big Ten,400548000
2014,1,regular,2014-08-31T01:05:00.000Z,Eastern Washington,Montana-Western,Roos Field,Big Sky,,400553315
2014,1,regular,2014-08-31T02:30:00.000Z,Oregon,South Dakota,Autzen Stadium,Pac-12,MVFC,400548257
2014,1,regular,2014-08-31T02:30:00.000Z,Hawai'i,Washington,Aloha Stadium,Mountain West,Pac-12,400548173
2014,1,regular,2014-08-31T15:45:00.000Z,North Carolina A&T,Alabama A&M,FBC Mortgage Stadium,MEAC,SWAC,400558654
2014,1,regular,2014-08-31T21:00:00.000Z,Prairie View A&M,Texas Southern,NRG Stadium,SWAC,SWAC,400558834
2014,1,regular,2014-08-31T23:00:00.000Z,Tennessee,Utah State,Neyland Stadium,SEC,Mountain West,400548178
2014,1,regular,2014-08-31T23:30:00.000Z,Baylor,SMU,McLane Stadium,Big 12,American Athletic,400547648
2014,1,regular,2014-09-02T00:00:00.000Z,Louisville,Miami,L&N Federal Credit Union Stadium,ACC,ACC,400547786
2014,2,regular,2014-09-05T00:00:00.000Z,UTSA,Arizona,Alamodome,Conference USA,Pac-12,400548018
2014,2,regular,2014-09-05T00:30:00.000Z,Texas Southern,Texas College,BBVA Compass Stadium,SWAC,,400558840
2014,2,regular,2014-09-05T23:00:00.000Z,Boston College,Pittsburgh,"Alumni Stadium (Chestnut Hill, MA)",ACC,ACC,400547729
2014,2,regular,2014-09-06T02:30:00.000Z,Nevada,Washington State,Mackay Stadium,Mountain West,Pac-12,400548184
2014,2,regular,2014-09-06T16:00:00.000Z,Tennessee,Arkansas State,Neyland Stadium,SEC,Sun Belt,400548396
2014,2,regular,2014-09-06T16:00:00.000Z,Alabama,Florida Atlantic,Bryant-Denny Stadium,SEC,Conference USA,400548013
2014,2,regular,2014-09-06T16:00:00.000Z,Toledo,Missouri,Glass Bowl,Mid-American,SEC,400548102
2014,2,regular,2014-09-06T16:00:00.000Z,Army,Buffalo,Michie Stadium,FBS Independents,Mid-American,400548098
2014,2,regular,2014-09-06T16:00:00.000Z,North Texas,SMU,DATCU Stadium,Conference USA,American Athletic,400547653
2014,2,regular,2014-09-06T16:00:00.000Z,Illinois,Western Kentucky,"Memorial Stadium (Champaign, IL)",Big Ten,Conference USA,400547905
2014,2,regular,2014-09-06T16:00:00.000Z,Rutgers,Howard,High Point Solutions Stadium,Big Ten,MEAC,400547994
2014,2,regular,2014-09-06T16:00:00.000Z,Purdue,Central Michigan,Ross-Ade Stadium,Big Ten,Mid-American,400547989
2014,2,regular,2014-09-06T16:00:00.000Z,Wisconsin,Western Illinois,Camp Randall Stadium,Big Ten,MVFC,400548001
2014,2,regular,2014-09-06T16:00:00.000Z,Nebraska,McNeese,"Memorial Stadium (Lincoln, NE)",Big Ten,Southland,400547969
2014,2,regular,2014-09-06T16:00:00.000Z,UConn,Stony Brook,Pratt & Whitney Stadium,American Athletic,CAA,400547649
2014,2,regular,2014-09-06T16:00:00.000Z,Charlotte,Johnson C Smith,Jerry Richardson Stadium,FCS Independents,CIAA,400558115
2014,2,regular,2014-09-06T16:00:00.000Z,Iowa State,Kansas State,Jack Trice Stadium,Big 12,Big 12,400547843
2014,2,regular,2014-09-06T16:00:00.000Z,Tulsa,Oklahoma,Chapman Stadium,American Athletic,Big 12,400547657
2014,2,regular,2014-09-06T16:00:00.000Z,Penn State,Akron,Beaver Stadium,Big Ten,Mid-American,400547986
2014,2,regular,2014-09-06T16:30:00.000Z,Lehigh,James Madison,Goodman Stadium,Patriot,CAA,400558011
2014,2,regular,2014-09-06T16:30:00.000Z,Clemson,South Carolina State,"Memorial Stadium (Clemson, SC)",ACC,MEAC,400547741
2014,2,regular,2014-09-06T17:00:00.000Z,Dayton,Georgetown,Welcome Stadium,Pioneer,Patriot,400559265
2014,2,regular,2014-09-06T17:00:00.000Z,Bryant,Merrimack,Bulldog Stadium,NEC,Northeast 10,400558478
2014,2,regular,2014-09-06T17:00:00.000Z,St. Francis (PA),Clarion,DeGol Field,NEC,Pennsylvania State Athletic,400558480
2014,2,regular,2014-09-06T17:00:00.000Z,Temple,Navy,Lincoln Financial Field,American Athletic,FBS Independents,400547655
2014,2,regular,2014-09-06T17:05:00.000Z,Holy Cross,Morgan State,Fitton Field,Patriot,MEAC,400558883
2014,2,regular,2014-09-06T18:00:00.000Z,Georgia State,New Mexico State,Georgia Dome,Sun Belt,Sun Belt,400548409
2014,2,regular,2014-09-06T18:00:00.000Z,Tuskegee,Alabama A&M,Abbott Memorial Alumni Stadium,SIAC,SWAC,400558655
2014,2,regular,2014-09-06T18:00:00.000Z,Kent State,South Alabama,Dix Stadium,Mid-American,Sun Belt,400548104
2014,2,regular,2014-09-06T18:00:00.000Z,Mississippi State,UAB,Davis Wade Stadium,SEC,Conference USA,400548017
2014,2,regular,2014-09-06T19:00:00.000Z,Massachusetts,Colorado,Gillette Stadium,Mid-American,Pac-12,400548099
2014,2,regular,2014-09-06T19:00:00.000Z,South Dakota,William Penn,DakotaDome,MVFC,,400557458
2014,2,regular,2014-09-06T19:00:00.000Z,California,Sacramento State,California Memorial Stadium,Pac-12,Big Sky,400548262
2014,2,regular,2014-09-06T19:00:00.000Z,Utah,Fresno State,Rice-Eccles Stadium,Pac-12,Mountain West,400548182
2014,2,regular,2014-09-06T19:00:00.000Z,Indiana State,Tennessee Tech,Memorial Stadium,MVFC,OVC,400557457
2014,2,regular,2014-09-06T19:05:00.000Z,Washington,Eastern Washington,Husky Stadium,Pac-12,Big Sky,400548261
2014,2,regular,2014-09-06T19:30:00.000Z,Kentucky,Ohio,Kroger Field,SEC,Mid-American,400548103
2014,2,regular,2014-09-06T19:30:00.000Z,South Florida,Maryland,Raymond James Stadium,American Athletic,Big Ten,400547654
2014,2,regular,2014-09-06T19:30:00.000Z,Virginia,Richmond,Scott Stadium,ACC,CAA,400547821
2014,2,regular,2014-09-06T19:30:00.000Z,Western Carolina,Brevard College,E. J. Whitmire Stadium,Southern,South Atlantic,400558137
2014,2,regular,2014-09-06T19:30:00.000Z,Villanova,Fordham,Villanova Stadium,CAA,Patriot,400558010
2014,2,regular,2014-09-06T19:30:00.000Z,Oklahoma State,Missouri State,Boone Pickens Stadium,Big 12,MVFC,400547844
2014,2,regular,2014-09-06T19:30:00.000Z,Bowling Green,VMI,Doyt L. Perry Stadium,Mid-American,Southern,400548105
2014,2,regular,2014-09-06T19:30:00.000Z,Miami (OH),Eastern Kentucky,Yager Stadium,Mid-American,OVC,400548100
2014,2,regular,2014-09-06T19:30:00.000Z,Stanford,USC,Stanford Stadium,Pac-12,Pac-12,400548260
2014,2,regular,2014-09-06T19:30:00.000Z,Northwestern,Northern Illinois,Ryan Field,Big Ten,Mid-American,400547976
2014,2,regular,2014-09-06T19:30:00.000Z,Iowa,Ball State,Kinnick Stadium,Big Ten,Mid-American,400547929
2014,2,regular,2014-09-06T19:30:00.000Z,Minnesota,Middle Tennessee,Huntington Bank Stadium,Big Ten,Conference USA,400547961
2014,2,regular,2014-09-06T20:00:00.000Z,Florida,Eastern Michigan,Ben Hill Griffin Stadium,SEC,Mid-American,400548101
2014,2,regular,2014-09-06T20:00:00.000Z,Youngstown State,Duquesne,Stambaugh Stadium,MVFC,NEC,400557460
2014,2,regular,2014-09-06T20:00:00.000Z,Norfolk State,Liberty,"William Dick"""" Price Stadium""""",MEAC,Big South,400557398
2014,2,regular,2014-09-06T20:00:00.000Z,Tulane,Georgia Tech,Yulman Stadium,American Athletic,ACC,400547656
2014,2,regular,2014-09-06T20:00:00.000Z,Arkansas,Nicholls,Razorback Stadium,SEC,Southland,400548393
2014,2,regular,2014-09-06T20:30:00.000Z,Vanderbilt,Ole Miss,Nissan Stadium,SEC,SEC,400548395
2014,2,regular,2014-09-06T21:00:00.000Z,North Carolina Central,Elizabeth City State,O'Kelly-Riddick Stadium,MEAC,CIAA,400558897
2014,2,regular,2014-09-06T21:00:00.000Z,Alabama State,Tennessee State,Hornet Stadium,SWAC,OVC,400558665
2014,2,regular,2014-09-06T21:30:00.000Z,Montana,Central Washington,Washington-Grizzly Stadium,Big Sky,Great Northwest,400553367
2014,2,regular,2014-09-06T22:00:00.000Z,App State,Campbell,Kidd Brewer Stadium,Sun Belt,Pioneer,400548408
2014,2,regular,2014-09-06T22:00:00.000Z,Marist,Bucknell,Leonidoff Field,Pioneer,Patriot,400559281
2014,2,regular,2014-09-06T22:00:00.000Z,Sacred Heart,Lafayette,Campus Field,NEC,Patriot,400558479
2014,2,regular,2014-09-06T22:00:00.000Z,Chattanooga,Jacksonville State,Finley Stadium,Southern,OVC,400558138
2014,2,regular,2014-09-06T22:00:00.000Z,Mercer,Furman,Five Star Stadium at the Moye Complex,Southern,Southern,400558136
2014,2,regular,2014-09-06T22:00:00.000Z,Central Connecticut,UAlbany,Arute Field,NEC,CAA,400558014
2014,2,regular,2014-09-06T22:00:00.000Z,Hampton,William & Mary,Armstrong Stadium,MEAC,CAA,400558013
2014,2,regular,2014-09-06T22:00:00.000Z,Florida International,Wagner,FIU Stadium,Conference USA,NEC,400548012
2014,2,regular,2014-09-06T22:00:00.000Z,North Carolina A&T,Coastal Carolina,Aggie Stadium,MEAC,Big South,400557400
2014,2,regular,2014-09-06T22:00:00.000Z,Morehead State,Pikeville,Jayne Stadium,Pioneer,,400559294
2014,2,regular,2014-09-06T22:00:00.000Z,Charleston Southern,Newberry,Buccaneer Field,Big South,South Atlantic,400557399
2014,2,regular,2014-09-06T22:00:00.000Z,NC State,Old Dominion,Carter-Finley Stadium,ACC,Conference USA,400547803
2014,2,regular,2014-09-06T22:00:00.000Z,Georgia Southern,Savannah St,Allen E. Paulson Stadium,Sun Belt,MEAC,400548410
2014,2,regular,2014-09-06T22:30:00.000Z,Wake Forest,Gardner-Webb,Allegacy Federal Credit Union Stadium,ACC,Big South,400547830
2014,2,regular,2014-09-06T22:30:00.000Z,Oregon,Michigan State,Autzen Stadium,Pac-12,Big Ten,400547953
2014,2,regular,2014-09-06T23:00:00.000Z,New Mexico,Arizona State,University Stadium (NM),Mountain West,Pac-12,400548185
2014,2,regular,2014-09-06T23:00:00.000Z,Louisiana,Louisiana Tech,Cajun Field,Sun Belt,Conference USA,400548014
2014,2,regular,2014-09-06T23:00:00.000Z,Southern Miss,Alcorn State,M. M. Roberts Stadium,Conference USA,SWAC,400548016
2014,2,regular,2014-09-06T23:00:00.000Z,Louisville,Murray State,L&N Federal Credit Union Stadium,ACC,OVC,400547780
2014,2,regular,2014-09-06T23:00:00.000Z,Kansas,Southeast Missouri State,Memorial Stadium,Big 12,OVC,400547847
2014,2,regular,2014-09-06T23:00:00.000Z,Miami,Florida A&M,Hard Rock Stadium,ACC,MEAC,400547787
2014,2,regular,2014-09-06T23:00:00.000Z,Marshall,Rhode Island,Joan C. Edwards Stadium,Conference USA,CAA,400548015
2014,2,regular,2014-09-06T23:00:00.000Z,UL Monroe,Idaho,Malone Stadium,Sun Belt,Sun Belt,400548411
2014,2,regular,2014-09-06T23:00:00.000Z,Troy,Duke,Veterans Memorial Stadium (AL),Sun Belt,ACC,400547752
2014,2,regular,2014-09-06T23:00:00.000Z,South Carolina,East Carolina,Williams-Brice Stadium,SEC,American Athletic,400547650
2014,2,regular,2014-09-06T23:00:00.000Z,Auburn,San José State,Jordan-Hare Stadium,SEC,Mountain West,400548186
2014,2,regular,2014-09-06T23:00:00.000Z,Wittenberg,Butler,Edwards-Maurer Field,North Coast,Pioneer,400561379
2014,2,regular,2014-09-06T23:00:00.000Z,Stetson,Florida Tech,Spec Martin Municipal Stadium,Pioneer,Gulf South,400559315
2014,2,regular,2014-09-06T23:00:00.000Z,Drake,Truman State,Drake Stadium,Pioneer,Great Lakes,400559275
2014,2,regular,2014-09-06T23:00:00.000Z,Davidson,Catawba,Richardson Stadium,Pioneer,South Atlantic,400559258
2014,2,regular,2014-09-06T23:00:00.000Z,Southern,Central Methodist,Ace W. Mumford Stadium,SWAC,,400558837
2014,2,regular,2014-09-06T23:00:00.000Z,Jackson State,Virginia University Of Lynchburg,Mississippi Veterans Memorial Stadium,SWAC,,400558698
2014,2,regular,2014-09-06T23:00:00.000Z,Arkansas-Pine Bluff,Concordia (AL),Golden Lion Stadium,SWAC,,400558684
2014,2,regular,2014-09-06T23:00:00.000Z,Stephen F. Austin,Incarnate Word,Homer Bryce Stadium,Southland,Southland,400557919
2014,2,regular,2014-09-06T23:00:00.000Z,Central Arkansas,UT Martin,Estes Stadium,Southland,OVC,400557918
2014,2,regular,2014-09-06T23:00:00.000Z,Eastern Illinois,Southern Illinois,O'Brien Stadium,OVC,MVFC,400557459
2014,2,regular,2014-09-06T23:00:00.000Z,Presbyterian,BLUEFIELD,Bailey Memorial Stadium,Big South,,400557401
2014,2,regular,2014-09-06T23:00:00.000Z,Abilene Christian,Northern Arizona,Shotwell Stadium,Southland,Big Sky,400553392
2014,2,regular,2014-09-06T23:00:00.000Z,North Dakota,Robert Morris,Alerus Center,Big Sky,NEC,400553384
2014,2,regular,2014-09-06T23:00:00.000Z,South Dakota State,Cal Poly,Coughlin-Alumni Stadium,MVFC,Big Sky,400553304
2014,2,regular,2014-09-06T23:30:00.000Z,Florida State,The Citadel,Doak Campbell Stadium,ACC,Southern,400547763
2014,2,regular,2014-09-06T23:30:00.000Z,Texas A&M,Lamar,Kyle Field,SEC,Southland,400548397
2014,2,regular,2014-09-06T23:30:00.000Z,LSU,Sam Houston,Tiger Stadium (LA),SEC,Southland,400548394
2014,2,regular,2014-09-06T23:30:00.000Z,West Virginia,Towson,Milan Puskar Stadium,Big 12,CAA,400547841
