season,week,season_type,start_date,home_team,away_team,venue,home_conference,away_conference,game_id
2023,1,regular,2023-08-31T22:00:00.000Z,Charleston Southern,North Greenville,Buccaneer Field,Big South-OVC,Gulf South,401540470
2023,1,regular,2023-08-31T22:00:00.000Z,Alderson-Broaddus,PennWest California,Multi-Sport Performance Stadium,Mountain East,Pennsylvania State Athletic,401545860
2023,1,regular,2023-08-31T22:00:00.000Z,UNC Pembroke,Fayetteville State,Grace P. Johnson Stadium,Mountain East,CIAA,401540990
2023,1,regular,2023-08-31T22:00:00.000Z,Wilson,Chowan,Electric Supply Company Field,South Atlantic,Gulf South,401541838
2023,1,regular,2023-08-31T22:00:00.000Z,Wingate,Albany State GA,Irwin Belk Stadium,South Atlantic,SIAC,401544917
2023,1,regular,2023-08-31T23:00:00.000Z,Carson-Newman College,Virginia University Of Lynchburg,Burke-Tarr Stadium,South Atlantic,,401541033
2023,1,regular,2023-08-31T23:00:00.000Z,Indiana-Pennsylvania,Ashland,George P. Miller Stadium,Pennsylvania State Athletic,Great Midwest Athletic,401541801
2023,1,regular,2023-08-31T23:00:00.000Z,Sioux Falls,Minnesota State Mankato,Bob Young Field,Northern Sun,Northern Sun,401545842
2023,1,regular,2023-08-31T23:00:00.000Z,Southern Nazarene,Harding University,Southern Nazarene University Football Stadium,Great American,Great American,401541751
2023,1,regular,2023-08-31T23:00:00.000Z,Fairmont State,Bloomsburg,Duvall-Rosier Field,Mountain East,Pennsylvania State Athletic,401541001
2023,1,regular,2023-08-31T23:00:00.000Z,Kentucky State,Clark Atlanta,Alumni Stadium (KY),SIAC,SIAC,401547053
2023,1,regular,2023-08-31T23:00:00.000Z,West Alabama,Angelo State,Tiger Stadium (AL),Gulf South,Lone Star,401541872
2023,1,regular,2023-08-31T23:00:00.000Z,Bemidji State,Northern State,Chet Anderson Stadium,Northern Sun,Northern Sun,401545810
2023,1,regular,2023-08-31T23:00:00.000Z,Minnesota Duluth,Northern Michigan,James S. Malosky Stadium,Northern Sun,GLIAC,401540794
2023,1,regular,2023-08-31T23:00:00.000Z,McMurry,Birmingham-Southern,War Memorial Stadium (AR),American Southwest,Southern Athletic,401547175
2023,1,regular,2023-08-31T23:00:00.000Z,Wheeling,Seton Hill,Bishop Schmitt Field,Mountain East,Pennsylvania State Athletic,401545779
2023,1,regular,2023-08-31T23:00:00.000Z,Wayne State (NE),Minnesota State Moorhead,"Memorial Stadium (Wayne, NE)",Northern Sun,Northern Sun,401545835
2023,1,regular,2023-08-31T23:00:00.000Z,Northeastern State,Fort Hays State,Gable Field at Doc Wadley Stadium,Mid America,Mid America,401541949
2023,1,regular,2023-08-31T23:00:00.000Z,Buffalo State,Brockport,Coyer Field,Liberty League,Empire 8,401554814
2023,1,regular,2023-08-31T23:00:00.000Z,Belhaven,Millsaps,Belhaven Bowl Stadium,USA South,Southern Athletic,401550360
2023,1,regular,2023-08-31T23:00:00.000Z,Western Michigan,St. Francis (PA),Waldo Stadium,Mid-American,NEC,401532393
2023,1,regular,2023-08-31T23:00:00.000Z,University Of Charleston (WV),Gannon,University of Charleston Stadium,Mountain East,Pennsylvania State Athletic,401541012
2023,1,regular,2023-08-31T23:00:00.000Z,UCF,Kent State,FBC Mortgage Stadium,Big 12,Mid-American,401525816
2023,1,regular,2023-08-31T23:00:00.000Z,Lakeland,Wisconsin-Platteville,Taylor Field,NACC,Wisconsin,401550240
2023,1,regular,2023-08-31T23:00:00.000Z,Wake Forest,Elon,Allegacy Federal Credit Union Stadium,ACC,CAA,401525461
2023,1,regular,2023-08-31T23:00:00.000Z,Georgia State,Rhode Island,Center Parc Stadium,Sun Belt,CAA,401531834
2023,1,regular,2023-08-31T23:00:00.000Z,Lincoln (PA),Clarion,Lincoln University Stadium,CIAA,Pennsylvania State Athletic,401545869
2023,1,regular,2023-08-31T23:00:00.000Z,Louisiana College,East Texas Baptist University,Wildcat Field,,American Southwest,401558399
2023,1,regular,2023-08-31T23:00:00.000Z,Minot State,Southwest Minnesota State,Herb Parker Stadium,Northern Sun,Northern Sun,401545847
2023,1,regular,2023-08-31T23:00:00.000Z,Furman,Tennessee Tech,Paladin Stadium,Southern,Big South-OVC,401540534
2023,1,regular,2023-08-31T23:00:00.000Z,Northwestern Oklahoma State,Arkansas-Monticello,Ranger Field,Great American,Great American,401540775
2023,1,regular,2023-08-31T23:00:00.000Z,West Georgia,Limestone,University Stadium (GA),Gulf South,South Atlantic,401541881
2023,1,regular,2023-08-31T23:00:00.000Z,Southwestern Oklahoma State,Ouachita Baptist,Milam Stadium,Great American,Great American,401541782
2023,1,regular,2023-08-31T23:00:00.000Z,Walsh,West Liberty,Tom Benson Hall of Fame Stadium,Great Midwest Athletic,Mountain East,401541833
2023,1,regular,2023-08-31T23:00:00.000Z,Samford,Shorter,Seibert Stadium,Southern,Gulf South,401541855
2023,1,regular,2023-08-31T23:00:00.000Z,Indiana State,Eastern Illinois,Memorial Stadium,MVFC,Big South-OVC,401540299
2023,1,regular,2023-08-31T23:00:00.000Z,Campbell,William & Mary,Barker-Lane Stadium,CAA,CAA,401540311
2023,1,regular,2023-08-31T23:00:00.000Z,Stony Brook,Delaware,Kenneth P. LaValle Stadium,CAA,CAA,401540323
2023,1,regular,2023-08-31T23:00:00.000Z,Southern Arkansas,Southeastern Oklahoma State,Wilkins Stadium,Great American,Great American,401541787
2023,1,regular,2023-08-31T23:00:00.000Z,Missouri S&T,Delta State,Allgood-Bailey Stadium,Great Lakes,Gulf South,401540728
2023,1,regular,2023-08-31T23:00:00.000Z,Quincy,Chadron St,QU Stadium,Great Lakes,Rocky Mountain,401545751
2023,1,regular,2023-08-31T23:00:00.000Z,Millersville,St. Anselm,Chryst Field at Biemesderfer Stadium,Pennsylvania State Athletic,Northeast 10,401545791
2023,1,regular,2023-08-31T23:05:00.000Z,East Stroudsburg University,Pace,Eiler-Martin Stadium,Pennsylvania State Athletic,Northeast 10,401551497
2023,1,regular,2023-08-31T23:30:00.000Z,Concordia University St Paul,Upper Iowa University,Sea Foam Stadium,Northern Sun,Northern Sun,401545819
2023,1,regular,2023-08-31T23:30:00.000Z,Youngstown State,Valparaiso,Stambaugh Stadium,MVFC,Pioneer,401540451
2023,1,regular,2023-08-31T23:30:00.000Z,UConn,NC State,Pratt & Whitney Stadium,FBS Independents,ACC,401520174
2023,1,regular,2023-08-31T23:30:00.000Z,Ferris State,Mercyhurst,Top Taggart Field,GLIAC,Pennsylvania State Athletic,401549695
2023,1,regular,2023-09-01T00:00:00.000Z,Missouri Southern State,Northwest Missouri St,Fred G. Hughes Stadium,Mid America,Mid America,401541958
2023,1,regular,2023-09-01T00:00:00.000Z,Beloit,Rockford,Strong Stadium,Midwest,NACC,401549650
2023,1,regular,2023-09-01T00:00:00.000Z,Missouri,South Dakota,Memorial Stadium,SEC,MVFC,401520165
2023,1,regular,2023-09-01T00:00:00.000Z,Lindenwood,Wisconsin-Stevens Pt,Hunter Stadium,Big South-OVC,Wisconsin,401550428
2023,1,regular,2023-09-01T00:00:00.000Z,Utah,Florida,Rice-Eccles Stadium,Pac-12,SEC,401520176
2023,1,regular,2023-09-01T00:00:00.000Z,Weber State,Central Washington,Stewart Stadium,Big Sky,Lone Star,401541923
2023,1,regular,2023-09-01T00:00:00.000Z,South Dakota State,Western Oregon,Dana J. Dykhouse Stadium,MVFC,Lone Star,401540463
2023,1,regular,2023-09-01T00:00:00.000Z,Tulsa,Arkansas-Pine Bluff,Chapman Stadium,American Athletic,SWAC,401531337
2023,1,regular,2023-09-01T00:00:00.000Z,Minnesota,Nebraska,Huntington Bank Stadium,Big Ten,Big Ten,401520148
2023,1,regular,2023-09-01T00:00:00.000Z,UAB,North Carolina A&T,Protective Stadium,American Athletic,CAA,401531377
2023,1,regular,2023-09-01T00:00:00.000Z,Central Oklahoma,Nebraska-Kearney,Wantland Stadium,Mid America,Mid America,401541939
2023,1,regular,2023-09-01T00:00:00.000Z,Emporia State University,Lincoln (MO),Francis G. Welch Stadium,Mid America,Independent DII,401544875
2023,1,regular,2023-09-01T00:00:00.000Z,Eastern New Mexico,New Mexico Highlands,Al Whitehead Field at Greyhound Stadium,Lone Star,Rocky Mountain,401551490
2023,1,regular,2023-09-01T00:00:00.000Z,Abilene Christian,Northern Colorado,Wildcat Stadium (TX),UAC,Big Sky,401540278
2023,1,regular,2023-09-01T00:00:00.000Z,Henderson State,East Central (OK),Ruggles Field at Carpenter-Haygood Stadium,Great American,Great American,401541760
2023,1,regular,2023-09-01T00:00:00.000Z,Dakota State University,Wisconsin-Lacrosse,Trojan Stadium,,Wisconsin,401550414
2023,1,regular,2023-09-01T00:00:00.000Z,Missouri Western,Central Missouri,Craig Field at Spratt Memorial Stadium,Mid America,Mid America,401541928
2023,1,regular,2023-09-01T00:00:00.000Z,Pittsburg St,Washburn,Carnie Smith Stadium,Mid America,Mid America,401541984
2023,1,regular,2023-09-01T00:00:00.000Z,Oklahoma Baptist,Arkansas Tech,Crain Family Stadium,Great American,Great American,401541775
2023,1,regular,2023-09-01T00:00:00.000Z,Colorado School Of Mines,Grand Valley State University,Marv Kay Stadium at Campbell Field,Rocky Mountain,GLIAC,401540745
2023,1,regular,2023-09-01T02:00:00.000Z,Arizona State,Southern Utah,Mountain America Stadium,Pac-12,UAC,401523987
2023,1,regular,2023-09-01T22:00:00.000Z,West Florida,Kentucky Wesleyan,Blue Wahoos Stadium,Gulf South,Great Midwest Athletic,401541826
2023,1,regular,2023-09-01T22:00:00.000Z,Nichols College,UMass Dartmouth,Vendetti Field,Commonwealth Coast,MSCAC,401550131
2023,1,regular,2023-09-01T22:30:00.000Z,Eastern Michigan,Howard,Rynearson Stadium,Mid-American,MEAC,401532394
2023,1,regular,2023-09-01T23:00:00.000Z,Lebanon Valley,Franklin & Marshall,Arnold Field (PA),Mid Atlantic,Centennial,401550109
2023,1,regular,2023-09-01T23:00:00.000Z,Curry College,Salve Regina,Walter M. Katz Field,Commonwealth Coast,Commonwealth Coast,401550079
2023,1,regular,2023-09-01T23:00:00.000Z,Muhlenberg,Moravian,Scotty Wood Stadium,Centennial,Landmark Conference,401549629
2023,1,regular,2023-09-01T23:00:00.000Z,Catholic,McDaniel College,Cardinal Stadium (DC),Landmark Conference,Centennial,401553027
2023,1,regular,2023-09-01T23:00:00.000Z,Miami,Miami (OH),Hard Rock Stadium,ACC,Mid-American,401525463
2023,1,regular,2023-09-01T23:00:00.000Z,Michigan State,Central Michigan,Spartan Stadium,Big Ten,Mid-American,401520163
2023,1,regular,2023-09-01T23:00:00.000Z,Worcester Polytechnic Institute,Worcester St,"Alumni Stadium (Worcester, MA)",NEWMAC,MSCAC,401552881
2023,1,regular,2023-09-01T23:00:00.000Z,Alfred University,Hobart College,Merrill Field at Yunevich Stadium,Empire 8,Liberty League,401549580
2023,1,regular,2023-09-01T23:30:00.000Z,Georgia Tech,Louisville,Mercedes-Benz Stadium,ACC,ACC,401525462
2023,1,regular,2023-09-01T23:30:00.000Z,Ursinus,Reading,Patterson Field,Centennial,Mid Atlantic,401552447
2023,1,regular,2023-09-02T00:00:00.000Z,Kansas,Missouri State,Memorial Stadium,Big 12,MVFC,401525815
2023,1,regular,2023-09-02T00:00:00.000Z,South Dakota Mines,Valley City State,O'Harra Stadium,Rocky Mountain,,401546011
2023,1,regular,2023-09-02T00:00:00.000Z,Hardin-Simmons,Albright,Shelton Stadium,American Southwest,Mid Atlantic,401553008
2023,1,regular,2023-09-02T03:00:00.000Z,Hawai'i,Stanford,Clarence T.C. Ching Athletics Complex,Mountain West,Pac-12,401523988
2023,1,regular,2023-09-02T04:00:00.000Z,Nicholls,Sacramento State,Manning Field at John L. Guidry Stadium,Southland,Big Sky,401540285
2023,1,regular,2023-09-02T04:00:00.000Z,Texas Southern,Prairie View A&M,BBVA Compass Stadium,SWAC,SWAC,401540166
2023,1,regular,2023-09-02T04:00:00.000Z,Concord University,Emory & Henry College,Callaghan Stadium,Mountain East,South Atlantic,401545706
2023,1,regular,2023-09-02T04:00:00.000Z,Lehigh,Villanova,Goodman Stadium,Patriot,CAA,401540078
2023,1,regular,2023-09-02T04:00:00.000Z,St. Thomas (MN),Black Hills State,O'Shaughnessy Stadium,Pioneer,Rocky Mountain,401540562
2023,1,regular,2023-09-02T04:00:00.000Z,VMI,Davidson,Alumni Memorial Field,Southern,Pioneer,401540396
2023,1,regular,2023-09-02T04:00:00.000Z,Montana State,Utah Tech,Bobcat Stadium,Big Sky,UAC,401540219
2023,1,regular,2023-09-02T04:00:00.000Z,North Carolina Central,Winston-Salem,O'Kelly-Riddick Stadium,MEAC,CIAA,401539993
2023,1,regular,2023-09-02T04:00:00.000Z,Capital,Denison University,Bernlohr Stadium,Ohio,North Coast,401550253
2023,1,regular,2023-09-02T04:00:00.000Z,Holy Cross,Merrimack,Fitton Field,Patriot,NEC,401540065
2023,1,regular,2023-09-02T04:00:00.000Z,Cal Poly,San Diego,Alex G. Spanos Stadium,Big Sky,Pioneer,401540225
2023,1,regular,2023-09-02T04:00:00.000Z,Lake Erie,Franklin Pierce,Jack Britt Memorial Stadium,Great Midwest Athletic,Northeast 10,401546995
2023,1,regular,2023-09-02T04:00:00.000Z,LYONCOLL,Grinnell,,,Midwest,401544077
2023,1,regular,2023-09-02T04:00:00.000Z,Western Colorado,West Texas A&M,Mountaineer Bowl,Rocky Mountain,Lone Star,401541912
2023,1,regular,2023-09-02T04:00:00.000Z,Westminster College (MO),Rhodes College,Blue Jay Stadium,Upper Midwest,Southern Athletic,401550454
2023,1,regular,2023-09-02T04:00:00.000Z,UT Permian Basin,Texas College,Ratliff Stadium,Lone Star,,401541905
2023,1,regular,2023-09-02T04:00:00.000Z,Mississippi Valley State,Central State (OH),Soldier Field,SWAC,SIAC,401540163
2023,1,regular,2023-09-02T04:00:00.000Z,Duquesne,Edinboro University,Arthur J. Rooney Athletic Field,NEC,Pennsylvania State Athletic,401540012
2023,1,regular,2023-09-02T04:00:00.000Z,Central Connecticut,American International,Arute Field,NEC,Northeast 10,401540003
2023,1,regular,2023-09-02T04:00:00.000Z,Notre Dame College,Ohio Dominican,Mueller Field,Mountain East,Great Midwest Athletic,401545759
2023,1,regular,2023-09-02T04:00:00.000Z,Marietta,St John Fisher University,Don Drumm Stadium,Ohio,Empire 8,401544096
2023,1,regular,2023-09-02T04:00:00.000Z,Findlay,Truman State,Donnell Stadium,Great Midwest Athletic,Great Lakes,401540737
2023,1,regular,2023-09-02T04:00:00.000Z,Guilford College,Greensboro College,Armfield Athletic Center,Old Dominion,USA South,401549784
2023,1,regular,2023-09-02T16:00:00.000Z,Iowa,Utah State,Kinnick Stadium,Big Ten,Mountain West,401520157
2023,1,regular,2023-09-02T16:00:00.000Z,Shippensburg,Newberry,Seth Grove Stadium,Pennsylvania State Athletic,South Atlantic,401545963
2023,1,regular,2023-09-02T16:00:00.000Z,Hilbert College,Union (NY),St. Francis High School,North Coast,Liberty League,401549310
2023,1,regular,2023-09-02T16:00:00.000Z,Alma,Ohio Northern,Bahlke Field,Michigan,Ohio,401550292
2023,1,regular,2023-09-02T16:00:00.000Z,University of Rochester (NY),Utica,Edwin Fauver Stadium,Liberty League,Empire 8,401544051
2023,1,regular,2023-09-02T16:00:00.000Z,North Carolina Wesleyan,Randolph-Macon,Bishop Stadium,USA South,Old Dominion,401541110
2023,1,regular,2023-09-02T16:00:00.000Z,Bentley,West Chester,Bentley University Football Stadium,Northeast 10,Pennsylvania State Athletic,401545971
2023,1,regular,2023-09-02T16:00:00.000Z,Kalamazoo,Oberlin,Angell Field,Michigan,North Coast,401550145
2023,1,regular,2023-09-02T16:00:00.000Z,Liberty,Bowling Green,Williams Stadium (VA),Conference USA,Mid-American,401520160
2023,1,regular,2023-09-02T16:00:00.000Z,Boston College,Northern Illinois,"Alumni Stadium (Chestnut Hill, MA)",ACC,Mid-American,401525464
2023,1,regular,2023-09-02T16:00:00.000Z,MIT,Bridgewater State,Henry G. Steinbrenner '27 Stadium,NEWMAC,MSCAC,401549737
2023,1,regular,2023-09-02T16:00:00.000Z,Wilkes,Kings College (PA),Schmidt Stadium,Landmark Conference,Mid Atlantic,401553021
2023,1,regular,2023-09-02T16:00:00.000Z,Otterbein,Ohio Wesleyan,"Memorial Stadium (Westerville, OH)",Ohio,North Coast,401550282
2023,1,regular,2023-09-02T16:00:00.000Z,TCU,Colorado,Amon G. Carter Stadium,Big 12,Pac-12,401523994
2023,1,regular,2023-09-02T16:00:00.000Z,SMU,Louisiana Tech,Gerald J. Ford Stadium,American Athletic,Conference USA,401520172
2023,1,regular,2023-09-02T16:00:00.000Z,Michigan,East Carolina,Michigan Stadium,Big Ten,American Athletic,401520162
2023,1,regular,2023-09-02T16:00:00.000Z,Cortland,Delaware Valley,Stadium Red Field,Empire 8,Mid Atlantic,401550056
2023,1,regular,2023-09-02T16:00:00.000Z,Kean,SUNY Morrisville,Kean Alumni Stadium,New Jersey,Empire 8,401541053
2023,1,regular,2023-09-02T16:00:00.000Z,Kentucky,Ball State,Kroger Field,SEC,Mid-American,401520159
2023,1,regular,2023-09-02T16:00:00.000Z,Endicott College,St. Lawrence,Hempstead Stadium,Commonwealth Coast,Liberty League,401549622
2023,1,regular,2023-09-02T16:00:00.000Z,Purdue,Fresno State,Ross-Ade Stadium,Big Ten,Mountain West,401520170
2023,1,regular,2023-09-02T16:00:00.000Z,Keystone,Gallaudet,Athletic Field Complex,Landmark Conference,ECFC,401551929
2023,1,regular,2023-09-02T16:00:00.000Z,Oklahoma,Arkansas State,"Memorial Stadium (Norman, OK)",Big 12,Sun Belt,401525822
2023,1,regular,2023-09-02T16:00:00.000Z,Johns Hopkins University,Ithaca College,Homewood Field,Centennial,Liberty League,401547185
2023,1,regular,2023-09-02T16:00:00.000Z,Dean College,Fitchburg State,Dale Lippert Field,ECFC,MSCAC,401552473
2023,1,regular,2023-09-02T16:00:00.000Z,Western Connecticut St,Merchant Marine Academy,Westside Athletic Complex,MSCAC,NEWMAC,401549730
2023,1,regular,2023-09-02T16:00:00.000Z,Tennessee,Virginia,Nissan Stadium,SEC,ACC,401520179
2023,1,regular,2023-09-02T16:00:00.000Z,Tiffin,McKendree,Frost-Kalnow Stadium,Great Midwest Athletic,Great Lakes,401540708
2023,1,regular,2023-09-02T16:00:00.000Z,Davenport,Thomas More College,Farmers Insurance Athletic Complex,GLIAC,,401546992
2023,1,regular,2023-09-02T16:00:00.000Z,Shepherd,Southern Connecticut State,Ram Stadium (WV),Pennsylvania State Athletic,Northeast 10,401545891
2023,1,regular,2023-09-02T16:00:00.000Z,Assumption,Kutztown University,Multi-Sport Stadium,Northeast 10,Pennsylvania State Athletic,401545782
2023,1,regular,2023-09-02T16:00:00.000Z,College Of New Jersey,Eastern University,Lions Stadium,New Jersey,Mid Atlantic,401558747
2023,1,regular,2023-09-02T16:30:00.000Z,Georgetown,Marist,Cooper Field,Patriot,Pioneer,401540057
2023,1,regular,2023-09-02T17:00:00.000Z,Elizabeth City State,Catawba,Roebuck Stadium,CIAA,South Atlantic,401544871
2023,1,regular,2023-09-02T17:00:00.000Z,Waynesburg,Allegheny,John F. Wiley Stadium,Presidents',Presidents',401550025
2023,1,regular,2023-09-02T17:00:00.000Z,Misericordia,Alfred State,Mangelsdorf Field,Mid Atlantic,ECFC,401551917
2023,1,regular,2023-09-02T17:00:00.000Z,Grove City College,Westminster (PA),Robert E. Thorn Field,Presidents',Presidents',401550391
2023,1,regular,2023-09-02T17:00:00.000Z,Castleton,Plymouth State,Dave Wolk Stadium,ECFC,MSCAC,401550061
2023,1,regular,2023-09-02T17:00:00.000Z,Saint John's (MN),Trinity University TX,Clemens Stadium,Minnesota,Southern Athletic,401550187
2023,1,regular,2023-09-02T17:00:00.000Z,Widener,Lycoming,Leslie C. Quick Jr. Stadium,Mid Atlantic,Landmark Conference,401553000
2023,1,regular,2023-09-02T17:00:00.000Z,Saint Vincent,Washington & Jefferson,Chuck Noll Field,Presidents',Presidents',401544115
2023,1,regular,2023-09-02T17:00:00.000Z,West Virginia Wesleyan,Johnson C Smith,Cebe Ross Field,Mountain East,CIAA,401540684
2023,1,regular,2023-09-02T17:00:00.000Z,Hampden-Sydney,Wabash College,Lewis C. Everett Stadium,Old Dominion,North Coast,401550289
2023,1,regular,2023-09-02T17:00:00.000Z,Dickinson (PA),Rensselaer,Biddle Field,Centennial,Liberty League,401549615
2023,1,regular,2023-09-02T17:00:00.000Z,Shenandoah,Methodist,Shentel Stadium,Old Dominion,USA South,401549802
2023,1,regular,2023-09-02T17:00:00.000Z,Stonehill,New Hampshire,W.B. Mason Stadium,NEC,CAA,401540508
2023,1,regular,2023-09-02T17:00:00.000Z,Muskingum University,Ferrum,Sherman Field at McConagha Stadium,Ohio,Old Dominion,401549752
2023,1,regular,2023-09-02T17:00:00.000Z,Illinois State,Dayton,Hancock Stadium,MVFC,Pioneer,401540099
2023,1,regular,2023-09-02T17:00:00.000Z,Husson,Norwich,Dr. John W. Winkin Sports Complex,Commonwealth Coast,NEWMAC,401547195
2023,1,regular,2023-09-02T17:00:00.000Z,Wilmington (OH),Wooster,Wiliams Stadium (OH),Ohio,North Coast,401541092
2023,1,regular,2023-09-02T17:00:00.000Z,Washington and Lee,Salisbury,Wilson Field,Old Dominion,New Jersey,401550226
2023,1,regular,2023-09-02T17:00:00.000Z,William Paterson,FDU-Florham,Wightman Stadium,New Jersey,Mid Atlantic,401544060
2023,1,regular,2023-09-02T17:00:00.000Z,Sewanee,Maryville College (TN),Hardee-McGee Field,Southern Athletic,USA South,401550366
2023,1,regular,2023-09-02T17:00:00.000Z,Delaware State,Bowie State,Alumni Stadium,MEAC,CIAA,401539970
2023,1,regular,2023-09-02T17:00:00.000Z,Air Force,Robert Morris,Falcon Stadium,Mountain West,Big South-OVC,401532570
2023,1,regular,2023-09-02T17:00:00.000Z,Bridgewater (VA),Susquehanna,Jopson Athletic Complex,Old Dominion,Landmark Conference,401549817
2023,1,regular,2023-09-02T17:00:00.000Z,Western New England,Springfield,Golden Bear Stadium,Commonwealth Coast,NEWMAC,401541101
2023,1,regular,2023-09-02T17:00:00.000Z,Baldwin Wallace,Mount St. Joseph,George Finnie Stadium,Ohio,Heartland,401544954
2023,1,regular,2023-09-02T17:00:00.000Z,Apprentice School,Averett,Apprentice Field,Independent DIII,Old Dominion,401550309
2023,1,regular,2023-09-02T17:00:00.000Z,Biddeford,Coast Guard,Blue Storm Stadium,Commonwealth Coast,NEWMAC,401547204
2023,1,regular,2023-09-02T17:00:00.000Z,Gettysburg,Juniata College,Shirk Field at Musselman Stadium,Centennial,Landmark Conference,401552992
2023,1,regular,2023-09-02T17:00:00.000Z,Brevard College,Warner University,Brevard Memorial Stadium,USA South,,401549810
2023,1,regular,2023-09-02T17:30:00.000Z,Franklin,Olivet College,"Stewart """"Red"""" Faught Stadium",Heartland,Michigan,401544962
2023,1,regular,2023-09-02T17:30:00.000Z,Defiance College,University of Mount Union,Justin F. Coressel Stadium,Heartland,Ohio,401544106
2023,1,regular,2023-09-02T17:30:00.000Z,Centre College Kentucky,Hanover College,Farris Stadium,Southern Athletic,Heartland,401550091
2023,1,regular,2023-09-02T18:00:00.000Z,Augsburg,Northwestern (MN),Edor Nelson Field,Minnesota,Upper Midwest,401550153
2023,1,regular,2023-09-02T18:00:00.000Z,Cornell College (IA),Coe College,Van Metre Field at Ash Park,Midwest,American Rivers,401547099
2023,1,regular,2023-09-02T18:00:00.000Z,St. Norbert,Ripon,Donald J. Schneider Stadium,NACC,Midwest,401550207
2023,1,regular,2023-09-02T18:00:00.000Z,John Carroll University,Wisconsin-Whitewater,Don Shula Stadium at Wasmer Field,Ohio,Wisconsin,401550286
2023,1,regular,2023-09-02T18:00:00.000Z,Carthage,Albion,Art Keller Field,CCIW,Michigan,401549638
2023,1,regular,2023-09-02T18:00:00.000Z,Ohio,Long Island University,Peden Stadium,Mid-American,NEC,401532395
2023,1,regular,2023-09-02T18:00:00.000Z,Wisconsin-Eau Claire,Concordia Moorhead,Carson Park,Wisconsin,Minnesota,401549776
2023,1,regular,2023-09-02T18:00:00.000Z,Austin,Nebraska Wesleyan,Jerry E. Apple Stadium,American Southwest,American Rivers,401547125
2023,1,regular,2023-09-02T18:00:00.000Z,Roosevelt,North Central College,,,CCIW,401554953
2023,1,regular,2023-09-02T18:00:00.000Z,Temple,Akron,Lincoln Financial Field,American Athletic,Mid-American,401531387
2023,1,regular,2023-09-02T18:00:00.000Z,Ole Miss,Mercer,Vaught-Hemingway Stadium,SEC,Southern,401520168
2023,1,regular,2023-09-02T18:00:00.000Z,Montana,Butler,Washington-Grizzly Stadium,Big Sky,Pioneer,401540258
2023,1,regular,2023-09-02T18:00:00.000Z,Augustana University (SD),University of Mary,Kirkeby-Over Stadium,Northern Sun,Northern Sun,401545800
2023,1,regular,2023-09-02T18:00:00.000Z,Jacksonville State,East Tennessee State,AmFirst Stadium,Conference USA,Southern,401520158
2023,1,regular,2023-09-02T18:00:00.000Z,Gustavus Adolphus,Buena Vista,Hollingsworth Field,Minnesota,American Rivers,401547080
