Player,2023 Salary,2023 Signing,G,GS,MIN,PTS,FGM,FGA,FG%,2PM,2PA,2P%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,TOV,STL,BLK,PF
Rae Burrell  R Burrell,"$34,934",Hardship,29,3,11.1,3.6,1.2,3.2,38.7%,0.7,1.8,38.5%,0.6,1.4,39.0%,0.6,0.7,81.0%,0.4,0.8,1.2,0.6,0.5,0.4,0.1,0.9
Sika Koné  S Koné,"$62,285",Rookie,20,0,9.3,3.6,1.3,2.4,53.2%,1.2,2.1,56.1%,0.1,0.3,33.3%,1.0,1.3,76.9%,1.1,1.9,3.0,0.5,1.1,0.2,0.1,1.7
Brianna Turner  B Turner,"$150,000",--,40,33,26.3,3.5,1.7,2.6,65.0%,1.7,2.6,65.0%,0.0,0.0,--,0.2,0.3,50.0%,1.3,5.1,6.3,1.3,1.5,1.0,1.1,2.2
Joyner Holmes  J Holmes,"$13,569",UFA,34,2,10.5,3.3,1.2,3.2,37.3%,0.8,1.8,41.9%,0.4,1.4,31.3%,0.5,0.6,76.2%,0.7,1.8,2.5,0.8,0.6,0.3,0.3,1.1
Joyner Holmes  J Holmes,"$60,736",UFA,34,2,10.5,3.3,1.2,3.2,37.3%,0.8,1.8,41.9%,0.4,1.4,31.3%,0.5,0.6,76.2%,0.7,1.8,2.5,0.8,0.6,0.3,0.3,1.1
Bridget Carleton  B Carleton,"$91,000",RFA,38,4,15.1,3.2,1.1,3.1,34.5%,0.3,0.8,36.7%,0.8,2.3,33.7%,0.3,0.4,73.3%,0.5,1.8,2.3,0.9,0.4,0.3,0.1,1.3
Taylor Mikesell  T Mikesell,"$16,790",UFA,6,0,4.9,2.8,0.8,1.7,50.0%,0.3,0.5,66.7%,0.5,1.2,42.9%,0.7,0.7,100.0%,0.0,0.3,0.3,0.3,0.2,0.0,0.0,0.0
Laeticia Amihere  L Amihere,"$71,300",--,20,0,7.3,2.8,0.9,2.1,40.5%,0.9,2.1,41.5%,0.0,0.1,0.0%,1.1,2.1,53.7%,0.3,0.8,1.0,0.2,0.6,0.3,0.5,1.1
Jasmine Thomas  J Thomas,"$190,000",UFA,32,7,12.8,2.7,0.9,3.4,27.3%,0.5,1.5,31.3%,0.5,1.9,24.2%,0.3,0.3,90.9%,0.3,0.8,1.1,1.3,0.7,0.3,0.2,0.9
Jade Melbourne  J Melbourne,"$62,285",--,29,0,10.6,2.6,0.9,2.2,39.1%,0.8,1.5,50.0%,0.1,0.7,15.0%,0.8,1.0,79.3%,0.2,1.0,1.2,1.2,0.9,0.4,0.0,1.6
Awak Kuier  A Kuier,"$78,586",Rookie,37,4,10.8,2.6,1.0,2.5,39.6%,0.9,1.8,50.0%,0.1,0.6,8.7%,0.6,0.7,77.8%,0.6,1.9,2.5,0.5,0.6,0.2,0.6,0.8
Yvonne Turner  Y Turner,"$74,305",UFA,21,7,9.2,2.5,0.9,2.0,46.3%,0.9,1.8,47.4%,0.0,0.1,33.3%,0.7,0.9,77.8%,0.1,1.0,1.1,0.9,0.7,0.4,0.1,0.7
Veronica Burton  V Burton,"$70,609",Rookie,40,13,13.9,2.4,0.6,2.1,29.4%,0.3,0.9,32.4%,0.3,1.2,27.1%,0.8,0.9,91.2%,0.6,1.2,1.8,2.2,0.4,0.7,0.3,1.4
Cayla George  C George,"$74,305",UFA,32,0,8.5,2.3,0.9,3.3,28.8%,0.5,1.3,37.5%,0.5,2.0,23.4%,0.0,0.1,0.0%,0.5,1.3,1.8,0.4,0.8,0.3,0.2,1.1
Nyara Sabally  N Sabally,"$71,300",--,33,0,7.9,2.3,0.8,1.8,42.4%,0.7,1.5,46.0%,0.1,0.3,22.2%,0.7,1.0,75.0%,0.6,1.5,2.1,0.2,0.5,0.1,0.2,1.2
Jennie Simms  J Simms,"$16,248",UFA,6,0,11.7,2.2,0.7,2.3,28.6%,0.7,1.5,44.4%,0.0,0.8,0.0%,0.8,1.2,71.4%,0.7,1.5,2.2,0.5,1.0,0.3,0.0,1.2
Jennie Simms  J Simms,"$2,031",Hardship,6,0,11.7,2.2,0.7,2.3,28.6%,0.7,1.5,44.4%,0.0,0.8,0.0%,0.8,1.2,71.4%,0.7,1.5,2.2,0.5,1.0,0.3,0.0,1.2
Kiah Stokes  K Stokes,"$81,000",UFA,40,22,19.8,2.2,0.9,2.1,43.4%,0.8,1.4,55.4%,0.1,0.7,18.5%,0.2,0.5,50.0%,1.1,4.7,5.9,0.6,0.4,0.7,1.0,1.8
Jasmine Dickey  J Dickey,"$23,289",Rookie,14,0,6.2,2.1,0.9,2.4,38.2%,0.9,2.4,39.4%,0.0,0.1,0.0%,0.2,0.4,50.0%,0.5,0.3,0.8,0.1,0.4,0.3,0.1,1.1
Ashley Joens  A Joens,"$24,413",--,19,0,6.7,2.1,0.7,1.9,36.1%,0.2,0.7,23.1%,0.5,1.2,43.5%,0.2,0.3,50.0%,0.0,0.6,0.6,0.1,0.3,0.2,0.0,0.4
Ashley Joens  A Joens,"$2,843",Hardship,19,0,6.7,2.1,0.7,1.9,36.1%,0.2,0.7,23.1%,0.5,1.2,43.5%,0.2,0.3,50.0%,0.0,0.6,0.6,0.1,0.3,0.2,0.0,0.4
Ashley Joens  A Joens,"$5,686",Hardship,19,0,6.7,2.1,0.7,1.9,36.1%,0.2,0.7,23.1%,0.5,1.2,43.5%,0.2,0.3,50.0%,0.0,0.6,0.6,0.1,0.3,0.2,0.0,0.4
Ashley Joens  A Joens,"$7,853",Hardship,19,0,6.7,2.1,0.7,1.9,36.1%,0.2,0.7,23.1%,0.5,1.2,43.5%,0.2,0.3,50.0%,0.0,0.6,0.6,0.1,0.3,0.2,0.0,0.4
Ashley Joens  A Joens,"$2,437",Hardship,19,0,6.7,2.1,0.7,1.9,36.1%,0.2,0.7,23.1%,0.5,1.2,43.5%,0.2,0.3,50.0%,0.0,0.6,0.6,0.1,0.3,0.2,0.0,0.4
Bernadett Hatar  B Hatar,"$25,456",UFA,6,0,7.9,2.0,1.0,2.7,37.5%,1.0,2.7,37.5%,0.0,0.0,--,0.0,0.0,--,0.5,1.0,1.5,0.2,0.7,0.7,0.3,1.5
Bernadett Hatar  B Hatar,"$12,457",SuspCE,6,0,7.9,2.0,1.0,2.7,37.5%,1.0,2.7,37.5%,0.0,0.0,--,0.0,0.0,--,0.5,1.0,1.5,0.2,0.7,0.7,0.3,1.5
Madi Williams  M Williams,"$6,634",Hardship,5,0,9.3,2.0,1.0,3.0,33.3%,1.0,2.4,41.7%,0.0,0.6,0.0%,0.0,0.0,--,0.4,0.6,1.0,0.2,1.2,0.4,0.2,1.2
Odyssey Sims  O Sims,"$48,460",UFA,28,0,12.0,2.0,0.8,2.5,30.4%,0.7,1.9,35.2%,0.1,0.5,13.3%,0.4,0.7,55.0%,0.3,1.0,1.3,2.2,0.6,0.4,0.0,1.1
Odyssey Sims  O Sims,"$4,361",Hardship,28,0,12.0,2.0,0.8,2.5,30.4%,0.7,1.9,35.2%,0.1,0.5,13.3%,0.4,0.7,55.0%,0.3,1.0,1.3,2.2,0.6,0.4,0.0,1.1
Maya Caldwell  M Caldwell,"$68,000",UFA,30,1,10.1,1.9,0.7,2.4,29.2%,0.6,1.4,39.5%,0.1,1.0,13.8%,0.4,0.5,85.7%,0.3,0.6,0.9,0.6,0.7,0.3,0.1,0.9
Liz Dixon  L Dixon,"$23,289",UFA,14,0,5.6,1.9,0.7,1.4,52.6%,0.7,1.4,52.6%,0.0,0.0,--,0.5,0.6,87.5%,0.6,0.4,1.1,0.2,0.3,0.0,0.2,0.3
Liz Dixon  L Dixon,"$1,219",Hardship,14,0,5.6,1.9,0.7,1.4,52.6%,0.7,1.4,52.6%,0.0,0.0,--,0.5,0.6,87.5%,0.6,0.4,1.1,0.2,0.3,0.0,0.2,0.3
Liz Dixon  L Dixon,"$10,425",Hardship,14,0,5.6,1.9,0.7,1.4,52.6%,0.7,1.4,52.6%,0.0,0.0,--,0.5,0.6,87.5%,0.6,0.4,1.1,0.2,0.3,0.0,0.2,0.3
Kristine Anigwe  K Anigwe,"$31,014",UFA,13,0,6.8,1.9,0.8,1.8,41.7%,0.8,1.8,43.5%,0.0,0.1,0.0%,0.4,0.6,62.5%,0.6,1.1,1.7,0.3,0.5,0.2,0.4,1.8
Kristine Anigwe  K Anigwe,"$7,431",UFA,13,0,6.8,1.9,0.8,1.8,41.7%,0.8,1.8,43.5%,0.0,0.1,0.0%,0.4,0.6,62.5%,0.6,1.1,1.7,0.3,0.5,0.2,0.4,1.8
Epiphanny Prince  E Prince,"$27,622",Hardship,10,0,7.1,1.8,0.6,1.5,40.0%,0.3,0.5,60.0%,0.3,1.0,30.0%,0.3,0.3,100.0%,0.1,0.5,0.6,0.8,0.7,0.2,0.1,0.6
Iliana Rupert  I Rupert,"$67,634",Rookie,20,0,7.9,1.8,0.6,1.7,35.3%,0.3,0.6,50.0%,0.3,1.1,27.3%,0.3,0.4,62.5%,0.4,1.6,2.0,0.5,0.5,0.4,0.4,1.1
Emily Engstler  E Engstler,"$17,467",Hardship,12,0,7.8,1.8,0.7,1.8,38.1%,0.5,1.2,42.9%,0.2,0.6,28.6%,0.3,0.7,37.5%,0.9,1.5,2.4,0.6,0.8,0.4,0.1,0.7
Emily Engstler  E Engstler,"$2,843",Hardship,12,0,7.8,1.8,0.7,1.8,38.1%,0.5,1.2,42.9%,0.2,0.6,28.6%,0.3,0.7,37.5%,0.9,1.5,2.4,0.6,0.8,0.4,0.1,0.7
Amanda Zahui B.  A Zahui B.,"$74,305",--,34,1,7.4,1.7,0.5,2.1,25.7%,0.4,1.0,36.4%,0.2,1.1,16.2%,0.4,0.6,75.0%,0.2,0.9,1.1,0.3,0.4,0.2,0.5,1.3
Nia Clouden  N Clouden,"$67,634",Rookie,5,1,10.8,1.6,0.6,2.0,30.0%,0.4,1.4,28.6%,0.2,0.6,33.3%,0.2,0.4,50.0%,0.0,0.4,0.4,1.8,1.6,0.0,0.0,1.0
Han Xu  H Xu,"$62,285",Reserved,8,0,4.4,1.5,0.8,2.5,30.0%,0.8,1.6,46.2%,0.0,0.9,0.0%,0.0,0.0,--,0.4,0.5,0.9,0.0,0.6,0.3,0.1,0.3
Kaila Charles  K Charles,"$12,999",UFA,4,0,10.3,1.5,0.8,3.0,25.0%,0.8,2.5,30.0%,0.0,0.5,0.0%,0.0,0.0,--,0.8,0.5,1.3,0.3,0.0,0.3,0.0,2.3
Abby Meyers  A Meyers,"$6,093",Hardship,9,0,4.1,1.4,0.6,1.4,38.5%,0.6,1.0,55.6%,0.0,0.4,0.0%,0.3,0.3,100.0%,0.1,0.3,0.4,0.0,0.1,0.1,0.2,0.6
Abby Meyers  A Meyers,"$6,904",Hardship,9,0,4.1,1.4,0.6,1.4,38.5%,0.6,1.0,55.6%,0.0,0.4,0.0%,0.3,0.3,100.0%,0.1,0.3,0.4,0.0,0.1,0.1,0.2,0.6
Linnae Harper  L Harper,"$17,873",Hardship,14,0,5.2,1.4,0.6,1.9,30.8%,0.3,1.1,26.7%,0.3,0.8,36.4%,0.0,0.0,--,0.2,0.4,0.6,0.3,0.3,0.1,0.0,0.8
Arella Guirantes  A Guirantes,"$24,372",UFA,9,0,5.3,1.3,0.4,1.8,25.0%,0.3,1.1,30.0%,0.1,0.7,16.7%,0.3,0.6,60.0%,0.1,0.6,0.7,0.3,0.3,0.1,0.4,0.3
Victaria Saxton  V Saxton,"$62,285",--,15,0,3.6,1.3,0.4,1.2,33.3%,0.3,1.1,31.3%,0.1,0.1,50.0%,0.4,0.5,85.7%,0.1,0.5,0.7,0.0,0.4,0.1,0.0,0.6
Sydney Colson  S Colson,"$74,305",UFA,28,0,4.8,1.3,0.4,1.0,44.4%,0.2,0.4,54.5%,0.2,0.6,37.5%,0.2,0.2,83.3%,0.1,0.3,0.4,0.8,0.2,0.3,0.0,0.9
Jocelyn Willoughby  J Willoughby,"$79,690",--,29,0,6.6,1.2,0.4,1.0,40.0%,0.2,0.5,35.7%,0.2,0.6,43.8%,0.1,0.1,100.0%,0.3,0.4,0.8,0.4,0.3,0.1,0.0,0.7
Evina Westbrook  E Westbrook,"$8,530",Hardship,18,0,7.1,1.1,0.3,1.7,16.7%,0.2,0.8,21.4%,0.1,0.9,12.5%,0.4,0.4,100.0%,0.2,0.8,0.9,0.6,0.6,0.2,0.2,0.9
Evina Westbrook  E Westbrook,"$8,529",Hardship,18,0,7.1,1.1,0.3,1.7,16.7%,0.2,0.8,21.4%,0.1,0.9,12.5%,0.4,0.4,100.0%,0.2,0.8,0.9,0.6,0.6,0.2,0.2,0.9
Evina Westbrook  E Westbrook,"$20,040",Reserved,18,0,7.1,1.1,0.3,1.7,16.7%,0.2,0.8,21.4%,0.1,0.9,12.5%,0.4,0.4,100.0%,0.2,0.8,0.9,0.6,0.6,0.2,0.2,0.9
Kayana Traylor  K Traylor,"$10,561",Hardship,8,0,4.4,1.0,0.4,1.3,30.0%,0.4,1.1,33.3%,0.0,0.1,0.0%,0.3,0.3,100.0%,0.1,0.0,0.1,0.4,0.4,0.3,0.0,0.6
Alaina Coates  A Coates,"$9,207",Hardship,12,0,2.9,0.9,0.4,0.5,83.3%,0.4,0.5,83.3%,0.0,0.0,--,0.1,0.3,25.0%,0.2,0.7,0.8,0.0,0.6,0.3,0.0,0.8
Alaina Coates  A Coates,"$10,176",Hardship,12,0,2.9,0.9,0.4,0.5,83.3%,0.4,0.5,83.3%,0.0,0.0,--,0.1,0.3,25.0%,0.2,0.7,0.8,0.0,0.6,0.3,0.0,0.8
Alaina Coates  A Coates,"$1,454",Hardship,12,0,2.9,0.9,0.4,0.5,83.3%,0.4,0.5,83.3%,0.0,0.0,--,0.1,0.3,25.0%,0.2,0.7,0.8,0.0,0.6,0.3,0.0,0.8
Leigha Brown  L Brown,"$65,290",--,25,0,5.2,0.8,0.3,1.0,30.8%,0.3,0.6,43.8%,0.0,0.4,10.0%,0.2,0.2,66.7%,0.2,0.6,0.8,0.4,0.4,0.2,0.1,0.8
Taylor Soule  T Soule,"$38,183",Hardship,15,0,3.5,0.6,0.1,0.9,14.3%,0.1,0.7,18.2%,0.0,0.2,0.0%,0.3,0.5,62.5%,0.2,0.3,0.5,0.2,0.3,0.0,0.1,0.4
Lorela Cubaj  L Cubaj,"$9,749",UFA,3,0,6.2,0.0,0.0,0.3,0.0%,0.0,0.3,0.0%,0.0,0.0,--,0.0,0.0,--,0.0,2.3,2.3,0.0,0.3,0.0,0.3,1.3
Khaalia Hillsman  K Hillsman,"$3,656",Hardship,1,0,0.9,0.0,0.0,0.0,--,0.0,0.0,--,0.0,0.0,--,0.0,0.0,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lauren Cox  L Cox,"$8,666",UFA,1,0,0.1,0.0,0.0,0.0,--,0.0,0.0,--,0.0,0.0,--,0.0,0.0,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sam Thomas  S Thomas,"$1,625",Hardship,1,0,10.8,0.0,0.0,2.0,0.0%,0.0,2.0,0.0%,0.0,0.0,--,0.0,0.0,--,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Lou Lopez Sénéchal  L Lopez Sénéchal,"$71,300",Rookie,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Isabelle Harrison  I Harrison,"$160,000",UFA,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Katie Lou Samuelson  K Samuelson,"$130,000",--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Riquna Williams  R Williams,"$149,350",UFA,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Natalie Achonwa  N Achonwa,"$155,100",UFA,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Skylar Diggins  S Diggins,"$234,350",--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Diamond DeShields  D DeShields,"$154,500",RFA,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Christyn Williams  C Williams,"$1,625",Hardship,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
