gameId,date,season,stage,teamId,team,teamAbbrev,isHome,opponentId,opponent,team_score,opp_score,result,team_shootout_score,opp_shootout_score,status,venue,city,attendance,team_foulsCommitted,team_yellowCards,team_redCards,team_offsides,team_wonCorners,team_saves,team_possessionPct,team_totalShots,team_shotsOnTarget,team_shotPct,team_penaltyKickGoals,team_penaltyKickShots,team_accuratePasses,team_totalPasses,team_passPct,team_accurateCrosses,team_totalCrosses,team_crossPct,team_totalLongBalls,team_accurateLongBalls,team_longballPct,team_blockedShots,team_effectiveTackles,team_totalTackles,team_tacklePct,team_interceptions,team_effectiveClearance,team_totalClearance,opp_foulsCommitted,opp_yellowCards,opp_redCards,opp_offsides,opp_wonCorners,opp_saves,opp_possessionPct,opp_totalShots,opp_shotsOnTarget,opp_shotPct,opp_penaltyKickGoals,opp_penaltyKickShots,opp_accuratePasses,opp_totalPasses,opp_passPct,opp_accurateCrosses,opp_totalCrosses,opp_crossPct,opp_totalLongBalls,opp_accurateLongBalls,opp_longballPct,opp_blockedShots,opp_effectiveTackles,opp_totalTackles,opp_tacklePct,opp_interceptions,opp_effectiveClearance,opp_totalClearance
760469,2026-06-26,2026,group-stage,628,Australia,AUS,False,210,Paraguay,0,0,D,,,FT,Levi's Stadium,"Santa Clara, California",68827,6,1,0,0,3,2,56,12,5,0.4,0,0,438,537,0.8,4,13,0.3,58,17,0.3,3,12,20,0.6,7,10,10,9,1,0,0,1,5,44,7,2,0.3,0,0,330,426,0.8,0,7,0.0,59,14,0.2,1,17,24,0.7,8,24,24
760469,2026-06-26,2026,group-stage,210,Paraguay,PAR,True,628,Australia,0,0,D,,,FT,Levi's Stadium,"Santa Clara, California",68827,9,1,0,0,1,5,44,7,2,0.3,0,0,330,426,0.8,0,7,0.0,59,14,0.2,1,17,24,0.7,8,24,24,6,1,0,0,3,2,56,12,5,0.4,0,0,438,537,0.8,4,13,0.3,58,17,0.3,3,12,20,0.6,7,10,10
760470,2026-06-26,2026,group-stage,660,United States,USA,False,465,Türkiye,2,3,L,,,FT,SoFi Stadium,"Inglewood, California",70492,13,1,0,5,9,1,52.6,18,7,0.4,0,0,398,471,0.8,5,19,0.3,42,16,0.4,5,9,14,0.6,9,27,27,13,0,0,2,2,5,47.4,9,3,0.3,0,0,335,434,0.8,0,12,0.0,66,24,0.4,2,20,32,0.6,9,24,24
760470,2026-06-26,2026,group-stage,465,Türkiye,TUR,True,660,United States,3,2,W,,,FT,SoFi Stadium,"Inglewood, California",70492,13,0,0,2,2,5,47.4,9,3,0.3,0,0,335,434,0.8,0,12,0.0,66,24,0.4,2,20,32,0.6,9,24,24,13,1,0,5,9,1,52.6,18,7,0.4,0,0,398,471,0.8,5,19,0.3,42,16,0.4,5,9,14,0.6,9,27,27
760474,2026-06-26,2026,group-stage,4375,Iraq,IRQ,False,654,Senegal,0,5,L,,,FT,BMO Field,Toronto,43036,11,2,1,0,3,7,30.8,6,1,0.2,0,0,184,266,0.7,0,6,0.0,68,13,0.2,4,13,20,0.7,7,34,34,10,2,0,1,12,1,69.2,28,12,0.4,0,0,517,590,0.9,7,25,0.3,43,23,0.5,5,9,12,0.8,2,10,10
760474,2026-06-26,2026,group-stage,654,Senegal,SEN,True,4375,Iraq,5,0,W,,,FT,BMO Field,Toronto,43036,10,2,0,1,12,1,69.2,28,12,0.4,0,0,517,590,0.9,7,25,0.3,43,23,0.5,5,9,12,0.8,2,10,10,11,2,1,0,3,7,30.8,6,1,0.2,0,0,184,266,0.7,0,6,0.0,68,13,0.2,4,13,20,0.7,7,34,34
760475,2026-06-26,2026,group-stage,478,France,FRA,False,464,Norway,4,1,W,,,FT,Gillette Stadium,"Foxborough, Massachusetts",64146,11,1,0,2,5,3,56.7,18,9,0.5,0,0,480,555,0.9,3,10,0.3,53,28,0.5,3,12,17,0.7,11,19,19,9,1,0,1,4,5,43.3,10,4,0.4,0,1,343,421,0.8,3,9,0.3,40,18,0.5,3,11,17,0.6,13,16,16
760475,2026-06-26,2026,group-stage,464,Norway,NOR,True,478,France,1,4,L,,,FT,Gillette Stadium,"Foxborough, Massachusetts",64146,9,1,0,1,4,5,43.3,10,4,0.4,0,1,343,421,0.8,3,9,0.3,40,18,0.5,3,11,17,0.6,13,16,16,11,1,0,2,5,3,56.7,18,9,0.5,0,0,480,555,0.9,3,10,0.3,53,28,0.5,3,12,17,0.7,11,19,19
760476,2026-06-27,2026,group-stage,469,Iran,IRN,False,2620,Egypt,1,1,D,,,FT,Lumen Field,"Seattle, Washington",66925,16,4,0,3,2,2,38.6,13,4,0.3,0,1,281,367,0.8,1,10,0.1,66,29,0.4,3,17,22,0.8,8,32,32,11,3,0,0,8,2,61.4,15,3,0.2,0,0,513,589,0.9,4,15,0.3,44,18,0.4,6,10,17,0.6,7,38,38
760476,2026-06-27,2026,group-stage,2620,Egypt,EGY,True,469,Iran,1,1,D,,,FT,Lumen Field,"Seattle, Washington",66925,11,3,0,0,8,2,61.4,15,3,0.2,0,0,513,589,0.9,4,15,0.3,44,18,0.4,6,10,17,0.6,7,38,38,16,4,0,3,2,2,38.6,13,4,0.3,0,1,281,367,0.8,1,10,0.1,66,29,0.4,3,17,22,0.8,8,32,32
760477,2026-06-27,2026,group-stage,459,Belgium,BEL,False,2666,New Zealand,5,1,W,,,FT,BC Place,Vancouver,52497,7,0,0,1,8,1,54.5,35,10,0.3,0,0,462,525,0.9,6,16,0.4,46,28,0.6,12,8,13,0.6,10,27,27,10,2,0,1,5,5,45.5,6,2,0.3,0,0,369,436,0.8,2,17,0.1,38,16,0.4,1,6,10,0.6,6,35,35
760477,2026-06-27,2026,group-stage,2666,New Zealand,NZL,True,459,Belgium,1,5,L,,,FT,BC Place,Vancouver,52497,10,2,0,1,5,5,45.5,6,2,0.3,0,0,369,436,0.8,2,17,0.1,38,16,0.4,1,6,10,0.6,6,35,35,7,0,0,1,8,1,54.5,35,10,0.3,0,0,462,525,0.9,6,16,0.4,46,28,0.6,12,8,13,0.6,10,27,27
760478,2026-06-27,2026,group-stage,655,Saudi Arabia,KSA,False,2597,Cape Verde,0,0,D,,,FT,NRG Stadium,"Houston, Texas",68278,16,3,0,0,2,2,49,7,3,0.4,0,0,359,444,0.8,3,11,0.3,50,21,0.4,3,15,29,0.5,11,25,25,10,1,0,2,4,3,51,15,2,0.1,0,0,381,451,0.8,2,18,0.1,55,29,0.5,5,12,15,0.8,13,29,29
760478,2026-06-27,2026,group-stage,2597,Cape Verde,CPV,True,655,Saudi Arabia,0,0,D,,,FT,NRG Stadium,"Houston, Texas",68278,10,1,0,2,4,3,51,15,2,0.1,0,0,381,451,0.8,2,18,0.1,55,29,0.5,5,12,15,0.8,13,29,29,16,3,0,0,2,2,49,7,3,0.4,0,0,359,444,0.8,3,11,0.3,50,21,0.4,3,15,29,0.5,11,25,25
760479,2026-06-27,2026,group-stage,164,Spain,ESP,False,212,Uruguay,1,0,W,,,FT,Estadio Akron,Guadalajara,45065,14,1,0,2,6,2,66.9,6,1,0.2,0,0,553,622,0.9,3,12,0.3,34,18,0.5,1,10,17,0.6,9,23,23,14,3,1,5,1,0,33.1,5,1,0.2,0,0,228,301,0.8,1,16,0.1,43,15,0.3,1,15,25,0.6,14,14,14
760479,2026-06-27,2026,group-stage,212,Uruguay,URU,True,164,Spain,0,1,L,,,FT,Estadio Akron,Guadalajara,45065,14,3,1,5,1,0,33.1,5,1,0.2,0,0,228,301,0.8,1,16,0.1,43,15,0.3,1,15,25,0.6,14,14,14,14,1,0,2,6,2,66.9,6,1,0.2,0,0,553,622,0.9,3,12,0.3,34,18,0.5,1,10,17,0.6,9,23,23
760480,2026-06-27,2026,group-stage,4469,Ghana,GHA,False,477,Croatia,1,2,L,,,FT,Lincoln Financial Field,"Philadelphia, Pennsylvania",68324,13,1,0,2,2,2,46.7,6,1,0.2,0,0,402,455,0.9,3,12,0.3,39,18,0.5,2,7,13,0.5,9,11,11,9,1,0,1,3,0,53.3,8,4,0.5,0,0,477,523,0.9,3,15,0.2,38,16,0.4,2,8,14,0.6,4,23,23
760480,2026-06-27,2026,group-stage,477,Croatia,CRO,True,4469,Ghana,2,1,W,,,FT,Lincoln Financial Field,"Philadelphia, Pennsylvania",68324,9,1,0,1,3,0,53.3,8,4,0.5,0,0,477,523,0.9,3,15,0.2,38,16,0.4,2,8,14,0.6,4,23,23,13,1,0,2,2,2,46.7,6,1,0.2,0,0,402,455,0.9,3,12,0.3,39,18,0.5,2,7,13,0.5,9,11,11
760481,2026-06-27,2026,group-stage,482,Portugal,POR,False,208,Colombia,0,0,D,,,FT,Hard Rock Stadium,"Miami Gardens, Florida",64478,6,0,0,2,2,6,45.4,13,2,0.2,0,0,405,446,0.9,2,13,0.2,29,20,0.7,4,5,9,0.6,13,22,22,12,1,0,3,5,2,54.6,24,6,0.3,0,0,485,544,0.9,3,11,0.3,46,25,0.5,7,8,15,0.5,6,16,16
760481,2026-06-27,2026,group-stage,208,Colombia,COL,True,482,Portugal,0,0,D,,,FT,Hard Rock Stadium,"Miami Gardens, Florida",64478,12,1,0,3,5,2,54.6,24,6,0.3,0,0,485,544,0.9,3,11,0.3,46,25,0.5,7,8,15,0.5,6,16,16,6,0,0,2,2,6,45.4,13,2,0.2,0,0,405,446,0.9,2,13,0.2,29,20,0.7,4,5,9,0.6,13,22,22
760482,2026-06-27,2026,group-stage,2570,Uzbekistan,UZB,False,2850,Congo DR,1,3,L,,,FT,Mercedes-Benz Stadium,"Atlanta, Georgia",68239,16,2,0,1,4,1,42.4,3,1,0.3,0,0,269,355,0.8,2,16,0.1,59,21,0.4,0,18,29,0.6,12,38,38,6,3,0,3,2,1,57.6,19,4,0.2,0,1,400,485,0.8,6,22,0.3,60,28,0.5,1,13,20,0.7,7,25,25
760482,2026-06-27,2026,group-stage,2850,Congo DR,COD,True,2570,Uzbekistan,3,1,W,,,FT,Mercedes-Benz Stadium,"Atlanta, Georgia",68239,6,3,0,3,2,1,57.6,19,4,0.2,0,1,400,485,0.8,6,22,0.3,60,28,0.5,1,13,20,0.7,7,25,25,16,2,0,1,4,1,42.4,3,1,0.3,0,0,269,355,0.8,2,16,0.1,59,21,0.4,0,18,29,0.6,12,38,38
760485,2026-06-27,2026,group-stage,448,England,ENG,False,2659,Panama,2,0,W,,,FT,MetLife Stadium,"East Rutherford, New Jersey",80663,13,1,0,4,7,2,67.1,17,6,0.4,0,0,490,558,0.9,4,25,0.2,36,20,0.6,3,17,18,0.9,5,20,20,16,2,0,4,3,4,32.9,13,2,0.2,0,0,202,268,0.8,3,9,0.3,54,25,0.5,3,11,16,0.7,6,34,34
760485,2026-06-27,2026,group-stage,2659,Panama,PAN,True,448,England,0,2,L,,,FT,MetLife Stadium,"East Rutherford, New Jersey",80663,16,2,0,4,3,4,32.9,13,2,0.2,0,0,202,268,0.8,3,9,0.3,54,25,0.5,3,11,16,0.7,6,34,34,13,1,0,4,7,2,67.1,17,6,0.4,0,0,490,558,0.9,4,25,0.2,36,20,0.6,3,17,18,0.9,5,20,20
760483,2026-06-28,2026,group-stage,202,Argentina,ARG,False,2917,Jordan,3,1,W,,,FT,AT&T Stadium,"Arlington, Texas",70649,7,0,0,3,6,0,73.3,12,4,0.3,0,1,737,801,0.9,3,5,0.6,25,15,0.6,1,5,14,0.4,12,9,9,13,3,0,1,2,1,26.7,5,1,0.2,0,0,228,285,0.8,2,7,0.3,36,14,0.4,2,8,16,0.5,19,13,13
760483,2026-06-28,2026,group-stage,2917,Jordan,JOR,True,202,Argentina,1,3,L,,,FT,AT&T Stadium,"Arlington, Texas",70649,13,3,0,1,2,1,26.7,5,1,0.2,0,0,228,285,0.8,2,7,0.3,36,14,0.4,2,8,16,0.5,19,13,13,7,0,0,3,6,0,73.3,12,4,0.3,0,1,737,801,0.9,3,5,0.6,25,15,0.6,1,5,14,0.4,12,9,9
760484,2026-06-28,2026,group-stage,474,Austria,AUT,False,624,Algeria,3,3,D,,,FT,GEHA Field at Arrowhead Stadium,"Kansas City, Missouri",69045,7,1,0,3,3,2,35,10,3,0.3,0,0,346,396,0.9,3,13,0.2,32,14,0.4,1,4,11,0.4,10,19,19,3,0,0,1,0,1,65,12,5,0.4,0,0,706,754,0.9,0,5,0.0,44,26,0.6,2,5,11,0.5,4,18,18
760484,2026-06-28,2026,group-stage,624,Algeria,ALG,True,474,Austria,3,3,D,,,FT,GEHA Field at Arrowhead Stadium,"Kansas City, Missouri",69045,3,0,0,1,0,1,65,12,5,0.4,0,0,706,754,0.9,0,5,0.0,44,26,0.6,2,5,11,0.5,4,18,18,7,1,0,3,3,2,35,10,3,0.3,0,0,346,396,0.9,3,13,0.2,32,14,0.4,1,4,11,0.4,10,19,19
760486,2026-06-28,2026,round-of-32,206,Canada,CAN,False,467,South Africa,1,0,W,,,FT,SoFi Stadium,"Inglewood, California",69237,16,2,0,0,4,1,41.6,12,7,0.6,0,0,298,379,0.8,5,13,0.4,31,15,0.5,0,15,20,0.8,8,16,16,10,0,0,1,1,5,58.4,6,1,0.2,0,0,466,554,0.8,2,7,0.3,72,31,0.4,1,13,22,0.6,15,33,33
760486,2026-06-28,2026,round-of-32,467,South Africa,RSA,True,206,Canada,0,1,L,,,FT,SoFi Stadium,"Inglewood, California",69237,10,0,0,1,1,5,58.4,6,1,0.2,0,0,466,554,0.8,2,7,0.3,72,31,0.4,1,13,22,0.6,15,33,33,16,2,0,0,4,1,41.6,12,7,0.6,0,0,298,379,0.8,5,13,0.4,31,15,0.5,0,15,20,0.8,8,16,16
760487,2026-06-29,2026,round-of-32,627,Japan,JPN,False,205,Brazil,1,2,L,,,FT,NRG Stadium,"Houston, Texas",68777,13,3,0,0,2,4,31.4,5,2,0.4,0,0,260,313,0.8,2,11,0.2,45,24,0.5,2,4,10,0.4,6,45,45,4,2,0,1,6,1,68.6,19,7,0.4,0,0,625,682,0.9,10,39,0.3,45,21,0.5,6,7,12,0.6,9,19,19
760487,2026-06-29,2026,round-of-32,205,Brazil,BRA,True,627,Japan,2,1,W,,,FT,NRG Stadium,"Houston, Texas",68777,4,2,0,1,6,1,68.6,19,7,0.4,0,0,625,682,0.9,10,39,0.3,45,21,0.5,6,7,12,0.6,9,19,19,13,3,0,0,2,4,31.4,5,2,0.4,0,0,260,313,0.8,2,11,0.2,45,24,0.5,2,4,10,0.4,6,45,45
760489,2026-06-29,2026,round-of-32,210,Paraguay,PAR,False,481,Germany,1,1,W,4.0,3.0,FT-Pens,Gillette Stadium,"Foxborough, Massachusetts",63945,12,2,0,1,6,6,24.4,7,3,0.4,0,0,160,255,0.6,6,21,0.3,78,20,0.3,2,20,33,0.6,13,55,55,18,2,0,4,16,2,75.6,21,6,0.3,0,0,725,805,0.9,9,55,0.2,40,27,0.7,8,7,13,0.5,4,23,23
760489,2026-06-29,2026,round-of-32,481,Germany,GER,True,210,Paraguay,1,1,L,3.0,4.0,FT-Pens,Gillette Stadium,"Foxborough, Massachusetts",63945,18,2,0,4,16,2,75.6,21,6,0.3,0,0,725,805,0.9,9,55,0.2,40,27,0.7,8,7,13,0.5,4,23,23,12,2,0,1,6,6,24.4,7,3,0.4,0,0,160,255,0.6,6,21,0.3,78,20,0.3,2,20,33,0.6,13,55,55
760488,2026-06-30,2026,round-of-32,2869,Morocco,MAR,False,449,Netherlands,1,1,W,3.0,2.0,FT-Pens,Estadio BBVA,Guadalupe,51243,15,1,0,0,8,1,70.1,11,5,0.5,0,0,801,879,0.9,4,18,0.2,48,21,0.4,2,14,19,0.7,11,34,34,18,0,0,3,5,5,29.9,6,2,0.3,0,0,292,371,0.8,3,10,0.3,47,16,0.3,3,10,19,0.5,11,22,22
760488,2026-06-30,2026,round-of-32,449,Netherlands,NED,True,2869,Morocco,1,1,L,2.0,3.0,FT-Pens,Estadio BBVA,Guadalupe,51243,18,0,0,3,5,5,29.9,6,2,0.3,0,0,292,371,0.8,3,10,0.3,47,16,0.3,3,10,19,0.5,11,22,22,15,1,0,0,8,1,70.1,11,5,0.5,0,0,801,879,0.9,4,18,0.2,48,21,0.4,2,14,19,0.7,11,34,34
760490,2026-06-30,2026,round-of-32,464,Norway,NOR,False,4789,Ivory Coast,2,1,W,,,FT,AT&T Stadium,"Arlington, Texas",69665,7,1,0,2,3,4,53,9,4,0.4,0,0,415,474,0.9,5,10,0.5,32,16,0.5,3,11,19,0.6,5,37,37,6,0,0,2,14,1,47,14,5,0.4,0,0,339,401,0.8,7,29,0.2,38,17,0.4,1,18,24,0.8,4,11,11
760490,2026-06-30,2026,round-of-32,4789,Ivory Coast,CIV,True,464,Norway,1,2,L,,,FT,AT&T Stadium,"Arlington, Texas",69665,6,0,0,2,14,1,47,14,5,0.4,0,0,339,401,0.8,7,29,0.2,38,17,0.4,1,18,24,0.8,4,11,11,7,1,0,2,3,4,53,9,4,0.4,0,0,415,474,0.9,5,10,0.5,32,16,0.5,3,11,19,0.6,5,37,37
760492,2026-06-30,2026,round-of-32,466,Sweden,SWE,False,478,France,0,3,L,,,FT,MetLife Stadium,"East Rutherford, New Jersey",80663,10,0,0,1,1,9,39,8,3,0.4,0,0,278,350,0.8,3,11,0.3,45,11,0.2,1,9,13,0.7,12,26,26,14,0,0,3,9,3,61,25,12,0.5,0,0,484,551,0.9,4,17,0.2,36,17,0.5,4,7,13,0.5,5,23,23
760492,2026-06-30,2026,round-of-32,478,France,FRA,True,466,Sweden,3,0,W,,,FT,MetLife Stadium,"East Rutherford, New Jersey",80663,14,0,0,3,9,3,61,25,12,0.5,0,0,484,551,0.9,4,17,0.2,36,17,0.5,4,7,13,0.5,5,23,23,10,0,0,1,1,9,39,8,3,0.4,0,0,278,350,0.8,3,11,0.3,45,11,0.2,1,9,13,0.7,12,26,26
760491,2026-07-01,2026,round-of-32,209,Ecuador,ECU,False,203,Mexico,0,2,L,,,FT,Estadio Banorte,Mexico City,80824,14,3,1,1,8,1,57.2,7,1,0.1,0,0,341,410,0.8,3,25,0.1,53,17,0.3,1,8,11,0.7,6,19,19,10,0,0,0,3,1,42.8,15,3,0.2,0,0,248,316,0.8,4,7,0.6,58,27,0.5,3,5,10,0.5,7,39,39
760491,2026-07-01,2026,round-of-32,203,Mexico,MEX,True,209,Ecuador,2,0,W,,,FT,Estadio Banorte,Mexico City,80824,10,0,0,0,3,1,42.8,15,3,0.2,0,0,248,316,0.8,4,7,0.6,58,27,0.5,3,5,10,0.5,7,39,39,14,3,1,1,8,1,57.2,7,1,0.1,0,0,341,410,0.8,3,25,0.1,53,17,0.3,1,8,11,0.7,6,19,19
760493,2026-07-01,2026,round-of-32,654,Senegal,SEN,False,459,Belgium,2,3,L,,,AET,Lumen Field,"Seattle, Washington",66925,12,1,0,2,2,3,47.7,19,5,0.3,0,0,536,639,0.8,5,22,0.2,84,34,0.4,3,4,12,0.3,11,31,31,22,1,0,2,4,3,52.3,19,5,0.3,0,1,602,701,0.9,7,26,0.3,50,25,0.5,5,5,12,0.4,8,28,28
760493,2026-07-01,2026,round-of-32,459,Belgium,BEL,True,654,Senegal,3,2,W,,,AET,Lumen Field,"Seattle, Washington",66925,22,1,0,2,4,3,52.3,19,5,0.3,0,1,602,701,0.9,7,26,0.3,50,25,0.5,5,5,12,0.4,8,28,28,12,1,0,2,2,3,47.7,19,5,0.3,0,0,536,639,0.8,5,22,0.2,84,34,0.4,3,4,12,0.3,11,31,31
760495,2026-07-01,2026,round-of-32,2850,Congo DR,COD,False,448,England,1,2,L,,,FT,Mercedes-Benz Stadium,"Atlanta, Georgia",68239,12,1,0,4,3,5,40.3,7,2,0.3,0,0,299,365,0.8,1,13,0.1,46,18,0.4,2,8,20,0.4,3,36,36,10,1,0,0,5,1,59.7,16,7,0.4,0,0,468,517,0.9,9,43,0.2,33,19,0.6,3,6,11,0.5,7,23,23
760495,2026-07-01,2026,round-of-32,448,England,ENG,True,2850,Congo DR,2,1,W,,,FT,Mercedes-Benz Stadium,"Atlanta, Georgia",68239,10,1,0,0,5,1,59.7,16,7,0.4,0,0,468,517,0.9,9,43,0.2,33,19,0.6,3,6,11,0.5,7,23,23,12,1,0,4,3,5,40.3,7,2,0.3,0,0,299,365,0.8,1,13,0.1,46,18,0.4,2,8,20,0.4,3,36,36
760494,2026-07-02,2026,round-of-32,452,Bosnia-Herzegovina,BIH,False,660,United States,0,2,L,,,FT,Levi's Stadium,"Santa Clara, California",68827,13,1,0,0,3,0,51.6,10,3,0.3,0,0,365,447,0.8,0,13,0.0,50,12,0.2,3,12,15,0.8,7,26,26,7,0,1,3,4,3,48.4,8,2,0.3,0,0,349,415,0.8,3,14,0.2,42,17,0.4,2,8,12,0.7,7,28,28
760494,2026-07-02,2026,round-of-32,660,United States,USA,True,452,Bosnia-Herzegovina,2,0,W,,,FT,Levi's Stadium,"Santa Clara, California",68827,7,0,1,3,4,3,48.4,8,2,0.3,0,0,349,415,0.8,3,14,0.2,42,17,0.4,2,8,12,0.7,7,28,28,13,1,0,0,3,0,51.6,10,3,0.3,0,0,365,447,0.8,0,13,0.0,50,12,0.2,3,12,15,0.8,7,26,26
760496,2026-07-02,2026,round-of-32,477,Croatia,CRO,False,482,Portugal,1,2,L,,,FT,BMO Field,Toronto,43036,12,2,0,4,5,2,39.6,13,6,0.5,0,0,312,370,0.8,7,22,0.3,42,18,0.4,2,11,22,0.5,10,19,19,6,1,0,1,9,5,60.4,15,3,0.2,0,1,533,585,0.9,6,20,0.3,39,19,0.5,4,9,19,0.5,5,19,19
760496,2026-07-02,2026,round-of-32,482,Portugal,POR,True,477,Croatia,2,1,W,,,FT,BMO Field,Toronto,43036,6,1,0,1,9,5,60.4,15,3,0.2,0,1,533,585,0.9,6,20,0.3,39,19,0.5,4,9,19,0.5,5,19,19,12,2,0,4,5,2,39.6,13,6,0.5,0,0,312,370,0.8,7,22,0.3,42,18,0.4,2,11,22,0.5,10,19,19
760497,2026-07-02,2026,round-of-32,474,Austria,AUT,False,164,Spain,0,3,L,,,FT,SoFi Stadium,"Inglewood, California",70492,15,1,0,5,0,6,35.6,5,0,0.0,0,0,285,347,0.8,3,13,0.2,37,14,0.4,1,8,16,0.5,6,21,21,8,0,0,2,9,0,64.4,23,10,0.4,0,0,570,629,0.9,7,21,0.3,35,23,0.7,7,12,19,0.6,6,15,15
760497,2026-07-02,2026,round-of-32,164,Spain,ESP,True,474,Austria,3,0,W,,,FT,SoFi Stadium,"Inglewood, California",70492,8,0,0,2,9,0,64.4,23,10,0.4,0,0,570,629,0.9,7,21,0.3,35,23,0.7,7,12,19,0.6,6,15,15,15,1,0,5,0,6,35.6,5,0,0.0,0,0,285,347,0.8,3,13,0.2,37,14,0.4,1,8,16,0.5,6,21,21
760498,2026-07-03,2026,round-of-32,624,Algeria,ALG,False,475,Switzerland,0,2,L,,,FT,BC Place,Vancouver,52497,12,2,0,2,2,2,55.5,8,2,0.3,0,0,478,563,0.8,1,6,0.2,63,29,0.5,3,9,21,0.4,10,14,14,10,0,0,0,4,2,44.5,11,5,0.5,0,0,355,438,0.8,4,14,0.3,52,21,0.4,2,14,20,0.7,17,23,23
760498,2026-07-03,2026,round-of-32,475,Switzerland,SUI,True,624,Algeria,2,0,W,,,FT,BC Place,Vancouver,52497,10,0,0,0,4,2,44.5,11,5,0.5,0,0,355,438,0.8,4,14,0.3,52,21,0.4,2,14,20,0.7,17,23,23,12,2,0,2,2,2,55.5,8,2,0.3,0,0,478,563,0.8,1,6,0.2,63,29,0.5,3,9,21,0.4,10,14,14
760499,2026-07-03,2026,round-of-32,2620,Egypt,EGY,False,628,Australia,1,1,W,4.0,2.0,FT-Pens,AT&T Stadium,"Arlington, Texas",70244,14,2,0,3,7,1,58.3,14,3,0.2,0,0,613,722,0.8,6,24,0.3,77,36,0.5,6,7,15,0.5,8,37,37,12,0,0,0,4,3,41.7,16,1,0.1,0,0,403,505,0.8,7,25,0.3,58,20,0.3,9,7,10,0.7,9,31,31
760499,2026-07-03,2026,round-of-32,628,Australia,AUS,True,2620,Egypt,1,1,L,2.0,4.0,FT-Pens,AT&T Stadium,"Arlington, Texas",70244,12,0,0,0,4,3,41.7,16,1,0.1,0,0,403,505,0.8,7,25,0.3,58,20,0.3,9,7,10,0.7,9,31,31,14,2,0,3,7,1,58.3,14,3,0.2,0,0,613,722,0.8,6,24,0.3,77,36,0.5,6,7,15,0.5,8,37,37
760500,2026-07-03,2026,round-of-32,2597,Cape Verde,CPV,False,202,Argentina,2,3,L,,,AET,Hard Rock Stadium,"Miami Gardens, Florida",64478,12,1,0,2,8,8,36.4,16,5,0.3,0,0,409,476,0.9,5,20,0.3,51,23,0.5,6,7,19,0.4,9,26,26,13,1,0,3,8,3,63.6,22,10,0.5,0,0,779,850,0.9,6,15,0.4,39,25,0.6,7,13,22,0.6,9,24,24
760500,2026-07-03,2026,round-of-32,202,Argentina,ARG,True,2597,Cape Verde,3,2,W,,,AET,Hard Rock Stadium,"Miami Gardens, Florida",64478,13,1,0,3,8,3,63.6,22,10,0.5,0,0,779,850,0.9,6,15,0.4,39,25,0.6,7,13,22,0.6,9,24,24,12,1,0,2,8,8,36.4,16,5,0.3,0,0,409,476,0.9,5,20,0.3,51,23,0.5,6,7,19,0.4,9,26,26
760501,2026-07-04,2026,round-of-32,4469,Ghana,GHA,False,208,Colombia,0,1,L,,,FT,GEHA Field at Arrowhead Stadium,"Kansas City, Missouri",69045,10,3,0,0,2,7,39.4,8,0,0.0,0,0,313,377,0.8,2,15,0.1,47,9,0.2,5,7,13,0.5,5,11,11,14,2,0,2,3,0,60.6,20,8,0.4,0,0,532,586,0.9,5,15,0.3,55,32,0.6,4,8,12,0.7,5,25,25
760501,2026-07-04,2026,round-of-32,208,Colombia,COL,True,4469,Ghana,1,0,W,,,FT,GEHA Field at Arrowhead Stadium,"Kansas City, Missouri",69045,14,2,0,2,3,0,60.6,20,8,0.4,0,0,532,586,0.9,5,15,0.3,55,32,0.6,4,8,12,0.7,5,25,25,10,3,0,0,2,7,39.4,8,0,0.0,0,0,313,377,0.8,2,15,0.1,47,9,0.2,5,7,13,0.5,5,11,11
