season,seasonType,week,poll,rank,team,conference,points
2016,regular,1,AP Top 25,8,Stanford,Pac-12,1029
2016,regular,1,AP Top 25,9,Tennessee,SEC,1021
2016,regular,1,AP Top 25,10,Notre Dame,FBS Independents,1006
2016,regular,1,AP Top 25,11,Ole Miss,SEC,718
2016,regular,1,AP Top 25,12,Michigan State,Big Ten,710
2016,regular,1,AP Top 25,13,TCU,Big 12,707
2016,regular,1,AP Top 25,14,Washington,Pac-12,651
2016,regular,1,AP Top 25,15,Houston,American Athletic,644
2016,regular,1,AP Top 25,16,UCLA,Pac-12,496
2016,regular,1,AP Top 25,17,Iowa,Big Ten,484
2016,regular,1,AP Top 25,18,Georgia,SEC,448
2016,regular,1,AP Top 25,19,Louisville,ACC,447
2016,regular,1,AP Top 25,20,USC,Pac-12,344
2016,regular,1,AP Top 25,21,Oklahoma State,Big 12,316
2016,regular,1,AP Top 25,22,North Carolina,ACC,283
2016,regular,1,AP Top 25,23,Baylor,Big 12,280
2016,regular,1,AP Top 25,24,Oregon,Pac-12,218
2016,regular,1,AP Top 25,25,Florida,SEC,180
2016,regular,1,Coaches Poll,1,Alabama,SEC,1585
2016,regular,1,Coaches Poll,2,Clemson,ACC,1524
2016,regular,1,Coaches Poll,3,Oklahoma,Big 12,1398
2016,regular,1,Coaches Poll,4,Florida State,ACC,1351
2016,regular,1,Coaches Poll,5,Ohio State,Big Ten,1321
2016,regular,1,Coaches Poll,6,LSU,SEC,1241
2016,regular,1,Coaches Poll,7,Stanford,Pac-12,1149
2016,regular,1,Coaches Poll,8,Michigan,Big Ten,1062
2016,regular,1,Coaches Poll,9,Notre Dame,FBS Independents,1034
2016,regular,1,Coaches Poll,10,Tennessee,SEC,960
2016,regular,1,Coaches Poll,11,Michigan State,Big Ten,901
2016,regular,1,Coaches Poll,12,Ole Miss,SEC,792
2016,regular,1,Coaches Poll,13,Houston,American Athletic,668
2016,regular,1,Coaches Poll,14,TCU,Big 12,649
2016,regular,1,Coaches Poll,15,Iowa,Big Ten,579
2016,regular,1,Coaches Poll,16,Georgia,SEC,525
2016,regular,1,Coaches Poll,17,USC,Pac-12,468
2016,regular,1,Coaches Poll,18,Washington,Pac-12,454
2016,regular,1,Coaches Poll,19,Oklahoma State,Big 12,426
2016,regular,1,Coaches Poll,20,North Carolina,ACC,422
2016,regular,1,Coaches Poll,21,Baylor,Big 12,383
2016,regular,1,Coaches Poll,22,Oregon,Pac-12,361
2016,regular,1,Coaches Poll,23,Louisville,ACC,331
2016,regular,1,Coaches Poll,24,UCLA,Pac-12,296
2016,regular,1,Coaches Poll,25,Florida,SEC,245
2016,regular,1,FCS Coaches Poll,1,North Dakota State,MVFC,625
2016,regular,1,FCS Coaches Poll,2,Sam Houston,Southland,555
2016,regular,1,FCS Coaches Poll,3,Jacksonville State,OVC,547
2016,regular,1,FCS Coaches Poll,4,Richmond,CAA,539
2016,regular,1,FCS Coaches Poll,5,Northern Iowa,MVFC,515
2016,regular,1,FCS Coaches Poll,6,Charleston Southern,Big South,455
2016,regular,1,FCS Coaches Poll,7,Chattanooga,Southern,433
2016,regular,1,FCS Coaches Poll,8,Illinois State,MVFC,426
2016,regular,1,FCS Coaches Poll,9,McNeese,Southland,377
2016,regular,1,FCS Coaches Poll,10,William & Mary,CAA,363
2016,regular,1,FCS Coaches Poll,11,James Madison,CAA,349
2016,regular,1,FCS Coaches Poll,12,Portland State,Big Sky,305
2016,regular,1,FCS Coaches Poll,13,Montana,Big Sky,264
2016,regular,1,FCS Coaches Poll,14,South Dakota State,MVFC,263
2016,regular,1,FCS Coaches Poll,15,The Citadel,Southern,261
2016,regular,1,FCS Coaches Poll,16,Colgate,Patriot,195
2016,regular,1,FCS Coaches Poll,17,Eastern Washington,Big Sky,187
2016,regular,1,FCS Coaches Poll,18,Northern Arizona,Big Sky,129
2016,regular,1,FCS Coaches Poll,19,Harvard,Ivy,127
2016,regular,1,FCS Coaches Poll,20,Fordham,Patriot,111
2016,regular,1,FCS Coaches Poll,21,North Dakota,Big Sky,104
2016,regular,1,FCS Coaches Poll,22,Villanova,CAA,89
2016,regular,1,FCS Coaches Poll,23,Southern Utah,Big Sky,85
2016,regular,1,FCS Coaches Poll,24,Western Illinois,MVFC,81
2016,regular,1,FCS Coaches Poll,25,North Carolina A&T,MEAC,79
2016,regular,2,AFCA Division II Coaches Poll,1,Northwest Missouri St,Mid America,750
2016,regular,2,AFCA Division II Coaches Poll,2,Grand Valley State University,GLIAC,690
2016,regular,2,AFCA Division II Coaches Poll,3,West Georgia,Gulf South,689
2016,regular,2,AFCA Division II Coaches Poll,4,Shepherd,Mountain East,649
2016,regular,2,AFCA Division II Coaches Poll,5,Ashland,GLIAC,619
2016,regular,2,AFCA Division II Coaches Poll,6,Ferris State,GLIAC,594
2016,regular,2,AFCA Division II Coaches Poll,7,East Texas A&M,Lone Star,553
2016,regular,2,AFCA Division II Coaches Poll,8,Henderson State,Great American,523
2016,regular,2,AFCA Division II Coaches Poll,9,Indiana-Pennsylvania,Pennsylvania State Athletic,517
2016,regular,2,AFCA Division II Coaches Poll,10,Colorado School Of Mines,Rocky Mountain,462
2016,regular,2,AFCA Division II Coaches Poll,11,Slippery Rock,Pennsylvania State Athletic,460
2016,regular,2,AFCA Division II Coaches Poll,12,Midwestern State,Lone Star,364
2016,regular,2,AFCA Division II Coaches Poll,13,Tuskegee,SIAC,359
2016,regular,2,AFCA Division II Coaches Poll,14,Central Missouri,Mid America,354
2016,regular,2,AFCA Division II Coaches Poll,15,Sioux Falls,Northern Sun,297
2016,regular,2,AFCA Division II Coaches Poll,16,Azusa Pacific,Great Northwest,251
2016,regular,2,AFCA Division II Coaches Poll,17,Assumption,Northeast 10,244
2016,regular,2,AFCA Division II Coaches Poll,18,Augustana University (SD),Northern Sun,216
2016,regular,2,AFCA Division II Coaches Poll,19,Florida Tech,Gulf South,212
2016,regular,2,AFCA Division II Coaches Poll,20,North Alabama,Gulf South,196
2016,regular,2,AFCA Division II Coaches Poll,21,Minnesota State Mankato,Northern Sun,144
2016,regular,2,AFCA Division II Coaches Poll,22,Valdosta State,Gulf South,133
2016,regular,2,AFCA Division II Coaches Poll,23,Colorado Mesa,Rocky Mountain,115
2016,regular,2,AFCA Division II Coaches Poll,24,Bemidji State,Northern Sun,100
2016,regular,2,AFCA Division II Coaches Poll,25,Humboldt State,Great Northwest,57
2016,regular,2,AP Top 25,1,Alabama,SEC,1518
2016,regular,2,AP Top 25,2,Clemson,ACC,1416
2016,regular,2,AP Top 25,3,Florida State,ACC,1413
2016,regular,2,AP Top 25,4,Ohio State,Big Ten,1324
2016,regular,2,AP Top 25,5,Michigan,Big Ten,1261
2016,regular,2,AP Top 25,6,Houston,American Athletic,1243
2016,regular,2,AP Top 25,7,Stanford,Pac-12,1140
2016,regular,2,AP Top 25,8,Washington,Pac-12,884
2016,regular,2,AP Top 25,9,Georgia,SEC,877
2016,regular,2,AP Top 25,10,Wisconsin,Big Ten,759
2016,regular,2,AP Top 25,11,Texas,Big 12,743
2016,regular,2,AP Top 25,12,Michigan State,Big Ten,722
2016,regular,2,AP Top 25,13,Louisville,ACC,686
2016,regular,2,AP Top 25,14,Oklahoma,Big 12,664
2016,regular,2,AP Top 25,15,TCU,Big 12,635
2016,regular,2,AP Top 25,16,Iowa,Big Ten,588
2016,regular,2,AP Top 25,17,Tennessee,SEC,573
2016,regular,2,AP Top 25,18,Notre Dame,FBS Independents,528
2016,regular,2,AP Top 25,19,Ole Miss,SEC,493
2016,regular,2,AP Top 25,20,Texas A&M,SEC,477
2016,regular,2,AP Top 25,21,LSU,SEC,423
2016,regular,2,AP Top 25,22,Oklahoma State,Big 12,409
2016,regular,2,AP Top 25,23,Baylor,Big 12,296
2016,regular,2,AP Top 25,24,Oregon,Pac-12,242
2016,regular,2,AP Top 25,25,Miami,ACC,137
2016,regular,2,Coaches Poll,1,Alabama,SEC,1598
2016,regular,2,Coaches Poll,2,Clemson,ACC,1513
2016,regular,2,Coaches Poll,3,Florida State,ACC,1454
2016,regular,2,Coaches Poll,4,Ohio State,Big Ten,1424
2016,regular,2,Coaches Poll,5,Stanford,Pac-12,1284
2016,regular,2,Coaches Poll,6,Michigan,Big Ten,1261
2016,regular,2,Coaches Poll,7,Houston,American Athletic,1213
2016,regular,2,Coaches Poll,8,Michigan State,Big Ten,1027
2016,regular,2,Coaches Poll,9,Georgia,SEC,934
2016,regular,2,Coaches Poll,10,Iowa,Big Ten,797
2016,regular,2,Coaches Poll,11,Washington,Pac-12,782
2016,regular,2,Coaches Poll,12,TCU,Big 12,719
2016,regular,2,Coaches Poll,13,Oklahoma,Big 12,707
2016,regular,2,Coaches Poll,14,Tennessee,SEC,657
2016,regular,2,Coaches Poll,15,Louisville,ACC,635
2016,regular,2,Coaches Poll,16,Wisconsin,Big Ten,583
2016,regular,2,Coaches Poll,17,Oklahoma State,Big 12,555
2016,regular,2,Coaches Poll,18,Ole Miss,SEC,534
2016,regular,2,Coaches Poll,19,Baylor,Big 12,481
2016,regular,2,Coaches Poll,20,Texas,Big 12,439
2016,regular,2,Coaches Poll,21,Notre Dame,FBS Independents,426
2016,regular,2,Coaches Poll,22,LSU,SEC,418
2016,regular,2,Coaches Poll,23,Oregon,Pac-12,385
2016,regular,2,Coaches Poll,24,Texas A&M,SEC,302
2016,regular,2,Coaches Poll,25,Florida,SEC,182
2016,regular,2,FCS Coaches Poll,1,North Dakota State,MVFC,646
2016,regular,2,FCS Coaches Poll,2,Richmond,CAA,611
2016,regular,2,FCS Coaches Poll,3,Northern Iowa,MVFC,577
2016,regular,2,FCS Coaches Poll,3,Sam Houston,Southland,577
2016,regular,2,FCS Coaches Poll,5,Jacksonville State,OVC,537
2016,regular,2,FCS Coaches Poll,6,Chattanooga,Southern,483
2016,regular,2,FCS Coaches Poll,7,Charleston Southern,Big South,472
2016,regular,2,FCS Coaches Poll,8,Eastern Washington,Big Sky,414
2016,regular,2,FCS Coaches Poll,9,Illinois State,MVFC,407
2016,regular,2,FCS Coaches Poll,10,McNeese,Southland,398
2016,regular,2,FCS Coaches Poll,11,James Madison,CAA,396
2016,regular,2,FCS Coaches Poll,12,South Dakota State,MVFC,347
2016,regular,2,FCS Coaches Poll,13,William & Mary,CAA,344
2016,regular,2,FCS Coaches Poll,14,Portland State,Big Sky,319
2016,regular,2,FCS Coaches Poll,15,Montana,Big Sky,288
2016,regular,2,FCS Coaches Poll,16,The Citadel,Southern,256
2016,regular,2,FCS Coaches Poll,17,Northern Arizona,Big Sky,193
2016,regular,2,FCS Coaches Poll,18,Western Illinois,MVFC,166
2016,regular,2,FCS Coaches Poll,19,Villanova,CAA,133
2016,regular,2,FCS Coaches Poll,20,Colgate,Patriot,129
2016,regular,2,FCS Coaches Poll,21,Harvard,Ivy,98
2016,regular,2,FCS Coaches Poll,22,Youngstown State,MVFC,92
2016,regular,2,FCS Coaches Poll,23,Southern Utah,Big Sky,76
2016,regular,2,FCS Coaches Poll,24,North Carolina A&T,MEAC,67
2016,regular,2,FCS Coaches Poll,25,Fordham,Patriot,59
2016,regular,3,AFCA Division II Coaches Poll,1,Northwest Missouri St,Mid America,750
2016,regular,3,AFCA Division II Coaches Poll,2,Grand Valley State University,GLIAC,713
2016,regular,3,AFCA Division II Coaches Poll,3,West Georgia,Gulf South,687
2016,regular,3,AFCA Division II Coaches Poll,4,Shepherd,Mountain East,655
2016,regular,3,AFCA Division II Coaches Poll,5,Ashland,GLIAC,627
2016,regular,3,AFCA Division II Coaches Poll,6,East Texas A&M,Lone Star,566
2016,regular,3,AFCA Division II Coaches Poll,7,Ferris State,GLIAC,550
2016,regular,3,AFCA Division II Coaches Poll,8,Henderson State,Great American,539
2016,regular,3,AFCA Division II Coaches Poll,9,Indiana-Pennsylvania,Pennsylvania State Athletic,493
2016,regular,3,AFCA Division II Coaches Poll,10,Slippery Rock,Pennsylvania State Athletic,476
2016,regular,3,AFCA Division II Coaches Poll,11,Midwestern State,Lone Star,426
2016,regular,3,AFCA Division II Coaches Poll,12,Tuskegee,SIAC,386
2016,regular,3,AFCA Division II Coaches Poll,13,Central Missouri,Mid America,376
2016,regular,3,AFCA Division II Coaches Poll,14,Sioux Falls,Northern Sun,333
2016,regular,3,AFCA Division II Coaches Poll,15,Azusa Pacific,Great Northwest,309
2016,regular,3,AFCA Division II Coaches Poll,16,Augustana University (SD),Northern Sun,268
2016,regular,3,AFCA Division II Coaches Poll,17,Assumption,Northeast 10,256
2016,regular,3,AFCA Division II Coaches Poll,18,Colorado Mesa,Rocky Mountain,255
2016,regular,3,AFCA Division II Coaches Poll,19,Florida Tech,Gulf South,233
2016,regular,3,AFCA Division II Coaches Poll,19,North Alabama,Gulf South,233
2016,regular,3,AFCA Division II Coaches Poll,21,Minnesota State Mankato,Northern Sun,135
2016,regular,3,AFCA Division II Coaches Poll,22,Bemidji State,Northern Sun,126
2016,regular,3,AFCA Division II Coaches Poll,23,Colorado School Of Mines,Rocky Mountain,125
2016,regular,3,AFCA Division II Coaches Poll,24,Humboldt State,Great Northwest,71
2016,regular,3,AFCA Division II Coaches Poll,25,Harding University,Great American,49
2016,regular,3,AP Top 25,1,Alabama,SEC,1520
2016,regular,3,AP Top 25,2,Florida State,ACC,1437
2016,regular,3,AP Top 25,3,Ohio State,Big Ten,1359
2016,regular,3,AP Top 25,4,Michigan,Big Ten,1298
2016,regular,3,AP Top 25,5,Clemson,ACC,1284
2016,regular,3,AP Top 25,6,Houston,American Athletic,1264
2016,regular,3,AP Top 25,7,Stanford,Pac-12,1137
2016,regular,3,AP Top 25,8,Washington,Pac-12,983
2016,regular,3,AP Top 25,9,Wisconsin,Big Ten,893
2016,regular,3,AP Top 25,10,Louisville,ACC,890
2016,regular,3,AP Top 25,11,Texas,Big 12,872
2016,regular,3,AP Top 25,12,Michigan State,Big Ten,747
2016,regular,3,AP Top 25,13,Iowa,Big Ten,694
2016,regular,3,AP Top 25,14,Oklahoma,Big 12,686
2016,regular,3,AP Top 25,15,Tennessee,SEC,665
2016,regular,3,AP Top 25,16,Georgia,SEC,584
2016,regular,3,AP Top 25,17,Texas A&M,SEC,564
2016,regular,3,AP Top 25,18,Notre Dame,FBS Independents,526
2016,regular,3,AP Top 25,19,Ole Miss,SEC,473
2016,regular,3,AP Top 25,20,LSU,SEC,391
2016,regular,3,AP Top 25,21,Baylor,Big 12,305
2016,regular,3,AP Top 25,22,Oregon,Pac-12,292
2016,regular,3,AP Top 25,23,Florida,SEC,205
2016,regular,3,AP Top 25,24,Arkansas,SEC,198
2016,regular,3,AP Top 25,25,Miami,ACC,197
2016,regular,3,Coaches Poll,1,Alabama,SEC,1598
2016,regular,3,Coaches Poll,2,Florida State,ACC,1490
2016,regular,3,Coaches Poll,3,Clemson,ACC,1447
2016,regular,3,Coaches Poll,4,Ohio State,Big Ten,1440
2016,regular,3,Coaches Poll,5,Michigan,Big Ten,1279
2016,regular,3,Coaches Poll,6,Stanford,Pac-12,1257
2016,regular,3,Coaches Poll,7,Houston,American Athletic,1243
2016,regular,3,Coaches Poll,8,Michigan State,Big Ten,1034
2016,regular,3,Coaches Poll,9,Washington,Pac-12,945
2016,regular,3,Coaches Poll,10,Louisville,ACC,894
2016,regular,3,Coaches Poll,11,Iowa,Big Ten,875
2016,regular,3,Coaches Poll,12,Wisconsin,Big Ten,793
2016,regular,3,Coaches Poll,13,Georgia,SEC,777
2016,regular,3,Coaches Poll,14,Oklahoma,Big 12,723
2016,regular,3,Coaches Poll,15,Tennessee,SEC,718
2016,regular,3,Coaches Poll,16,Texas,Big 12,648
2016,regular,3,Coaches Poll,17,Ole Miss,SEC,525
2016,regular,3,Coaches Poll,18,Notre Dame,FBS Independents,453
2016,regular,3,Coaches Poll,19,Baylor,Big 12,452
2016,regular,3,Coaches Poll,20,Texas A&M,SEC,425
2016,regular,3,Coaches Poll,21,Oregon,Pac-12,403
2016,regular,3,Coaches Poll,22,LSU,SEC,318
2016,regular,3,Coaches Poll,23,Florida,SEC,267
2016,regular,3,Coaches Poll,24,Arkansas,SEC,170
2016,regular,3,Coaches Poll,25,Miami,ACC,137
2016,regular,3,FCS Coaches Poll,1,North Dakota State,MVFC,648
2016,regular,3,FCS Coaches Poll,2,Richmond,CAA,625
2016,regular,3,FCS Coaches Poll,3,Sam Houston,Southland,581
2016,regular,3,FCS Coaches Poll,4,Chattanooga,Southern,526
2016,regular,3,FCS Coaches Poll,5,Illinois State,MVFC,517
2016,regular,3,FCS Coaches Poll,6,Jacksonville State,OVC,457
2016,regular,3,FCS Coaches Poll,7,Eastern Washington,Big Sky,445
2016,regular,3,FCS Coaches Poll,8,James Madison,CAA,441
2016,regular,3,FCS Coaches Poll,9,Montana,Big Sky,409
2016,regular,3,FCS Coaches Poll,10,South Dakota State,MVFC,398
2016,regular,3,FCS Coaches Poll,11,Northern Iowa,MVFC,376
2016,regular,3,FCS Coaches Poll,12,Charleston Southern,Big South,371
2016,regular,3,FCS Coaches Poll,13,McNeese,Southland,340
2016,regular,3,FCS Coaches Poll,14,William & Mary,CAA,333
2016,regular,3,FCS Coaches Poll,15,The Citadel,Southern,298
2016,regular,3,FCS Coaches Poll,16,Western Illinois,MVFC,280
2016,regular,3,FCS Coaches Poll,17,Portland State,Big Sky,181
2016,regular,3,FCS Coaches Poll,18,Villanova,CAA,179
2016,regular,3,FCS Coaches Poll,19,North Carolina A&T,MEAC,161
2016,regular,3,FCS Coaches Poll,20,Youngstown State,MVFC,107
2016,regular,3,FCS Coaches Poll,21,Southern Utah,Big Sky,103
2016,regular,3,FCS Coaches Poll,22,Harvard,Ivy,102
2016,regular,3,FCS Coaches Poll,23,Colgate,Patriot,96
2016,regular,3,FCS Coaches Poll,24,Northern Arizona,Big Sky,77
2016,regular,3,FCS Coaches Poll,25,UAlbany,CAA,74
2016,regular,4,AFCA Division II Coaches Poll,1,Northwest Missouri St,Mid America,750
2016,regular,4,AFCA Division II Coaches Poll,2,Grand Valley State University,GLIAC,713
2016,regular,4,AFCA Division II Coaches Poll,3,West Georgia,Gulf South,658
2016,regular,4,AFCA Division II Coaches Poll,4,Shepherd,Mountain East,637
2016,regular,4,AFCA Division II Coaches Poll,5,Ashland,GLIAC,622
2016,regular,4,AFCA Division II Coaches Poll,6,East Texas A&M,Lone Star,586
2016,regular,4,AFCA Division II Coaches Poll,7,Henderson State,Great American,563
2016,regular,4,AFCA Division II Coaches Poll,8,Indiana-Pennsylvania,Pennsylvania State Athletic,533
2016,regular,4,AFCA Division II Coaches Poll,9,Slippery Rock,Pennsylvania State Athletic,511
2016,regular,4,AFCA Division II Coaches Poll,10,Midwestern State,Lone Star,458
2016,regular,4,AFCA Division II Coaches Poll,11,Tuskegee,SIAC,424
2016,regular,4,AFCA Division II Coaches Poll,12,Sioux Falls,Northern Sun,386
2016,regular,4,AFCA Division II Coaches Poll,13,Ferris State,GLIAC,374
2016,regular,4,AFCA Division II Coaches Poll,14,Azusa Pacific,Great Northwest,365
2016,regular,4,AFCA Division II Coaches Poll,15,Assumption,Northeast 10,325
2016,regular,4,AFCA Division II Coaches Poll,16,Florida Tech,Gulf South,302
2016,regular,4,AFCA Division II Coaches Poll,17,Colorado Mesa,Rocky Mountain,289
2016,regular,4,AFCA Division II Coaches Poll,18,North Alabama,Gulf South,261
2016,regular,4,AFCA Division II Coaches Poll,19,Minnesota State Mankato,Northern Sun,178
2016,regular,4,AFCA Division II Coaches Poll,20,Harding University,Great American,172
2016,regular,4,AFCA Division II Coaches Poll,21,UNC Pembroke,Independent DII,123
2016,regular,4,AFCA Division II Coaches Poll,22,Central Missouri,Mid America,116
2016,regular,4,AFCA Division II Coaches Poll,23,Emporia State University,Mid America,97
2016,regular,4,AFCA Division II Coaches Poll,24,PennWest California,Pennsylvania State Athletic,71
2016,regular,4,AFCA Division II Coaches Poll,25,Augustana University (SD),Northern Sun,48
2016,regular,4,AP Top 25,1,Alabama,SEC,1510
2016,regular,4,AP Top 25,2,Ohio State,Big Ten,1442
2016,regular,4,AP Top 25,3,Louisville,ACC,1406
2016,regular,4,AP Top 25,4,Michigan,Big Ten,1277
2016,regular,4,AP Top 25,5,Clemson,ACC,1258
2016,regular,4,AP Top 25,6,Houston,American Athletic,1245
2016,regular,4,AP Top 25,7,Stanford,Pac-12,1195
2016,regular,4,AP Top 25,8,Michigan State,Big Ten,1084
2016,regular,4,AP Top 25,9,Washington,Pac-12,1040
2016,regular,4,AP Top 25,10,Texas A&M,SEC,890
2016,regular,4,AP Top 25,11,Wisconsin,Big Ten,828
2016,regular,4,AP Top 25,12,Georgia,SEC,726
2016,regular,4,AP Top 25,13,Florida State,ACC,722
2016,regular,4,AP Top 25,14,Tennessee,SEC,707
2016,regular,4,AP Top 25,15,Miami,ACC,565
2016,regular,4,AP Top 25,16,Baylor,Big 12,529
2016,regular,4,AP Top 25,17,Arkansas,SEC,528
2016,regular,4,AP Top 25,18,LSU,SEC,517
2016,regular,4,AP Top 25,19,Florida,SEC,479
2016,regular,4,AP Top 25,20,Nebraska,Big Ten,420
2016,regular,4,AP Top 25,21,Texas,Big 12,196
2016,regular,4,AP Top 25,22,San Diego State,Mountain West,183
2016,regular,4,AP Top 25,23,Ole Miss,SEC,172
2016,regular,4,AP Top 25,24,Utah,Pac-12,154
2016,regular,4,AP Top 25,25,Oklahoma,Big 12,139
2016,regular,4,Coaches Poll,1,Alabama,SEC,1571
2016,regular,4,Coaches Poll,2,Ohio State,Big Ten,1482
2016,regular,4,Coaches Poll,3,Clemson,ACC,1405
2016,regular,4,Coaches Poll,4,Louisville,ACC,1331
2016,regular,4,Coaches Poll,5,Michigan,Big Ten,1302
2016,regular,4,Coaches Poll,6,Stanford,Pac-12,1273
2016,regular,4,Coaches Poll,7,Houston,American Athletic,1235
2016,regular,4,Coaches Poll,8,Michigan State,Big Ten,1156
2016,regular,4,Coaches Poll,9,Washington,Pac-12,1065
2016,regular,4,Coaches Poll,10,Wisconsin,Big Ten,872
2016,regular,4,Coaches Poll,11,Georgia,SEC,847
2016,regular,4,Coaches Poll,12,Tennessee,SEC,805
2016,regular,4,Coaches Poll,13,Texas A&M,SEC,791
2016,regular,4,Coaches Poll,14,Florida State,ACC,742
2016,regular,4,Coaches Poll,15,Baylor,Big 12,658
2016,regular,4,Coaches Poll,16,Florida,SEC,598
2016,regular,4,Coaches Poll,17,LSU,SEC,522
2016,regular,4,Coaches Poll,18,Arkansas,SEC,500
2016,regular,4,Coaches Poll,19,Miami,ACC,441
2016,regular,4,Coaches Poll,20,Nebraska,Big Ten,373
2016,regular,4,Coaches Poll,21,Ole Miss,SEC,166
2016,regular,4,Coaches Poll,21,TCU,Big 12,166
2016,regular,4,Coaches Poll,23,Utah,Pac-12,155
2016,regular,4,Coaches Poll,24,Texas,Big 12,143
2016,regular,4,Coaches Poll,25,Iowa,Big Ten,140
2016,regular,4,FCS Coaches Poll,1,North Dakota State,MVFC,650
2016,regular,4,FCS Coaches Poll,2,Sam Houston,Southland,605
2016,regular,4,FCS Coaches Poll,3,Chattanooga,Southern,583
2016,regular,4,FCS Coaches Poll,4,Jacksonville State,OVC,558
2016,regular,4,FCS Coaches Poll,5,Eastern Washington,Big Sky,556
2016,regular,4,FCS Coaches Poll,6,Montana,Big Sky,509
2016,regular,4,FCS Coaches Poll,7,James Madison,CAA,429
2016,regular,4,FCS Coaches Poll,8,William & Mary,CAA,426
2016,regular,4,FCS Coaches Poll,9,Richmond,CAA,419
2016,regular,4,FCS Coaches Poll,10,The Citadel,Southern,372
2016,regular,4,FCS Coaches Poll,11,Charleston Southern,Big South,368
2016,regular,4,FCS Coaches Poll,12,Illinois State,MVFC,363
2016,regular,4,FCS Coaches Poll,13,Western Illinois,MVFC,326
2016,regular,4,FCS Coaches Poll,14,Northern Iowa,MVFC,310
2016,regular,4,FCS Coaches Poll,15,Villanova,CAA,250
2016,regular,4,FCS Coaches Poll,16,Eastern Illinois,OVC,206
2016,regular,4,FCS Coaches Poll,17,Youngstown State,MVFC,187
2016,regular,4,FCS Coaches Poll,18,South Dakota State,MVFC,184
2016,regular,4,FCS Coaches Poll,19,Harvard,Ivy,127
2016,regular,4,FCS Coaches Poll,20,McNeese,Southland,123
2016,regular,4,FCS Coaches Poll,21,Colgate,Patriot,119
2016,regular,4,FCS Coaches Poll,22,North Carolina A&T,MEAC,118
2016,regular,4,FCS Coaches Poll,23,UAlbany,CAA,110
2016,regular,4,FCS Coaches Poll,24,Stony Brook,CAA,109
2016,regular,4,FCS Coaches Poll,25,Northern Arizona,Big Sky,93
2016,regular,4,FCS Coaches Poll,25,Portland State,Big Sky,93
2016,regular,5,AFCA Division II Coaches Poll,1,Northwest Missouri St,Mid America,750
2016,regular,5,AFCA Division II Coaches Poll,2,Grand Valley State University,GLIAC,717
2016,regular,5,AFCA Division II Coaches Poll,3,Shepherd,Mountain East,684
2016,regular,5,AFCA Division II Coaches Poll,4,East Texas A&M,Lone Star,655
2016,regular,5,AFCA Division II Coaches Poll,5,Henderson State,Great American,623
2016,regular,5,AFCA Division II Coaches Poll,6,Indiana-Pennsylvania,Pennsylvania State Athletic,574
2016,regular,5,AFCA Division II Coaches Poll,7,Midwestern State,Lone Star,564
