season,seasontype,week,poll,rank,team,conference,firstplacevotes
2015,regular,3,AFCA Division II Coaches Poll,8,North Alabama,Gulf South,567
2015,regular,3,AFCA Division II Coaches Poll,9,Valdosta State,Gulf South,552
2015,regular,3,AFCA Division II Coaches Poll,10,CSU Pueblo,Rocky Mountain,479
2015,regular,3,AFCA Division II Coaches Poll,11,Colorado School Of Mines,Rocky Mountain,455
2015,regular,3,AFCA Division II Coaches Poll,12,Harding University,Great American,444
2015,regular,3,AFCA Division II Coaches Poll,13,Ashland,GLIAC,362
2015,regular,3,AFCA Division II Coaches Poll,14,Slippery Rock,Pennsylvania State Athletic,351
2015,regular,3,AFCA Division II Coaches Poll,15,Pittsburg St,Mid America,310
2015,regular,3,AFCA Division II Coaches Poll,16,Shepherd,Mountain East,308
2015,regular,3,AFCA Division II Coaches Poll,17,Humboldt State,Great Northwest,200
2015,regular,3,AFCA Division II Coaches Poll,18,Tuskegee,SIAC,179
2015,regular,3,AFCA Division II Coaches Poll,19,Concord University,Mountain East,175
2015,regular,3,AFCA Division II Coaches Poll,20,East Texas A&M,Lone Star,174
2015,regular,3,AFCA Division II Coaches Poll,21,Michigan Tech,GLIAC,146
2015,regular,3,AFCA Division II Coaches Poll,22,Lenoir-Rhyne,South Atlantic,133
2015,regular,3,AFCA Division II Coaches Poll,23,Midwestern State,Lone Star,129
2015,regular,3,AFCA Division II Coaches Poll,24,Ouachita Baptist,Great American,96
2015,regular,3,AFCA Division II Coaches Poll,25,Minnesota Duluth,Northern Sun,85
2015,regular,3,AP Top 25,1,Ohio State,Big Ten,1523
2015,regular,3,AP Top 25,2,Alabama,SEC,1423
2015,regular,3,AP Top 25,3,TCU,Big 12,1366
2015,regular,3,AP Top 25,4,Michigan State,Big Ten,1354
2015,regular,3,AP Top 25,5,Baylor,Big 12,1240
2015,regular,3,AP Top 25,6,USC,Pac-12,1146
2015,regular,3,AP Top 25,7,Georgia,SEC,1031
2015,regular,3,AP Top 25,8,Notre Dame,FBS Independents,1012
2015,regular,3,AP Top 25,9,Florida State,ACC,973
2015,regular,3,AP Top 25,10,UCLA,Pac-12,928
2015,regular,3,AP Top 25,11,Clemson,ACC,926
2015,regular,3,AP Top 25,12,Oregon,Pac-12,833
2015,regular,3,AP Top 25,13,LSU,SEC,787
2015,regular,3,AP Top 25,14,Georgia Tech,ACC,716
2015,regular,3,AP Top 25,15,Ole Miss,SEC,713
2015,regular,3,AP Top 25,16,Oklahoma,Big 12,705
2015,regular,3,AP Top 25,17,Texas A&M,SEC,703
2015,regular,3,AP Top 25,18,Auburn,SEC,519
2015,regular,3,AP Top 25,19,BYU,FBS Independents,349
2015,regular,3,AP Top 25,20,Arizona,Pac-12,342
2015,regular,3,AP Top 25,21,Utah,Pac-12,290
2015,regular,3,AP Top 25,22,Missouri,SEC,264
2015,regular,3,AP Top 25,23,Northwestern,Big Ten,170
2015,regular,3,AP Top 25,24,Wisconsin,Big Ten,158
2015,regular,3,AP Top 25,25,Oklahoma State,Big 12,48
2015,regular,3,Coaches Poll,1,Ohio State,Big Ten,1574
2015,regular,3,Coaches Poll,2,Alabama,SEC,1472
2015,regular,3,Coaches Poll,3,TCU,Big 12,1430
2015,regular,3,Coaches Poll,4,Michigan State,Big Ten,1383
2015,regular,3,Coaches Poll,5,Baylor,Big 12,1324
2015,regular,3,Coaches Poll,6,Florida State,ACC,1119
2015,regular,3,Coaches Poll,7,USC,Pac-12,1116
2015,regular,3,Coaches Poll,8,Georgia,SEC,1108
2015,regular,3,Coaches Poll,9,Clemson,ACC,948
2015,regular,3,Coaches Poll,10,Notre Dame,FBS Independents,903
2015,regular,3,Coaches Poll,11,Ole Miss,SEC,851
2015,regular,3,Coaches Poll,12,UCLA,Pac-12,850
2015,regular,3,Coaches Poll,13,Oregon,Pac-12,847
2015,regular,3,Coaches Poll,14,LSU,SEC,806
2015,regular,3,Coaches Poll,15,Auburn,SEC,784
2015,regular,3,Coaches Poll,16,Georgia Tech,ACC,731
2015,regular,3,Coaches Poll,17,Oklahoma,Big 12,664
2015,regular,3,Coaches Poll,18,Texas A&M,SEC,590
2015,regular,3,Coaches Poll,19,Arizona,Pac-12,423
2015,regular,3,Coaches Poll,20,Missouri,SEC,320
2015,regular,3,Coaches Poll,21,Utah,Pac-12,279
2015,regular,3,Coaches Poll,22,BYU,FBS Independents,204
2015,regular,3,Coaches Poll,23,Wisconsin,Big Ten,202
2015,regular,3,Coaches Poll,24,Northwestern,Big Ten,95
2015,regular,3,Coaches Poll,25,Oklahoma State,Big 12,71
2015,regular,3,FCS Coaches Poll,1,Coastal Carolina,Big South,620
2015,regular,3,FCS Coaches Poll,2,North Dakota State,MVFC,592
2015,regular,3,FCS Coaches Poll,3,Villanova,CAA,574
2015,regular,3,FCS Coaches Poll,4,Jacksonville State,OVC,553
2015,regular,3,FCS Coaches Poll,5,Sam Houston,Southland,545
2015,regular,3,FCS Coaches Poll,6,Illinois State,MVFC,538
2015,regular,3,FCS Coaches Poll,7,Montana,Big Sky,450
2015,regular,3,FCS Coaches Poll,8,South Dakota State,MVFC,440
2015,regular,3,FCS Coaches Poll,9,Montana State,Big Sky,434
2015,regular,3,FCS Coaches Poll,10,James Madison,CAA,409
2015,regular,3,FCS Coaches Poll,11,Northern Iowa,MVFC,403
2015,regular,3,FCS Coaches Poll,12,Chattanooga,Southern,343
2015,regular,3,FCS Coaches Poll,13,New Hampshire,CAA,287
2015,regular,3,FCS Coaches Poll,14,Liberty,Big South,285
2015,regular,3,FCS Coaches Poll,15,Eastern Washington,Big Sky,270
2015,regular,3,FCS Coaches Poll,16,Youngstown State,MVFC,240
2015,regular,3,FCS Coaches Poll,17,SE Louisiana,Southland,208
2015,regular,3,FCS Coaches Poll,18,Cal Poly,Big Sky,195
2015,regular,3,FCS Coaches Poll,19,Fordham,Patriot,183
2015,regular,3,FCS Coaches Poll,20,Portland State,Big Sky,123
2015,regular,3,FCS Coaches Poll,21,McNeese,Southland,121
2015,regular,3,FCS Coaches Poll,22,Eastern Kentucky,OVC,120
2015,regular,3,FCS Coaches Poll,23,Richmond,CAA,90
2015,regular,3,FCS Coaches Poll,24,Northern Arizona,Big Sky,74
2015,regular,3,FCS Coaches Poll,25,Indiana State,MVFC,72
2015,regular,4,AFCA Division II Coaches Poll,1,Minnesota State Mankato,Northern Sun,798
2015,regular,4,AFCA Division II Coaches Poll,2,West Georgia,Gulf South,756
2015,regular,4,AFCA Division II Coaches Poll,3,Northwest Missouri St,Mid America,735
2015,regular,4,AFCA Division II Coaches Poll,4,Ferris State,GLIAC,703
2015,regular,4,AFCA Division II Coaches Poll,5,Delta State,Gulf South,668
2015,regular,4,AFCA Division II Coaches Poll,6,Angelo State,Lone Star,631
2015,regular,4,AFCA Division II Coaches Poll,7,Sioux Falls,Northern Sun,596
2015,regular,4,AFCA Division II Coaches Poll,8,North Alabama,Gulf South,561
2015,regular,4,AFCA Division II Coaches Poll,9,Valdosta State,Gulf South,552
2015,regular,4,AFCA Division II Coaches Poll,10,CSU Pueblo,Rocky Mountain,480
2015,regular,4,AFCA Division II Coaches Poll,11,Colorado School Of Mines,Rocky Mountain,469
2015,regular,4,AFCA Division II Coaches Poll,12,Harding University,Great American,448
2015,regular,4,AFCA Division II Coaches Poll,13,Ashland,GLIAC,409
2015,regular,4,AFCA Division II Coaches Poll,14,Shepherd,Mountain East,346
2015,regular,4,AFCA Division II Coaches Poll,15,Pittsburg St,Mid America,335
2015,regular,4,AFCA Division II Coaches Poll,16,Humboldt State,Great Northwest,301
2015,regular,4,AFCA Division II Coaches Poll,17,Tuskegee,SIAC,272
2015,regular,4,AFCA Division II Coaches Poll,18,Michigan Tech,GLIAC,197
2015,regular,4,AFCA Division II Coaches Poll,18,East Texas A&M,Lone Star,197
2015,regular,4,AFCA Division II Coaches Poll,20,Midwestern State,Lone Star,189
2015,regular,4,AFCA Division II Coaches Poll,21,Concord University,Mountain East,184
2015,regular,4,AFCA Division II Coaches Poll,22,Lenoir-Rhyne,South Atlantic,163
2015,regular,4,AFCA Division II Coaches Poll,23,Emporia State University,Mid America,93
2015,regular,4,AFCA Division II Coaches Poll,24,Ouachita Baptist,Great American,87
2015,regular,4,AFCA Division II Coaches Poll,25,Minnesota Duluth,Northern Sun,49
2015,regular,4,AP Top 25,1,Ohio State,Big Ten,1490
2015,regular,4,AP Top 25,2,Michigan State,Big Ten,1415
2015,regular,4,AP Top 25,3,Ole Miss,SEC,1345
2015,regular,4,AP Top 25,3,TCU,Big 12,1345
2015,regular,4,AP Top 25,5,Baylor,Big 12,1213
2015,regular,4,AP Top 25,6,Notre Dame,FBS Independents,1183
2015,regular,4,AP Top 25,7,Georgia,SEC,1162
2015,regular,4,AP Top 25,8,LSU,SEC,1088
2015,regular,4,AP Top 25,9,UCLA,Pac-12,981
2015,regular,4,AP Top 25,10,Florida State,ACC,953
2015,regular,4,AP Top 25,11,Clemson,ACC,903
2015,regular,4,AP Top 25,12,Alabama,SEC,882
2015,regular,4,AP Top 25,13,Oregon,Pac-12,855
2015,regular,4,AP Top 25,14,Texas A&M,SEC,798
2015,regular,4,AP Top 25,15,Oklahoma,Big 12,782
2015,regular,4,AP Top 25,16,Arizona,Pac-12,488
2015,regular,4,AP Top 25,17,Northwestern,Big Ten,469
2015,regular,4,AP Top 25,18,Utah,Pac-12,439
2015,regular,4,AP Top 25,19,USC,Pac-12,367
2015,regular,4,AP Top 25,20,Georgia Tech,ACC,352
2015,regular,4,AP Top 25,21,Stanford,Pac-12,288
2015,regular,4,AP Top 25,22,Wisconsin,Big Ten,174
2015,regular,4,AP Top 25,22,BYU,FBS Independents,174
2015,regular,4,AP Top 25,24,Oklahoma State,Big 12,149
2015,regular,4,AP Top 25,25,Missouri,SEC,135
2015,regular,4,Coaches Poll,1,Ohio State,Big Ten,1594
2015,regular,4,Coaches Poll,2,TCU,Big 12,1482
2015,regular,4,Coaches Poll,3,Michigan State,Big Ten,1477
2015,regular,4,Coaches Poll,4,Baylor,Big 12,1364
2015,regular,4,Coaches Poll,5,Ole Miss,SEC,1292
2015,regular,4,Coaches Poll,6,Georgia,SEC,1262
2015,regular,4,Coaches Poll,7,Florida State,ACC,1119
2015,regular,4,Coaches Poll,8,Notre Dame,FBS Independents,1109
2015,regular,4,Coaches Poll,9,LSU,SEC,1085
2015,regular,4,Coaches Poll,10,Clemson,ACC,1022
2015,regular,4,Coaches Poll,11,UCLA,Pac-12,968
2015,regular,4,Coaches Poll,12,Alabama,SEC,883
2015,regular,4,Coaches Poll,13,Oregon,Pac-12,855
2015,regular,4,Coaches Poll,14,Oklahoma,Big 12,790
2015,regular,4,Coaches Poll,15,Texas A&M,SEC,745
2015,regular,4,Coaches Poll,16,Arizona,Pac-12,605
2015,regular,4,Coaches Poll,17,Utah,Pac-12,501
2015,regular,4,Coaches Poll,18,USC,Pac-12,461
2015,regular,4,Coaches Poll,19,Northwestern,Big Ten,347
2015,regular,4,Coaches Poll,20,Georgia Tech,ACC,338
2015,regular,4,Coaches Poll,21,Wisconsin,Big Ten,274
2015,regular,4,Coaches Poll,22,Oklahoma State,Big 12,242
2015,regular,4,Coaches Poll,23,Missouri,SEC,234
2015,regular,4,Coaches Poll,24,Stanford,Pac-12,133
2015,regular,4,Coaches Poll,25,Auburn,SEC,79
2015,regular,4,FCS Coaches Poll,1,Coastal Carolina,Big South,631
2015,regular,4,FCS Coaches Poll,2,North Dakota State,MVFC,617
2015,regular,4,FCS Coaches Poll,3,Jacksonville State,OVC,591
2015,regular,4,FCS Coaches Poll,4,Villanova,CAA,579
2015,regular,4,FCS Coaches Poll,5,Illinois State,MVFC,531
2015,regular,4,FCS Coaches Poll,6,Northern Iowa,MVFC,483
2015,regular,4,FCS Coaches Poll,7,South Dakota State,MVFC,481
2015,regular,4,FCS Coaches Poll,8,James Madison,CAA,477
2015,regular,4,FCS Coaches Poll,9,Chattanooga,Southern,438
2015,regular,4,FCS Coaches Poll,10,Liberty,Big South,410
2015,regular,4,FCS Coaches Poll,11,Eastern Washington,Big Sky,349
2015,regular,4,FCS Coaches Poll,12,Youngstown State,MVFC,328
2015,regular,4,FCS Coaches Poll,13,Montana State,Big Sky,296
2015,regular,4,FCS Coaches Poll,14,Sam Houston,Southland,277
2015,regular,4,FCS Coaches Poll,15,Montana,Big Sky,260
2015,regular,4,FCS Coaches Poll,16,Fordham,Patriot,239
2015,regular,4,FCS Coaches Poll,17,McNeese,Southland,231
2015,regular,4,FCS Coaches Poll,18,Portland State,Big Sky,220
2015,regular,4,FCS Coaches Poll,19,SE Louisiana,Southland,164
2015,regular,4,FCS Coaches Poll,20,Richmond,CAA,147
2015,regular,4,FCS Coaches Poll,21,Eastern Kentucky,OVC,126
2015,regular,4,FCS Coaches Poll,22,Cal Poly,Big Sky,114
2015,regular,4,FCS Coaches Poll,23,Indiana State,MVFC,112
2015,regular,4,FCS Coaches Poll,24,New Hampshire,CAA,78
2015,regular,4,FCS Coaches Poll,25,William & Mary,CAA,45
2015,regular,5,AFCA Division II Coaches Poll,1,Minnesota State Mankato,Northern Sun,798
2015,regular,5,AFCA Division II Coaches Poll,2,West Georgia,Gulf South,757
2015,regular,5,AFCA Division II Coaches Poll,3,Northwest Missouri St,Mid America,735
2015,regular,5,AFCA Division II Coaches Poll,4,Ferris State,GLIAC,678
2015,regular,5,AFCA Division II Coaches Poll,5,Sioux Falls,Northern Sun,667
2015,regular,5,AFCA Division II Coaches Poll,6,North Alabama,Gulf South,643
2015,regular,5,AFCA Division II Coaches Poll,7,CSU Pueblo,Rocky Mountain,562
2015,regular,5,AFCA Division II Coaches Poll,8,Colorado School Of Mines,Rocky Mountain,558
2015,regular,5,AFCA Division II Coaches Poll,9,Ashland,GLIAC,524
2015,regular,5,AFCA Division II Coaches Poll,10,Shepherd,Mountain East,444
2015,regular,5,AFCA Division II Coaches Poll,11,Humboldt State,Great Northwest,425
2015,regular,5,AFCA Division II Coaches Poll,12,Midwestern State,Lone Star,405
2015,regular,5,AFCA Division II Coaches Poll,13,Pittsburg St,Mid America,362
2015,regular,5,AFCA Division II Coaches Poll,14,Michigan Tech,GLIAC,358
2015,regular,5,AFCA Division II Coaches Poll,15,East Texas A&M,Lone Star,313
2015,regular,5,AFCA Division II Coaches Poll,16,Angelo State,Lone Star,306
2015,regular,5,AFCA Division II Coaches Poll,17,Delta State,Gulf South,285
2015,regular,5,AFCA Division II Coaches Poll,18,Emporia State University,Mid America,266
2015,regular,5,AFCA Division II Coaches Poll,19,Lenoir-Rhyne,South Atlantic,246
2015,regular,5,AFCA Division II Coaches Poll,20,Ouachita Baptist,Great American,243
2015,regular,5,AFCA Division II Coaches Poll,21,Valdosta State,Gulf South,225
2015,regular,5,AFCA Division II Coaches Poll,22,Harding University,Great American,120
2015,regular,5,AFCA Division II Coaches Poll,23,Wingate,South Atlantic,113
2015,regular,5,AFCA Division II Coaches Poll,24,Grand Valley State University,GLIAC,100
2015,regular,5,AFCA Division II Coaches Poll,25,Minnesota Duluth,Northern Sun,89
2015,regular,5,AP Top 25,1,Ohio State,Big Ten,1482
2015,regular,5,AP Top 25,2,Michigan State,Big Ten,1397
2015,regular,5,AP Top 25,3,Ole Miss,SEC,1349
2015,regular,5,AP Top 25,4,TCU,Big 12,1254
