season,seasontype,week,poll,rank,team,conference,firstplacevotes
2011,regular,3,Coaches Poll,11,South Carolina,SEC,0
2011,regular,3,Coaches Poll,12,Virginia Tech,ACC,0
2011,regular,3,Coaches Poll,13,Arkansas,SEC,0
2011,regular,3,Coaches Poll,14,Oregon,Pac-12,0
2011,regular,3,Coaches Poll,15,Michigan State,Big Ten,0
2011,regular,3,Coaches Poll,16,Ohio State,Big Ten,0
2011,regular,3,Coaches Poll,17,Florida,SEC,0
2011,regular,3,Coaches Poll,18,Arizona State,Pac-12,0
2011,regular,3,Coaches Poll,19,Auburn,SEC,0
2011,regular,3,Coaches Poll,20,West Virginia,Big East,0
2011,regular,3,Coaches Poll,21,Texas,Big 12,0
2011,regular,3,Coaches Poll,22,South Florida,Big East,0
2011,regular,3,Coaches Poll,23,TCU,Mountain West,0
2011,regular,3,Coaches Poll,24,Baylor,Big 12,0
2011,regular,3,Coaches Poll,25,Mississippi State,SEC,0
2011,regular,4,AP Top 25,1,Oklahoma,Big 12,37
2011,regular,4,AP Top 25,2,LSU,SEC,14
2011,regular,4,AP Top 25,3,Alabama,SEC,7
2011,regular,4,AP Top 25,4,Boise State,Mountain West,2
2011,regular,4,AP Top 25,5,Stanford,Pac-12,0
2011,regular,4,AP Top 25,6,Wisconsin,Big Ten,0
2011,regular,4,AP Top 25,7,Oklahoma State,Big 12,0
2011,regular,4,AP Top 25,8,Texas A&M,Big 12,0
2011,regular,4,AP Top 25,9,Nebraska,Big Ten,0
2011,regular,4,AP Top 25,10,Oregon,Pac-12,0
2011,regular,4,AP Top 25,11,Florida State,ACC,0
2011,regular,4,AP Top 25,12,South Carolina,SEC,0
2011,regular,4,AP Top 25,13,Virginia Tech,ACC,0
2011,regular,4,AP Top 25,14,Arkansas,SEC,0
2011,regular,4,AP Top 25,15,Florida,SEC,0
2011,regular,4,AP Top 25,16,West Virginia,Big East,0
2011,regular,4,AP Top 25,17,Baylor,Big 12,0
2011,regular,4,AP Top 25,18,South Florida,Big East,0
2011,regular,4,AP Top 25,19,Texas,Big 12,0
2011,regular,4,AP Top 25,20,TCU,Mountain West,0
2011,regular,4,AP Top 25,21,Clemson,ACC,0
2011,regular,4,AP Top 25,22,Michigan,Big Ten,0
2011,regular,4,AP Top 25,23,USC,Pac-12,0
2011,regular,4,AP Top 25,24,Illinois,Big Ten,0
2011,regular,4,AP Top 25,25,Georgia Tech,ACC,0
2011,regular,4,Coaches Poll,1,Oklahoma,Big 12,50
2011,regular,4,Coaches Poll,2,Alabama,SEC,4
2011,regular,4,Coaches Poll,3,LSU,SEC,5
2011,regular,4,Coaches Poll,4,Boise State,Mountain West,0
2011,regular,4,Coaches Poll,5,Stanford,Pac-12,0
2011,regular,4,Coaches Poll,6,Oklahoma State,Big 12,0
2011,regular,4,Coaches Poll,7,Wisconsin,Big Ten,0
2011,regular,4,Coaches Poll,8,Texas A&M,Big 12,0
2011,regular,4,Coaches Poll,9,Nebraska,Big Ten,0
2011,regular,4,Coaches Poll,10,South Carolina,SEC,0
2011,regular,4,Coaches Poll,11,Virginia Tech,ACC,0
2011,regular,4,Coaches Poll,12,Arkansas,SEC,0
2011,regular,4,Coaches Poll,13,Oregon,Pac-12,0
2011,regular,4,Coaches Poll,14,Florida State,ACC,0
2011,regular,4,Coaches Poll,15,Florida,SEC,0
2011,regular,4,Coaches Poll,16,West Virginia,Big East,0
2011,regular,4,Coaches Poll,17,South Florida,Big East,0
2011,regular,4,Coaches Poll,18,Texas,Big 12,0
2011,regular,4,Coaches Poll,19,Baylor,Big 12,0
2011,regular,4,Coaches Poll,20,TCU,Mountain West,0
2011,regular,4,Coaches Poll,21,Michigan,Big Ten,0
2011,regular,4,Coaches Poll,22,Clemson,ACC,0
2011,regular,4,Coaches Poll,23,Michigan State,Big Ten,0
2011,regular,4,Coaches Poll,24,Georgia Tech,ACC,0
2011,regular,4,Coaches Poll,25,North Carolina,ACC,0
2011,regular,5,AP Top 25,1,LSU,SEC,42
2011,regular,5,AP Top 25,2,Oklahoma,Big 12,12
2011,regular,5,AP Top 25,3,Alabama,SEC,5
2011,regular,5,AP Top 25,4,Boise State,Mountain West,1
2011,regular,5,AP Top 25,5,Oklahoma State,Big 12,0
2011,regular,5,AP Top 25,6,Stanford,Pac-12,0
2011,regular,5,AP Top 25,7,Wisconsin,Big Ten,0
2011,regular,5,AP Top 25,8,Nebraska,Big Ten,0
2011,regular,5,AP Top 25,9,Oregon,Pac-12,0
2011,regular,5,AP Top 25,10,South Carolina,SEC,0
2011,regular,5,AP Top 25,11,Virginia Tech,ACC,0
2011,regular,5,AP Top 25,12,Florida,SEC,0
2011,regular,5,AP Top 25,13,Clemson,ACC,0
2011,regular,5,AP Top 25,14,Texas A&M,Big 12,0
2011,regular,5,AP Top 25,15,Baylor,Big 12,0
2011,regular,5,AP Top 25,16,South Florida,Big East,0
2011,regular,5,AP Top 25,17,Texas,Big 12,0
2011,regular,5,AP Top 25,18,Arkansas,SEC,0
2011,regular,5,AP Top 25,19,Michigan,Big Ten,0
2011,regular,5,AP Top 25,20,TCU,Mountain West,0
2011,regular,5,AP Top 25,21,Georgia Tech,ACC,0
2011,regular,5,AP Top 25,22,West Virginia,Big East,0
2011,regular,5,AP Top 25,23,Florida State,ACC,0
2011,regular,5,AP Top 25,24,Illinois,Big Ten,0
2011,regular,5,AP Top 25,25,Arizona State,Pac-12,0
2011,regular,5,Coaches Poll,1,Oklahoma,Big 12,32
2011,regular,5,Coaches Poll,2,LSU,SEC,20
2011,regular,5,Coaches Poll,2,Alabama,SEC,7
2011,regular,5,Coaches Poll,4,Stanford,Pac-12,0
2011,regular,5,Coaches Poll,5,Boise State,Mountain West,0
2011,regular,5,Coaches Poll,6,Oklahoma State,Big 12,0
2011,regular,5,Coaches Poll,7,Wisconsin,Big Ten,0
2011,regular,5,Coaches Poll,8,Nebraska,Big Ten,0
2011,regular,5,Coaches Poll,9,South Carolina,SEC,0
2011,regular,5,Coaches Poll,10,Virginia Tech,ACC,0
2011,regular,5,Coaches Poll,11,Oregon,Pac-12,0
2011,regular,5,Coaches Poll,12,Florida,SEC,0
2011,regular,5,Coaches Poll,13,Texas A&M,Big 12,0
2011,regular,5,Coaches Poll,14,South Florida,Big East,0
2011,regular,5,Coaches Poll,15,Clemson,ACC,0
2011,regular,5,Coaches Poll,16,Baylor,Big 12,0
2011,regular,5,Coaches Poll,17,Texas,Big 12,0
2011,regular,5,Coaches Poll,18,Arkansas,SEC,0
2011,regular,5,Coaches Poll,19,Michigan,Big Ten,0
2011,regular,5,Coaches Poll,20,TCU,Mountain West,0
2011,regular,5,Coaches Poll,21,Georgia Tech,ACC,0
2011,regular,5,Coaches Poll,22,Illinois,Big Ten,0
2011,regular,5,Coaches Poll,23,West Virginia,Big East,0
2011,regular,5,Coaches Poll,24,Florida State,ACC,0
2011,regular,5,Coaches Poll,25,Michigan State,Big Ten,0
2011,regular,6,AP Top 25,1,LSU,SEC,40
2011,regular,6,AP Top 25,2,Alabama,SEC,12
2011,regular,6,AP Top 25,3,Oklahoma,Big 12,7
2011,regular,6,AP Top 25,4,Wisconsin,Big Ten,0
2011,regular,6,AP Top 25,5,Boise State,Mountain West,1
2011,regular,6,AP Top 25,6,Oklahoma State,Big 12,0
2011,regular,6,AP Top 25,7,Stanford,Pac-12,0
2011,regular,6,AP Top 25,8,Clemson,ACC,0
2011,regular,6,AP Top 25,9,Oregon,Pac-12,0
2011,regular,6,AP Top 25,10,Arkansas,SEC,0
2011,regular,6,AP Top 25,11,Texas,Big 12,0
2011,regular,6,AP Top 25,12,Michigan,Big Ten,0
2011,regular,6,AP Top 25,13,Georgia Tech,ACC,0
2011,regular,6,AP Top 25,14,Nebraska,Big Ten,0
2011,regular,6,AP Top 25,15,Auburn,SEC,0
2011,regular,6,AP Top 25,16,West Virginia,Big East,0
2011,regular,6,AP Top 25,17,Florida,SEC,0
2011,regular,6,AP Top 25,18,South Carolina,SEC,0
2011,regular,6,AP Top 25,19,Illinois,Big Ten,0
2011,regular,6,AP Top 25,20,Kansas State,Big 12,0
2011,regular,6,AP Top 25,21,Virginia Tech,ACC,0
2011,regular,6,AP Top 25,22,Arizona State,Pac-12,0
2011,regular,6,AP Top 25,23,Florida State,ACC,0
2011,regular,6,AP Top 25,24,Texas A&M,Big 12,0
2011,regular,6,AP Top 25,25,Baylor,Big 12,0
2011,regular,6,Coaches Poll,1,Oklahoma,Big 12,27
2011,regular,6,Coaches Poll,2,LSU,SEC,21
2011,regular,6,Coaches Poll,3,Alabama,SEC,10
2011,regular,6,Coaches Poll,4,Stanford,Pac-12,0
2011,regular,6,Coaches Poll,5,Wisconsin,Big Ten,1
2011,regular,6,Coaches Poll,6,Boise State,Mountain West,0
2011,regular,6,Coaches Poll,7,Oklahoma State,Big 12,0
2011,regular,6,Coaches Poll,8,Clemson,ACC,0
2011,regular,6,Coaches Poll,9,Oregon,Pac-12,0
2011,regular,6,Coaches Poll,10,Texas,Big 12,0
2011,regular,6,Coaches Poll,11,Michigan,Big Ten,0
2011,regular,6,Coaches Poll,12,Arkansas,SEC,0
2011,regular,6,Coaches Poll,13,Georgia Tech,ACC,0
2011,regular,6,Coaches Poll,14,South Carolina,SEC,0
2011,regular,6,Coaches Poll,15,Nebraska,Big Ten,0
2011,regular,6,Coaches Poll,16,Illinois,Big Ten,0
2011,regular,6,Coaches Poll,17,Virginia Tech,ACC,0
2011,regular,6,Coaches Poll,18,Florida,SEC,0
2011,regular,6,Coaches Poll,19,West Virginia,Big East,0
2011,regular,6,Coaches Poll,20,Michigan State,Big Ten,0
2011,regular,6,Coaches Poll,21,Kansas State,Big 12,0
2011,regular,6,Coaches Poll,22,Florida State,ACC,0
2011,regular,6,Coaches Poll,23,Auburn,SEC,0
2011,regular,6,Coaches Poll,24,Arizona State,Pac-12,0
2011,regular,6,Coaches Poll,25,Texas A&M,Big 12,0
2011,regular,7,AP Top 25,1,LSU,SEC,40
2011,regular,7,AP Top 25,2,Alabama,SEC,10
2011,regular,7,AP Top 25,3,Oklahoma,Big 12,8
2011,regular,7,AP Top 25,4,Wisconsin,Big Ten,0
2011,regular,7,AP Top 25,5,Boise State,Mountain West,1
2011,regular,7,AP Top 25,6,Oklahoma State,Big 12,0
2011,regular,7,AP Top 25,7,Stanford,Pac-12,0
2011,regular,7,AP Top 25,8,Clemson,ACC,0
2011,regular,7,AP Top 25,9,Oregon,Pac-12,0
2011,regular,7,AP Top 25,10,Arkansas,SEC,0
2011,regular,7,AP Top 25,11,Michigan,Big Ten,0
2011,regular,7,AP Top 25,12,Georgia Tech,ACC,0
2011,regular,7,AP Top 25,13,West Virginia,Big East,0
2011,regular,7,AP Top 25,14,Nebraska,Big Ten,0
2011,regular,7,AP Top 25,15,South Carolina,SEC,0
2011,regular,7,AP Top 25,16,Illinois,Big Ten,0
2011,regular,7,AP Top 25,17,Kansas State,Big 12,0
2011,regular,7,AP Top 25,18,Arizona State,Pac-12,0
2011,regular,7,AP Top 25,19,Virginia Tech,ACC,0
2011,regular,7,AP Top 25,20,Baylor,Big 12,0
2011,regular,7,AP Top 25,21,Texas A&M,Big 12,0
2011,regular,7,AP Top 25,22,Texas,Big 12,0
2011,regular,7,AP Top 25,23,Michigan State,Big Ten,0
2011,regular,7,AP Top 25,24,Auburn,SEC,0
2011,regular,7,AP Top 25,25,Houston,Conference USA,0
2011,regular,7,Coaches Poll,1,Oklahoma,Big 12,32
2011,regular,7,Coaches Poll,2,LSU,SEC,15
2011,regular,7,Coaches Poll,3,Alabama,SEC,11
2011,regular,7,Coaches Poll,4,Wisconsin,Big Ten,1
2011,regular,7,Coaches Poll,5,Stanford,Pac-12,0
2011,regular,7,Coaches Poll,6,Boise State,Mountain West,0
2011,regular,7,Coaches Poll,7,Oklahoma State,Big 12,0
2011,regular,7,Coaches Poll,8,Clemson,ACC,0
2011,regular,7,Coaches Poll,9,Oregon,Pac-12,0
2011,regular,7,Coaches Poll,10,Michigan,Big Ten,0
2011,regular,7,Coaches Poll,11,Arkansas,SEC,0
2011,regular,7,Coaches Poll,12,Georgia Tech,ACC,0
2011,regular,7,Coaches Poll,13,South Carolina,SEC,0
2011,regular,7,Coaches Poll,14,Nebraska,Big Ten,0
2011,regular,7,Coaches Poll,15,Illinois,Big Ten,0
2011,regular,7,Coaches Poll,16,West Virginia,Big East,0
2011,regular,7,Coaches Poll,17,Virginia Tech,ACC,0
2011,regular,7,Coaches Poll,18,Kansas State,Big 12,0
2011,regular,7,Coaches Poll,19,Michigan State,Big Ten,0
2011,regular,7,Coaches Poll,20,Arizona State,Pac-12,0
2011,regular,7,Coaches Poll,21,Texas,Big 12,0
2011,regular,7,Coaches Poll,22,Houston,Conference USA,0
2011,regular,7,Coaches Poll,23,Texas A&M,Big 12,0
2011,regular,7,Coaches Poll,24,Baylor,Big 12,0
2011,regular,7,Coaches Poll,25,Penn State,Big Ten,0
2011,regular,8,BCS Standings,1,LSU,SEC,0
2011,regular,8,BCS Standings,2,Alabama,SEC,0
2011,regular,8,BCS Standings,3,Oklahoma,Big 12,0
2011,regular,8,BCS Standings,4,Oklahoma State,Big 12,0
2011,regular,8,BCS Standings,5,Boise State,Mountain West,0
2011,regular,8,BCS Standings,6,Wisconsin,Big Ten,0
2011,regular,8,BCS Standings,7,Clemson,ACC,0
2011,regular,8,BCS Standings,8,Stanford,Pac-12,0
2011,regular,8,BCS Standings,9,Arkansas,SEC,0
2011,regular,8,BCS Standings,10,Oregon,Pac-12,0
2011,regular,8,BCS Standings,11,Kansas State,Big 12,0
2011,regular,8,BCS Standings,12,Virginia Tech,ACC,0
2011,regular,8,BCS Standings,13,Nebraska,Big Ten,0
2011,regular,8,BCS Standings,14,South Carolina,SEC,0
2011,regular,8,BCS Standings,15,West Virginia,Big East,0
2011,regular,8,BCS Standings,16,Michigan State,Big Ten,0
2011,regular,8,BCS Standings,17,Texas A&M,Big 12,0
2011,regular,8,BCS Standings,18,Michigan,Big Ten,0
2011,regular,8,BCS Standings,19,Houston,Conference USA,0
2011,regular,8,BCS Standings,20,Auburn,SEC,0
2011,regular,8,BCS Standings,21,Penn State,Big Ten,0
2011,regular,8,BCS Standings,22,Georgia Tech,ACC,0
2011,regular,8,BCS Standings,23,Illinois,Big Ten,0
2011,regular,8,BCS Standings,24,Texas,Big 12,0
2011,regular,8,BCS Standings,25,Washington,Pac-12,0
2011,regular,8,AP Top 25,1,LSU,SEC,41
2011,regular,8,AP Top 25,2,Alabama,SEC,11
2011,regular,8,AP Top 25,3,Oklahoma,Big 12,6
2011,regular,8,AP Top 25,4,Wisconsin,Big Ten,0
2011,regular,8,AP Top 25,5,Boise State,Mountain West,1
2011,regular,8,AP Top 25,6,Oklahoma State,Big 12,0
2011,regular,8,AP Top 25,7,Stanford,Pac-12,0
2011,regular,8,AP Top 25,8,Clemson,ACC,0
2011,regular,8,AP Top 25,9,Oregon,Pac-12,0
2011,regular,8,AP Top 25,10,Arkansas,SEC,0
2011,regular,8,AP Top 25,11,West Virginia,Big East,0
2011,regular,8,AP Top 25,12,Kansas State,Big 12,0
2011,regular,8,AP Top 25,13,Nebraska,Big Ten,0
2011,regular,8,AP Top 25,14,South Carolina,SEC,0
2011,regular,8,AP Top 25,15,Michigan State,Big Ten,0
2011,regular,8,AP Top 25,16,Virginia Tech,ACC,0
2011,regular,8,AP Top 25,17,Texas A&M,Big 12,0
2011,regular,8,AP Top 25,18,Michigan,Big Ten,0
2011,regular,8,AP Top 25,19,Auburn,SEC,0
2011,regular,8,AP Top 25,20,Georgia Tech,ACC,0
2011,regular,8,AP Top 25,21,Houston,Conference USA,0
2011,regular,8,AP Top 25,22,Washington,Pac-12,0
2011,regular,8,AP Top 25,23,Illinois,Big Ten,0
2011,regular,8,AP Top 25,24,Georgia,SEC,0
2011,regular,8,AP Top 25,24,Arizona State,Pac-12,0
2011,regular,8,Coaches Poll,1,Oklahoma,Big 12,31
2011,regular,8,Coaches Poll,2,LSU,SEC,15
2011,regular,8,Coaches Poll,3,Alabama,SEC,12
2011,regular,8,Coaches Poll,4,Wisconsin,Big Ten,1
2011,regular,8,Coaches Poll,5,Stanford,Pac-12,0
2011,regular,8,Coaches Poll,6,Oklahoma State,Big 12,0
2011,regular,8,Coaches Poll,7,Boise State,Mountain West,0
2011,regular,8,Coaches Poll,8,Clemson,ACC,0
2011,regular,8,Coaches Poll,8,Oregon,Pac-12,0
2011,regular,8,Coaches Poll,10,Arkansas,SEC,0
2011,regular,8,Coaches Poll,11,Nebraska,Big Ten,0
2011,regular,8,Coaches Poll,12,South Carolina,SEC,0
2011,regular,8,Coaches Poll,13,Michigan State,Big Ten,0
2011,regular,8,Coaches Poll,14,Virginia Tech,ACC,0
2011,regular,8,Coaches Poll,14,West Virginia,Big East,0
2011,regular,8,Coaches Poll,16,Kansas State,Big 12,0
2011,regular,8,Coaches Poll,17,Michigan,Big Ten,0
2011,regular,8,Coaches Poll,18,Texas A&M,Big 12,0
2011,regular,8,Coaches Poll,19,Georgia Tech,ACC,0
2011,regular,8,Coaches Poll,20,Houston,Conference USA,0
2011,regular,8,Coaches Poll,21,Illinois,Big Ten,0
2011,regular,8,Coaches Poll,22,Penn State,Big Ten,0
2011,regular,8,Coaches Poll,23,Auburn,SEC,0
2011,regular,8,Coaches Poll,24,Washington,Pac-12,0
2011,regular,8,Coaches Poll,25,Arizona State,Pac-12,0
2011,regular,9,BCS Standings,1,LSU,SEC,0
2011,regular,9,BCS Standings,2,Alabama,SEC,0
2011,regular,9,BCS Standings,3,Oklahoma State,Big 12,0
2011,regular,9,BCS Standings,4,Boise State,Mountain West,0
2011,regular,9,BCS Standings,5,Clemson,ACC,0
2011,regular,9,BCS Standings,6,Stanford,Pac-12,0
2011,regular,9,BCS Standings,7,Oregon,Pac-12,0
2011,regular,9,BCS Standings,8,Kansas State,Big 12,0
2011,regular,9,BCS Standings,9,Oklahoma,Big 12,0
2011,regular,9,BCS Standings,10,Arkansas,SEC,0
2011,regular,9,BCS Standings,11,Michigan State,Big Ten,0
2011,regular,9,BCS Standings,12,Virginia Tech,ACC,0
2011,regular,9,BCS Standings,13,South Carolina,SEC,0
2011,regular,9,BCS Standings,14,Nebraska,Big Ten,0
2011,regular,9,BCS Standings,15,Wisconsin,Big Ten,0
2011,regular,9,BCS Standings,16,Texas A&M,Big 12,0
2011,regular,9,BCS Standings,17,Houston,Conference USA,0
2011,regular,9,BCS Standings,18,Michigan,Big Ten,0
2011,regular,9,BCS Standings,19,Penn State,Big Ten,0
2011,regular,9,BCS Standings,20,Texas Tech,Big 12,0
2011,regular,9,BCS Standings,21,Arizona State,Pac-12,0
2011,regular,9,BCS Standings,22,Georgia,SEC,0
2011,regular,9,BCS Standings,23,Auburn,SEC,0
2011,regular,9,BCS Standings,24,Texas,Big 12,0
2011,regular,9,BCS Standings,25,West Virginia,Big East,0
2011,regular,9,AP Top 25,1,LSU,SEC,49
2011,regular,9,AP Top 25,2,Alabama,SEC,10
2011,regular,9,AP Top 25,3,Oklahoma State,Big 12,0
2011,regular,9,AP Top 25,4,Stanford,Pac-12,0
2011,regular,9,AP Top 25,5,Boise State,Mountain West,1
2011,regular,9,AP Top 25,6,Clemson,ACC,0
2011,regular,9,AP Top 25,7,Oregon,Pac-12,0
2011,regular,9,AP Top 25,8,Arkansas,SEC,0
2011,regular,9,AP Top 25,9,Michigan State,Big Ten,0
2011,regular,9,AP Top 25,10,Kansas State,Big 12,0
2011,regular,9,AP Top 25,11,Oklahoma,Big 12,0
2011,regular,9,AP Top 25,12,Wisconsin,Big Ten,0
2011,regular,9,AP Top 25,13,Nebraska,Big Ten,0
