season,seasontype,week,poll,rank,team,conference,firstplacevotes
2011,regular,15,Coaches Poll,3,Oklahoma State,Big 12,0
2011,regular,15,Coaches Poll,4,Stanford,Pac-12,0
2011,regular,15,Coaches Poll,5,Oregon,Pac-12,0
2011,regular,15,Coaches Poll,6,Boise State,Mountain West,0
2011,regular,15,Coaches Poll,7,Arkansas,SEC,0
2011,regular,15,Coaches Poll,8,Wisconsin,Big Ten,0
2011,regular,15,Coaches Poll,9,South Carolina,SEC,0
2011,regular,15,Coaches Poll,10,Kansas State,Big 12,0
2011,regular,15,Coaches Poll,11,Virginia Tech,ACC,0
2011,regular,15,Coaches Poll,12,Michigan,Big Ten,0
2011,regular,15,Coaches Poll,13,Michigan State,Big Ten,0
2011,regular,15,Coaches Poll,14,Clemson,ACC,0
2011,regular,15,Coaches Poll,15,TCU,Mountain West,0
2011,regular,15,Coaches Poll,16,Baylor,Big 12,0
2011,regular,15,Coaches Poll,17,Houston,Conference USA,0
2011,regular,15,Coaches Poll,18,Georgia,SEC,0
2011,regular,15,Coaches Poll,19,Oklahoma,Big 12,0
2011,regular,15,Coaches Poll,20,Nebraska,Big Ten,0
2011,regular,15,Coaches Poll,21,Southern Miss,Conference USA,0
2011,regular,15,Coaches Poll,22,West Virginia,Big East,0
2011,regular,15,Coaches Poll,23,Penn State,Big Ten,0
2011,regular,15,Coaches Poll,24,Cincinnati,Big East,0
2011,regular,15,Coaches Poll,25,Florida State,ACC,0
