season,seasontype,week,poll,rank,team,conference,points
2017,regular,12,Playoff Committee Rankings,10,Penn State,Big Ten,0
2017,regular,12,Playoff Committee Rankings,11,USC,Pac-12,0
2017,regular,12,Playoff Committee Rankings,12,TCU,Big 12,0
2017,regular,12,Playoff Committee Rankings,13,Oklahoma State,Big 12,0
2017,regular,12,Playoff Committee Rankings,14,Washington State,Pac-12,0
2017,regular,12,Playoff Committee Rankings,15,UCF,American Athletic,0
2017,regular,12,Playoff Committee Rankings,16,Mississippi State,SEC,0
2017,regular,12,Playoff Committee Rankings,17,Michigan State,Big Ten,0
2017,regular,12,Playoff Committee Rankings,18,Washington,Pac-12,0
2017,regular,12,Playoff Committee Rankings,19,NC State,ACC,0
2017,regular,12,Playoff Committee Rankings,20,LSU,SEC,0
2017,regular,12,Playoff Committee Rankings,21,Memphis,American Athletic,0
2017,regular,12,Playoff Committee Rankings,22,Stanford,Pac-12,0
2017,regular,12,Playoff Committee Rankings,23,Northwestern,Big Ten,0
2017,regular,12,Playoff Committee Rankings,24,Michigan,Big Ten,0
2017,regular,12,Playoff Committee Rankings,25,Boise State,Mountain West,0
2017,regular,13,AP Top 25,1,Alabama,SEC,1522
2017,regular,13,AP Top 25,2,Miami,ACC,1433
2017,regular,13,AP Top 25,3,Oklahoma,Big 12,1370
2017,regular,13,AP Top 25,4,Clemson,ACC,1355
2017,regular,13,AP Top 25,5,Wisconsin,Big Ten,1328
2017,regular,13,AP Top 25,6,Auburn,SEC,1203
2017,regular,13,AP Top 25,7,Georgia,SEC,1157
2017,regular,13,AP Top 25,8,Ohio State,Big Ten,1064
2017,regular,13,AP Top 25,9,Notre Dame,FBS Independents,1023
2017,regular,13,AP Top 25,10,TCU,Big 12,906
2017,regular,13,AP Top 25,11,USC,Pac-12,891
2017,regular,13,AP Top 25,12,Penn State,Big Ten,888
2017,regular,13,AP Top 25,13,UCF,American Athletic,833
2017,regular,13,AP Top 25,14,Washington State,Pac-12,697
2017,regular,13,AP Top 25,15,Washington,Pac-12,613
2017,regular,13,AP Top 25,16,Mississippi State,SEC,573
2017,regular,13,AP Top 25,17,Memphis,American Athletic,496
2017,regular,13,AP Top 25,18,Oklahoma State,Big 12,422
2017,regular,13,AP Top 25,19,LSU,SEC,415
2017,regular,13,AP Top 25,20,Stanford,Pac-12,407
2017,regular,13,AP Top 25,21,Michigan State,Big Ten,366
2017,regular,13,AP Top 25,22,South Florida,American Athletic,247
2017,regular,13,AP Top 25,23,Northwestern,Big Ten,232
2017,regular,13,AP Top 25,24,Virginia Tech,ACC,136
2017,regular,13,AP Top 25,25,Boise State,Mountain West,96
2017,regular,13,Coaches Poll,1,Alabama,SEC,1600
2017,regular,13,Coaches Poll,2,Miami,ACC,1492
2017,regular,13,Coaches Poll,3,Clemson,ACC,1429
2017,regular,13,Coaches Poll,4,Wisconsin,Big Ten,1414
2017,regular,13,Coaches Poll,5,Oklahoma,Big 12,1408
2017,regular,13,Coaches Poll,6,Auburn,SEC,1271
2017,regular,13,Coaches Poll,7,Georgia,SEC,1221
2017,regular,13,Coaches Poll,8,Ohio State,Big Ten,1103
2017,regular,13,Coaches Poll,9,Notre Dame,FBS Independents,1019
2017,regular,13,Coaches Poll,10,USC,Pac-12,976
2017,regular,13,Coaches Poll,11,Penn State,Big Ten,956
2017,regular,13,Coaches Poll,12,UCF,American Athletic,915
2017,regular,13,Coaches Poll,13,TCU,Big 12,861
2017,regular,13,Coaches Poll,14,Washington,Pac-12,735
2017,regular,13,Coaches Poll,15,Washington State,Pac-12,684
2017,regular,13,Coaches Poll,16,Memphis,American Athletic,566
2017,regular,13,Coaches Poll,17,Mississippi State,SEC,552
2017,regular,13,Coaches Poll,18,LSU,SEC,430
2017,regular,13,Coaches Poll,19,South Florida,American Athletic,388
2017,regular,13,Coaches Poll,20,Stanford,Pac-12,383
2017,regular,13,Coaches Poll,21,Oklahoma State,Big 12,366
2017,regular,13,Coaches Poll,22,Michigan State,Big Ten,326
2017,regular,13,Coaches Poll,23,Northwestern,Big Ten,243
2017,regular,13,Coaches Poll,24,Boise State,Mountain West,124
2017,regular,13,Coaches Poll,25,Virginia Tech,ACC,119
2017,regular,13,FCS Coaches Poll,1,James Madison,CAA,650
2017,regular,13,FCS Coaches Poll,2,Jacksonville State,OVC,612
2017,regular,13,FCS Coaches Poll,3,Central Arkansas,Southland,588
2017,regular,13,FCS Coaches Poll,4,North Dakota State,MVFC,547
2017,regular,13,FCS Coaches Poll,5,Sam Houston,Southland,538
2017,regular,13,FCS Coaches Poll,6,South Dakota State,MVFC,537
2017,regular,13,FCS Coaches Poll,7,North Carolina A&T,MEAC,481
2017,regular,13,FCS Coaches Poll,8,Weber State,Big Sky,438
2017,regular,13,FCS Coaches Poll,9,Wofford,Southern,430
2017,regular,13,FCS Coaches Poll,10,Western Illinois,MVFC,410
2017,regular,13,FCS Coaches Poll,11,Stony Brook,CAA,364
2017,regular,13,FCS Coaches Poll,12,Grambling,SWAC,357
2017,regular,13,FCS Coaches Poll,13,Southern Utah,Big Sky,326
2017,regular,13,FCS Coaches Poll,14,Samford,Southern,317
2017,regular,13,FCS Coaches Poll,15,McNeese,Southland,242
2017,regular,13,FCS Coaches Poll,16,Kennesaw State,Big South,224
2017,regular,13,FCS Coaches Poll,17,Elon,CAA,209
2017,regular,13,FCS Coaches Poll,18,South Dakota,MVFC,207
2017,regular,13,FCS Coaches Poll,19,Eastern Washington,Big Sky,189
2017,regular,13,FCS Coaches Poll,20,New Hampshire,CAA,142
2017,regular,13,FCS Coaches Poll,21,Northern Iowa,MVFC,138
2017,regular,13,FCS Coaches Poll,22,Nicholls,Southland,115
2017,regular,13,FCS Coaches Poll,23,Monmouth,Big South,65
2017,regular,13,FCS Coaches Poll,24,Yale,Ivy,58
2017,regular,13,FCS Coaches Poll,25,Furman,Southern,57
2017,regular,13,Playoff Committee Rankings,1,Alabama,SEC,0
2017,regular,13,Playoff Committee Rankings,2,Miami,ACC,0
2017,regular,13,Playoff Committee Rankings,3,Clemson,ACC,0
2017,regular,13,Playoff Committee Rankings,4,Oklahoma,Big 12,0
2017,regular,13,Playoff Committee Rankings,5,Wisconsin,Big Ten,0
2017,regular,13,Playoff Committee Rankings,6,Auburn,SEC,0
2017,regular,13,Playoff Committee Rankings,7,Georgia,SEC,0
2017,regular,13,Playoff Committee Rankings,8,Notre Dame,FBS Independents,0
2017,regular,13,Playoff Committee Rankings,9,Ohio State,Big Ten,0
2017,regular,13,Playoff Committee Rankings,10,Penn State,Big Ten,0
2017,regular,13,Playoff Committee Rankings,11,USC,Pac-12,0
2017,regular,13,Playoff Committee Rankings,12,TCU,Big 12,0
2017,regular,13,Playoff Committee Rankings,13,Washington State,Pac-12,0
2017,regular,13,Playoff Committee Rankings,14,Mississippi State,SEC,0
2017,regular,13,Playoff Committee Rankings,15,UCF,American Athletic,0
2017,regular,13,Playoff Committee Rankings,16,Michigan State,Big Ten,0
2017,regular,13,Playoff Committee Rankings,17,Washington,Pac-12,0
2017,regular,13,Playoff Committee Rankings,18,LSU,SEC,0
2017,regular,13,Playoff Committee Rankings,19,Oklahoma State,Big 12,0
2017,regular,13,Playoff Committee Rankings,20,Memphis,American Athletic,0
2017,regular,13,Playoff Committee Rankings,21,Stanford,Pac-12,0
2017,regular,13,Playoff Committee Rankings,22,Northwestern,Big Ten,0
2017,regular,13,Playoff Committee Rankings,23,Boise State,Mountain West,0
2017,regular,13,Playoff Committee Rankings,24,South Carolina,SEC,0
2017,regular,13,Playoff Committee Rankings,25,Virginia Tech,ACC,0
2017,regular,14,AP Top 25,1,Clemson,ACC,1478
2017,regular,14,AP Top 25,2,Oklahoma,Big 12,1461
2017,regular,14,AP Top 25,3,Wisconsin,Big Ten,1405
2017,regular,14,AP Top 25,4,Auburn,SEC,1374
2017,regular,14,AP Top 25,5,Alabama,SEC,1254
2017,regular,14,AP Top 25,6,Georgia,SEC,1246
2017,regular,14,AP Top 25,7,Miami,ACC,1119
2017,regular,14,AP Top 25,8,Ohio State,Big Ten,1112
2017,regular,14,AP Top 25,9,Penn State,Big Ten,960
2017,regular,14,AP Top 25,10,TCU,Big 12,956
2017,regular,14,AP Top 25,11,USC,Pac-12,936
2017,regular,14,AP Top 25,12,UCF,American Athletic,906
2017,regular,14,AP Top 25,13,Washington,Pac-12,764
2017,regular,14,AP Top 25,14,Stanford,Pac-12,693
2017,regular,14,AP Top 25,15,Notre Dame,FBS Independents,592
2017,regular,14,AP Top 25,16,Memphis,American Athletic,582
2017,regular,14,AP Top 25,17,LSU,SEC,566
2017,regular,14,AP Top 25,18,Oklahoma State,Big 12,532
2017,regular,14,AP Top 25,19,Michigan State,Big Ten,457
2017,regular,14,AP Top 25,20,Northwestern,Big Ten,378
2017,regular,14,AP Top 25,21,Washington State,Pac-12,328
2017,regular,14,AP Top 25,22,Virginia Tech,ACC,298
2017,regular,14,AP Top 25,23,South Florida,American Athletic,114
2017,regular,14,AP Top 25,24,Mississippi State,SEC,88
2017,regular,14,AP Top 25,25,Fresno State,Mountain West,57
2017,regular,14,Coaches Poll,1,Clemson,ACC,1485
2017,regular,14,Coaches Poll,2,Oklahoma,Big 12,1462
2017,regular,14,Coaches Poll,3,Wisconsin,Big Ten,1454
2017,regular,14,Coaches Poll,4,Auburn,SEC,1402
2017,regular,14,Coaches Poll,5,Alabama,SEC,1272
2017,regular,14,Coaches Poll,6,Georgia,SEC,1269
2017,regular,14,Coaches Poll,7,Ohio State,Big Ten,1123
2017,regular,14,Coaches Poll,7,Miami,ACC,1123
2017,regular,14,Coaches Poll,9,USC,Pac-12,990
2017,regular,14,Coaches Poll,10,Penn State,Big Ten,970
2017,regular,14,Coaches Poll,11,UCF,American Athletic,957
2017,regular,14,Coaches Poll,12,TCU,Big 12,934
2017,regular,14,Coaches Poll,13,Washington,Pac-12,822
2017,regular,14,Coaches Poll,14,Memphis,American Athletic,656
2017,regular,14,Coaches Poll,15,Stanford,Pac-12,640
2017,regular,14,Coaches Poll,16,LSU,SEC,596
2017,regular,14,Coaches Poll,17,Notre Dame,FBS Independents,541
2017,regular,14,Coaches Poll,18,Oklahoma State,Big 12,506
2017,regular,14,Coaches Poll,19,Michigan State,Big Ten,476
2017,regular,14,Coaches Poll,20,Northwestern,Big Ten,387
2017,regular,14,Coaches Poll,21,Virginia Tech,ACC,297
2017,regular,14,Coaches Poll,22,Washington State,Pac-12,266
2017,regular,14,Coaches Poll,23,South Florida,American Athletic,128
2017,regular,14,Coaches Poll,24,Mississippi State,SEC,124
2017,regular,14,Coaches Poll,25,San Diego State,Mountain West,86
2017,regular,14,Playoff Committee Rankings,1,Clemson,ACC,0
2017,regular,14,Playoff Committee Rankings,2,Auburn,SEC,0
2017,regular,14,Playoff Committee Rankings,3,Oklahoma,Big 12,0
2017,regular,14,Playoff Committee Rankings,4,Wisconsin,Big Ten,0
2017,regular,14,Playoff Committee Rankings,5,Alabama,SEC,0
2017,regular,14,Playoff Committee Rankings,6,Georgia,SEC,0
2017,regular,14,Playoff Committee Rankings,7,Miami,ACC,0
2017,regular,14,Playoff Committee Rankings,8,Ohio State,Big Ten,0
2017,regular,14,Playoff Committee Rankings,9,Penn State,Big Ten,0
2017,regular,14,Playoff Committee Rankings,10,USC,Pac-12,0
2017,regular,14,Playoff Committee Rankings,11,TCU,Big 12,0
2017,regular,14,Playoff Committee Rankings,12,Stanford,Pac-12,0
2017,regular,14,Playoff Committee Rankings,13,Washington,Pac-12,0
2017,regular,14,Playoff Committee Rankings,14,UCF,American Athletic,0
2017,regular,14,Playoff Committee Rankings,15,Notre Dame,FBS Independents,0
2017,regular,14,Playoff Committee Rankings,16,Michigan State,Big Ten,0
2017,regular,14,Playoff Committee Rankings,17,LSU,SEC,0
2017,regular,14,Playoff Committee Rankings,18,Washington State,Pac-12,0
2017,regular,14,Playoff Committee Rankings,19,Oklahoma State,Big 12,0
2017,regular,14,Playoff Committee Rankings,20,Memphis,American Athletic,0
2017,regular,14,Playoff Committee Rankings,21,Northwestern,Big Ten,0
2017,regular,14,Playoff Committee Rankings,22,Virginia Tech,ACC,0
2017,regular,14,Playoff Committee Rankings,23,Mississippi State,SEC,0
2017,regular,14,Playoff Committee Rankings,24,NC State,ACC,0
2017,regular,14,Playoff Committee Rankings,25,Fresno State,Mountain West,0
2017,regular,15,AP Top 25,1,Clemson,ACC,1506
2017,regular,15,AP Top 25,2,Oklahoma,Big 12,1474
2017,regular,15,AP Top 25,3,Georgia,SEC,1409
2017,regular,15,AP Top 25,4,Alabama,SEC,1307
2017,regular,15,AP Top 25,5,Ohio State,Big Ten,1300
2017,regular,15,AP Top 25,6,Wisconsin,Big Ten,1162
2017,regular,15,AP Top 25,7,Auburn,SEC,1123
2017,regular,15,AP Top 25,8,USC,Pac-12,1101
2017,regular,15,AP Top 25,9,Penn State,Big Ten,1008
2017,regular,15,AP Top 25,10,UCF,American Athletic,983
2017,regular,15,AP Top 25,11,Miami,ACC,948
2017,regular,15,AP Top 25,12,Washington,Pac-12,820
2017,regular,15,AP Top 25,13,TCU,Big 12,816
2017,regular,15,AP Top 25,14,Notre Dame,FBS Independents,632
2017,regular,15,AP Top 25,15,Stanford,Pac-12,629
2017,regular,15,AP Top 25,16,LSU,SEC,599
2017,regular,15,AP Top 25,17,Oklahoma State,Big 12,549
2017,regular,15,AP Top 25,18,Michigan State,Big Ten,487
2017,regular,15,AP Top 25,19,Memphis,American Athletic,475
2017,regular,15,AP Top 25,20,Northwestern,Big Ten,398
2017,regular,15,AP Top 25,21,Washington State,Pac-12,342
2017,regular,15,AP Top 25,22,Virginia Tech,ACC,323
2017,regular,15,AP Top 25,23,South Florida,American Athletic,115
2017,regular,15,AP Top 25,24,Mississippi State,SEC,103
2017,regular,15,AP Top 25,25,Boise State,Mountain West,59
2017,regular,15,Coaches Poll,1,Clemson,ACC,1510
2017,regular,15,Coaches Poll,2,Oklahoma,Big 12,1462
2017,regular,15,Coaches Poll,3,Georgia,SEC,1416
2017,regular,15,Coaches Poll,4,Alabama,SEC,1312
2017,regular,15,Coaches Poll,5,Ohio State,Big Ten,1298
2017,regular,15,Coaches Poll,6,Wisconsin,Big Ten,1162
2017,regular,15,Coaches Poll,7,USC,Pac-12,1140
2017,regular,15,Coaches Poll,8,Auburn,SEC,1085
2017,regular,15,Coaches Poll,9,Penn State,Big Ten,1006
2017,regular,15,Coaches Poll,10,UCF,American Athletic,986
2017,regular,15,Coaches Poll,11,Miami,ACC,934
2017,regular,15,Coaches Poll,12,Washington,Pac-12,855
2017,regular,15,Coaches Poll,13,TCU,Big 12,807
2017,regular,15,Coaches Poll,14,LSU,SEC,638
2017,regular,15,Coaches Poll,15,Notre Dame,FBS Independents,628
2017,regular,15,Coaches Poll,16,Stanford,Pac-12,607
2017,regular,15,Coaches Poll,17,Oklahoma State,Big 12,522
2017,regular,15,Coaches Poll,18,Memphis,American Athletic,485
2017,regular,15,Coaches Poll,19,Michigan State,Big Ten,474
2017,regular,15,Coaches Poll,20,Northwestern,Big Ten,370
2017,regular,15,Coaches Poll,21,Washington State,Pac-12,310
2017,regular,15,Coaches Poll,22,Virginia Tech,ACC,302
2017,regular,15,Coaches Poll,23,Mississippi State,SEC,134
2017,regular,15,Coaches Poll,24,South Florida,American Athletic,126
2017,regular,15,Coaches Poll,25,Boise State,Mountain West,72
2017,regular,15,Playoff Committee Rankings,1,Clemson,ACC,0
2017,regular,15,Playoff Committee Rankings,2,Oklahoma,Big 12,0
2017,regular,15,Playoff Committee Rankings,3,Georgia,SEC,0
2017,regular,15,Playoff Committee Rankings,4,Alabama,SEC,0
2017,regular,15,Playoff Committee Rankings,5,Ohio State,Big Ten,0
2017,regular,15,Playoff Committee Rankings,6,Wisconsin,Big Ten,0
2017,regular,15,Playoff Committee Rankings,7,Auburn,SEC,0
2017,regular,15,Playoff Committee Rankings,8,USC,Pac-12,0
2017,regular,15,Playoff Committee Rankings,9,Penn State,Big Ten,0
2017,regular,15,Playoff Committee Rankings,10,Miami,ACC,0
2017,regular,15,Playoff Committee Rankings,11,Washington,Pac-12,0
2017,regular,15,Playoff Committee Rankings,12,UCF,American Athletic,0
2017,regular,15,Playoff Committee Rankings,13,Stanford,Pac-12,0
2017,regular,15,Playoff Committee Rankings,14,Notre Dame,FBS Independents,0
2017,regular,15,Playoff Committee Rankings,15,TCU,Big 12,0
2017,regular,15,Playoff Committee Rankings,16,Michigan State,Big Ten,0
2017,regular,15,Playoff Committee Rankings,17,LSU,SEC,0
2017,regular,15,Playoff Committee Rankings,18,Washington State,Pac-12,0
2017,regular,15,Playoff Committee Rankings,19,Oklahoma State,Big 12,0
2017,regular,15,Playoff Committee Rankings,20,Memphis,American Athletic,0
2017,regular,15,Playoff Committee Rankings,21,Northwestern,Big Ten,0
2017,regular,15,Playoff Committee Rankings,22,Virginia Tech,ACC,0
2017,regular,15,Playoff Committee Rankings,23,Mississippi State,SEC,0
2017,regular,15,Playoff Committee Rankings,24,NC State,ACC,0
2017,regular,15,Playoff Committee Rankings,25,Boise State,Mountain West,0
