season,seasonType,week,poll,rank,team,conference,points
2019,regular,7,FCS Coaches Poll,20,Maine,CAA,130
2019,regular,7,FCS Coaches Poll,21,UC Davis,Big Sky,114
2019,regular,7,FCS Coaches Poll,22,Southeast Missouri State,OVC,103
2019,regular,7,FCS Coaches Poll,23,Stony Brook,CAA,93
2019,regular,7,FCS Coaches Poll,24,Sam Houston,Southland,57
2019,regular,7,FCS Coaches Poll,25,SE Louisiana,Southland,55
2019,regular,8,AFCA Division II Coaches Poll,1,Valdosta State,Gulf South,774
2019,regular,8,AFCA Division II Coaches Poll,2,Ferris State,GLIAC,737
2019,regular,8,AFCA Division II Coaches Poll,3,Minnesota State Mankato,Northern Sun,708
2019,regular,8,AFCA Division II Coaches Poll,4,Tarleton State,Lone Star,663
2019,regular,8,AFCA Division II Coaches Poll,5,Ouachita Baptist,Great American,644
2019,regular,8,AFCA Division II Coaches Poll,6,Notre Dame College,Mountain East,608
2019,regular,8,AFCA Division II Coaches Poll,7,Lenoir-Rhyne,South Atlantic,586
2019,regular,8,AFCA Division II Coaches Poll,8,Indianapolis,Great Lakes,526
2019,regular,8,AFCA Division II Coaches Poll,9,Colorado School Of Mines,Rocky Mountain,519
2019,regular,8,AFCA Division II Coaches Poll,9,Slippery Rock,Pennsylvania State Athletic,519
2019,regular,8,AFCA Division II Coaches Poll,11,Central Missouri,Mid America,421
2019,regular,8,AFCA Division II Coaches Poll,12,Wingate,South Atlantic,417
2019,regular,8,AFCA Division II Coaches Poll,13,CSU Pueblo,Rocky Mountain,368
2019,regular,8,AFCA Division II Coaches Poll,14,Northwest Missouri St,Mid America,343
2019,regular,8,AFCA Division II Coaches Poll,15,Bowie State,CIAA,337
2019,regular,8,AFCA Division II Coaches Poll,16,Grand Valley State University,GLIAC,311
2019,regular,8,AFCA Division II Coaches Poll,17,Kutztown University,Pennsylvania State Athletic,305
2019,regular,8,AFCA Division II Coaches Poll,18,Harding University,Great American,247
2019,regular,8,AFCA Division II Coaches Poll,19,Indiana-Pennsylvania,Pennsylvania State Athletic,209
2019,regular,8,AFCA Division II Coaches Poll,20,West Florida,Gulf South,177
2019,regular,8,AFCA Division II Coaches Poll,21,West Chester,Pennsylvania State Athletic,151
2019,regular,8,AFCA Division II Coaches Poll,22,Angelo State,Lone Star,142
2019,regular,8,AFCA Division II Coaches Poll,23,Henderson State,Great American,71
2019,regular,8,AFCA Division II Coaches Poll,23,East Texas A&M,Lone Star,71
2019,regular,8,AFCA Division II Coaches Poll,25,Virginia Union,CIAA,67
2019,regular,8,AP Top 25,1,Alabama,SEC,1503
2019,regular,8,AP Top 25,2,LSU,SEC,1449
2019,regular,8,AP Top 25,3,Clemson,ACC,1427
2019,regular,8,AP Top 25,4,Ohio State,Big Ten,1404
2019,regular,8,AP Top 25,5,Oklahoma,Big 12,1333
2019,regular,8,AP Top 25,6,Wisconsin,Big Ten,1245
2019,regular,8,AP Top 25,7,Penn State,Big Ten,1129
2019,regular,8,AP Top 25,8,Notre Dame,FBS Independents,1042
2019,regular,8,AP Top 25,9,Florida,SEC,1041
2019,regular,8,AP Top 25,10,Georgia,SEC,995
2019,regular,8,AP Top 25,11,Auburn,SEC,985
2019,regular,8,AP Top 25,12,Oregon,Pac-12,906
2019,regular,8,AP Top 25,13,Utah,Pac-12,729
2019,regular,8,AP Top 25,14,Boise State,Mountain West,716
2019,regular,8,AP Top 25,15,Texas,Big 12,672
2019,regular,8,AP Top 25,16,Michigan,Big Ten,648
2019,regular,8,AP Top 25,17,Arizona State,Pac-12,524
2019,regular,8,AP Top 25,18,Baylor,Big 12,470
2019,regular,8,AP Top 25,19,SMU,American Athletic,398
2019,regular,8,AP Top 25,20,Minnesota,Big Ten,330
2019,regular,8,AP Top 25,21,Cincinnati,American Athletic,308
2019,regular,8,AP Top 25,22,Missouri,SEC,233
2019,regular,8,AP Top 25,23,Iowa,Big Ten,210
2019,regular,8,AP Top 25,24,App State,Sun Belt,148
2019,regular,8,AP Top 25,25,Washington,Pac-12,107
2019,regular,8,Coaches Poll,1,Alabama,SEC,1601
2019,regular,8,Coaches Poll,2,Clemson,ACC,1536
2019,regular,8,Coaches Poll,3,LSU,SEC,1455
2019,regular,8,Coaches Poll,4,Ohio State,Big Ten,1454
2019,regular,8,Coaches Poll,5,Oklahoma,Big 12,1414
2019,regular,8,Coaches Poll,6,Wisconsin,Big Ten,1297
2019,regular,8,Coaches Poll,7,Penn State,Big Ten,1182
2019,regular,8,Coaches Poll,8,Notre Dame,FBS Independents,1107
2019,regular,8,Coaches Poll,9,Florida,SEC,1057
2019,regular,8,Coaches Poll,10,Georgia,SEC,1049
2019,regular,8,Coaches Poll,11,Auburn,SEC,998
2019,regular,8,Coaches Poll,12,Oregon,Pac-12,955
2019,regular,8,Coaches Poll,13,Boise State,Mountain West,795
2019,regular,8,Coaches Poll,14,Utah,Pac-12,768
2019,regular,8,Coaches Poll,15,Texas,Big 12,695
2019,regular,8,Coaches Poll,16,Michigan,Big Ten,674
2019,regular,8,Coaches Poll,17,Arizona State,Pac-12,504
2019,regular,8,Coaches Poll,18,Baylor,Big 12,501
2019,regular,8,Coaches Poll,19,SMU,American Athletic,421
2019,regular,8,Coaches Poll,20,Minnesota,Big Ten,419
2019,regular,8,Coaches Poll,21,Cincinnati,American Athletic,298
2019,regular,8,Coaches Poll,22,Iowa,Big Ten,230
2019,regular,8,Coaches Poll,23,Washington,Pac-12,149
2019,regular,8,Coaches Poll,24,App State,Sun Belt,140
2019,regular,8,Coaches Poll,25,Temple,American Athletic,88
2019,regular,8,FCS Coaches Poll,1,North Dakota State,MVFC,650
2019,regular,8,FCS Coaches Poll,2,James Madison,CAA,622
2019,regular,8,FCS Coaches Poll,3,South Dakota State,MVFC,600
2019,regular,8,FCS Coaches Poll,4,Kennesaw State,Big South,555
2019,regular,8,FCS Coaches Poll,5,Weber State,Big Sky,532
2019,regular,8,FCS Coaches Poll,6,Montana,Big Sky,516
2019,regular,8,FCS Coaches Poll,7,Villanova,CAA,480
2019,regular,8,FCS Coaches Poll,8,Furman,Southern,467
2019,regular,8,FCS Coaches Poll,9,Nicholls,Southland,448
2019,regular,8,FCS Coaches Poll,10,Illinois State,MVFC,380
2019,regular,8,FCS Coaches Poll,11,North Carolina A&T,MEAC,369
2019,regular,8,FCS Coaches Poll,12,Montana State,Big Sky,367
2019,regular,8,FCS Coaches Poll,13,Central Arkansas,Southland,336
2019,regular,8,FCS Coaches Poll,14,Jacksonville State,OVC,269
2019,regular,8,FCS Coaches Poll,15,Northern Iowa,MVFC,264
2019,regular,8,FCS Coaches Poll,16,Princeton,Ivy,224
2019,regular,8,FCS Coaches Poll,17,Sacramento State,Big Sky,221
2019,regular,8,FCS Coaches Poll,18,Youngstown State,MVFC,197
2019,regular,8,FCS Coaches Poll,19,Austin Peay,OVC,170
2019,regular,8,FCS Coaches Poll,20,Towson,CAA,152
2019,regular,8,FCS Coaches Poll,21,Dartmouth,Ivy,133
2019,regular,8,FCS Coaches Poll,22,UC Davis,Big Sky,108
2019,regular,8,FCS Coaches Poll,23,New Hampshire,CAA,96
2019,regular,8,FCS Coaches Poll,24,Delaware,CAA,63
2019,regular,8,FCS Coaches Poll,25,Incarnate Word,Southland,39
2019,regular,9,AP Top 25,1,Alabama,SEC,1486
2019,regular,9,AP Top 25,2,LSU,SEC,1462
2019,regular,9,AP Top 25,3,Ohio State,Big Ten,1429
2019,regular,9,AP Top 25,4,Clemson,ACC,1408
2019,regular,9,AP Top 25,5,Oklahoma,Big 12,1343
2019,regular,9,AP Top 25,6,Penn State,Big Ten,1224
2019,regular,9,AP Top 25,7,Florida,SEC,1138
2019,regular,9,AP Top 25,8,Notre Dame,FBS Independents,1058
2019,regular,9,AP Top 25,9,Auburn,SEC,1054
2019,regular,9,AP Top 25,10,Georgia,SEC,1031
2019,regular,9,AP Top 25,11,Oregon,Pac-12,979
2019,regular,9,AP Top 25,12,Utah,Pac-12,852
2019,regular,9,AP Top 25,13,Wisconsin,Big Ten,767
2019,regular,9,AP Top 25,14,Baylor,Big 12,732
2019,regular,9,AP Top 25,15,Texas,Big 12,627
2019,regular,9,AP Top 25,16,SMU,American Athletic,587
2019,regular,9,AP Top 25,17,Minnesota,Big Ten,577
2019,regular,9,AP Top 25,18,Cincinnati,American Athletic,468
2019,regular,9,AP Top 25,19,Michigan,Big Ten,440
2019,regular,9,AP Top 25,20,Iowa,Big Ten,347
2019,regular,9,AP Top 25,21,App State,Sun Belt,286
2019,regular,9,AP Top 25,22,Boise State,Mountain West,225
2019,regular,9,AP Top 25,23,Iowa State,Big 12,185
2019,regular,9,AP Top 25,24,Arizona State,Pac-12,134
2019,regular,9,AP Top 25,25,Wake Forest,ACC,118
2019,regular,9,Coaches Poll,1,Alabama,SEC,1602
2019,regular,9,Coaches Poll,2,Clemson,ACC,1511
2019,regular,9,Coaches Poll,3,LSU,SEC,1486
2019,regular,9,Coaches Poll,4,Ohio State,Big Ten,1461
2019,regular,9,Coaches Poll,5,Oklahoma,Big 12,1408
2019,regular,9,Coaches Poll,6,Penn State,Big Ten,1283
2019,regular,9,Coaches Poll,7,Notre Dame,FBS Independents,1160
2019,regular,9,Coaches Poll,8,Florida,SEC,1151
2019,regular,9,Coaches Poll,9,Georgia,SEC,1099
2019,regular,9,Coaches Poll,10,Auburn,SEC,1071
2019,regular,9,Coaches Poll,11,Oregon,Pac-12,1011
2019,regular,9,Coaches Poll,12,Utah,Pac-12,858
2019,regular,9,Coaches Poll,13,Wisconsin,Big Ten,824
2019,regular,9,Coaches Poll,14,Baylor,Big 12,730
2019,regular,9,Coaches Poll,15,Texas,Big 12,722
2019,regular,9,Coaches Poll,16,Minnesota,Big Ten,631
2019,regular,9,Coaches Poll,17,SMU,American Athletic,609
2019,regular,9,Coaches Poll,18,Cincinnati,American Athletic,461
2019,regular,9,Coaches Poll,19,Iowa,Big Ten,373
2019,regular,9,Coaches Poll,20,Michigan,Big Ten,369
2019,regular,9,Coaches Poll,21,Boise State,Mountain West,308
2019,regular,9,Coaches Poll,22,App State,Sun Belt,300
2019,regular,9,Coaches Poll,23,Wake Forest,ACC,181
2019,regular,9,Coaches Poll,24,Arizona State,Pac-12,131
2019,regular,9,Coaches Poll,25,Memphis,American Athletic,101
2019,regular,9,FCS Coaches Poll,1,North Dakota State,MVFC,650
2019,regular,9,FCS Coaches Poll,2,James Madison,CAA,622
2019,regular,9,FCS Coaches Poll,3,South Dakota State,MVFC,600
2019,regular,9,FCS Coaches Poll,4,Kennesaw State,Big South,561
2019,regular,9,FCS Coaches Poll,5,Weber State,Big Sky,552
2019,regular,9,FCS Coaches Poll,6,Villanova,CAA,516
2019,regular,9,FCS Coaches Poll,7,Illinois State,MVFC,484
2019,regular,9,FCS Coaches Poll,8,Sacramento State,Big Sky,422
2019,regular,9,FCS Coaches Poll,9,Montana State,Big Sky,420
2019,regular,9,FCS Coaches Poll,10,Central Arkansas,Southland,400
2019,regular,9,FCS Coaches Poll,11,Montana,Big Sky,388
2019,regular,9,FCS Coaches Poll,12,Northern Iowa,MVFC,377
2019,regular,9,FCS Coaches Poll,13,Princeton,Ivy,323
2019,regular,9,FCS Coaches Poll,14,Furman,Southern,268
2019,regular,9,FCS Coaches Poll,15,Nicholls,Southland,232
2019,regular,9,FCS Coaches Poll,16,Dartmouth,Ivy,225
2019,regular,9,FCS Coaches Poll,17,Towson,CAA,212
2019,regular,9,FCS Coaches Poll,18,North Carolina A&T,MEAC,207
2019,regular,9,FCS Coaches Poll,19,Delaware,CAA,115
2019,regular,9,FCS Coaches Poll,20,Incarnate Word,Southland,113
2019,regular,9,FCS Coaches Poll,21,Jacksonville State,OVC,101
2019,regular,9,FCS Coaches Poll,22,UC Davis,Big Sky,96
2019,regular,9,FCS Coaches Poll,23,Florida A&M,MEAC,86
2019,regular,9,FCS Coaches Poll,24,Central Connecticut,NEC,83
2019,regular,9,FCS Coaches Poll,25,Sam Houston,Southland,75
2019,regular,10,AP Top 25,1,LSU,SEC,1476
2019,regular,10,AP Top 25,2,Alabama,SEC,1474
2019,regular,10,AP Top 25,3,Ohio State,Big Ten,1468
2019,regular,10,AP Top 25,4,Clemson,ACC,1406
2019,regular,10,AP Top 25,5,Penn State,Big Ten,1302
2019,regular,10,AP Top 25,6,Florida,SEC,1226
2019,regular,10,AP Top 25,7,Oregon,Pac-12,1108
2019,regular,10,AP Top 25,8,Georgia,SEC,1093
2019,regular,10,AP Top 25,9,Utah,Pac-12,1032
2019,regular,10,AP Top 25,10,Oklahoma,Big 12,1017
2019,regular,10,AP Top 25,11,Auburn,SEC,910
2019,regular,10,AP Top 25,12,Baylor,Big 12,882
2019,regular,10,AP Top 25,13,Minnesota,Big Ten,778
2019,regular,10,AP Top 25,14,Michigan,Big Ten,744
2019,regular,10,AP Top 25,15,SMU,American Athletic,666
2019,regular,10,AP Top 25,16,Notre Dame,FBS Independents,563
2019,regular,10,AP Top 25,17,Cincinnati,American Athletic,524
2019,regular,10,AP Top 25,18,Wisconsin,Big Ten,513
2019,regular,10,AP Top 25,19,Iowa,Big Ten,456
2019,regular,10,AP Top 25,20,App State,Sun Belt,393
2019,regular,10,AP Top 25,21,Boise State,Mountain West,280
2019,regular,10,AP Top 25,22,Kansas State,Big 12,218
2019,regular,10,AP Top 25,23,Wake Forest,ACC,200
2019,regular,10,AP Top 25,24,Memphis,American Athletic,188
2019,regular,10,AP Top 25,25,San Diego State,Mountain West,50
2019,regular,10,Coaches Poll,1,Alabama,SEC,1593
2019,regular,10,Coaches Poll,2,LSU,SEC,1515
2019,regular,10,Coaches Poll,3,Clemson,ACC,1508
2019,regular,10,Coaches Poll,4,Ohio State,Big Ten,1491
2019,regular,10,Coaches Poll,5,Penn State,Big Ten,1359
2019,regular,10,Coaches Poll,6,Florida,SEC,1271
2019,regular,10,Coaches Poll,7,Georgia,SEC,1180
2019,regular,10,Coaches Poll,8,Oregon,Pac-12,1163
2019,regular,10,Coaches Poll,9,Oklahoma,Big 12,1069
2019,regular,10,Coaches Poll,10,Utah,Pac-12,1048
2019,regular,10,Coaches Poll,11,Baylor,Big 12,921
2019,regular,10,Coaches Poll,12,Auburn,SEC,869
2019,regular,10,Coaches Poll,13,Minnesota,Big Ten,840
2019,regular,10,Coaches Poll,14,SMU,American Athletic,727
2019,regular,10,Coaches Poll,15,Michigan,Big Ten,652
2019,regular,10,Coaches Poll,16,Notre Dame,FBS Independents,624
2019,regular,10,Coaches Poll,17,Wisconsin,Big Ten,537
2019,regular,10,Coaches Poll,18,Cincinnati,American Athletic,523
2019,regular,10,Coaches Poll,19,Iowa,Big Ten,492
2019,regular,10,Coaches Poll,20,App State,Sun Belt,398
2019,regular,10,Coaches Poll,21,Boise State,Mountain West,382
2019,regular,10,Coaches Poll,22,Wake Forest,ACC,280
2019,regular,10,Coaches Poll,23,Memphis,American Athletic,187
2019,regular,10,Coaches Poll,24,Texas,Big 12,104
2019,regular,10,Coaches Poll,25,Kansas State,Big 12,102
2019,regular,10,FCS Coaches Poll,1,North Dakota State,MVFC,650
2019,regular,10,FCS Coaches Poll,2,James Madison,CAA,624
2019,regular,10,FCS Coaches Poll,3,Weber State,Big Sky,573
2019,regular,10,FCS Coaches Poll,4,Kennesaw State,Big South,569
2019,regular,10,FCS Coaches Poll,5,South Dakota State,MVFC,559
2019,regular,10,FCS Coaches Poll,6,Sacramento State,Big Sky,512
2019,regular,10,FCS Coaches Poll,7,Illinois State,MVFC,507
2019,regular,10,FCS Coaches Poll,8,Montana,Big Sky,447
2019,regular,10,FCS Coaches Poll,9,Central Arkansas,Southland,436
2019,regular,10,FCS Coaches Poll,10,Northern Iowa,MVFC,411
2019,regular,10,FCS Coaches Poll,11,Villanova,CAA,366
2019,regular,10,FCS Coaches Poll,12,Princeton,Ivy,349
2019,regular,10,FCS Coaches Poll,13,Furman,Southern,321
2019,regular,10,FCS Coaches Poll,14,Dartmouth,Ivy,293
2019,regular,10,FCS Coaches Poll,15,Montana State,Big Sky,264
2019,regular,10,FCS Coaches Poll,16,North Carolina A&T,MEAC,232
2019,regular,10,FCS Coaches Poll,17,Florida A&M,MEAC,185
2019,regular,10,FCS Coaches Poll,18,Jacksonville State,OVC,175
2019,regular,10,FCS Coaches Poll,19,Central Connecticut,NEC,163
2019,regular,10,FCS Coaches Poll,20,Wofford,Southern,136
2019,regular,10,FCS Coaches Poll,21,Southeast Missouri State,OVC,103
2019,regular,10,FCS Coaches Poll,22,Towson,CAA,85
2019,regular,10,FCS Coaches Poll,23,North Dakota,FCS Independents,81
2019,regular,10,FCS Coaches Poll,24,Nicholls,Southland,66
2019,regular,10,FCS Coaches Poll,25,Austin Peay,OVC,62
2019,regular,11,AP Top 25,1,LSU,SEC,1479
2019,regular,11,AP Top 25,2,Alabama,SEC,1472
2019,regular,11,AP Top 25,3,Ohio State,Big Ten,1467
2019,regular,11,AP Top 25,4,Clemson,ACC,1406
2019,regular,11,AP Top 25,5,Penn State,Big Ten,1306
2019,regular,11,AP Top 25,6,Georgia,SEC,1196
2019,regular,11,AP Top 25,7,Oregon,Pac-12,1180
2019,regular,11,AP Top 25,8,Utah,Pac-12,1090
2019,regular,11,AP Top 25,9,Oklahoma,Big 12,1045
2019,regular,11,AP Top 25,10,Florida,SEC,938
2019,regular,11,AP Top 25,11,Baylor,Big 12,909
2019,regular,11,AP Top 25,12,Auburn,SEC,901
2019,regular,11,AP Top 25,13,Minnesota,Big Ten,831
2019,regular,11,AP Top 25,14,Michigan,Big Ten,780
2019,regular,11,AP Top 25,15,Notre Dame,FBS Independents,571
2019,regular,11,AP Top 25,16,Wisconsin,Big Ten,558
2019,regular,11,AP Top 25,17,Cincinnati,American Athletic,527
2019,regular,11,AP Top 25,18,Iowa,Big Ten,491
2019,regular,11,AP Top 25,19,Memphis,American Athletic,448
2019,regular,11,AP Top 25,20,Kansas State,Big 12,364
2019,regular,11,AP Top 25,21,Boise State,Mountain West,310
2019,regular,11,AP Top 25,22,Wake Forest,ACC,296
2019,regular,11,AP Top 25,23,SMU,American Athletic,250
2019,regular,11,AP Top 25,24,San Diego State,Mountain West,87
2019,regular,11,AP Top 25,25,Navy,American Athletic,83
2019,regular,11,Coaches Poll,1,Alabama,SEC,1591
2019,regular,11,Coaches Poll,2,LSU,SEC,1531
2019,regular,11,Coaches Poll,3,Clemson,ACC,1495
2019,regular,11,Coaches Poll,4,Ohio State,Big Ten,1492
2019,regular,11,Coaches Poll,5,Penn State,Big Ten,1361
2019,regular,11,Coaches Poll,6,Georgia,SEC,1263
2019,regular,11,Coaches Poll,7,Oregon,Pac-12,1236
2019,regular,11,Coaches Poll,8,Oklahoma,Big 12,1143
2019,regular,11,Coaches Poll,9,Utah,Pac-12,1111
2019,regular,11,Coaches Poll,10,Baylor,Big 12,980
2019,regular,11,Coaches Poll,11,Florida,SEC,941
2019,regular,11,Coaches Poll,12,Auburn,SEC,914
2019,regular,11,Coaches Poll,13,Minnesota,Big Ten,880
2019,regular,11,Coaches Poll,14,Michigan,Big Ten,746
2019,regular,11,Coaches Poll,15,Notre Dame,FBS Independents,660
2019,regular,11,Coaches Poll,16,Wisconsin,Big Ten,591
2019,regular,11,Coaches Poll,17,Cincinnati,American Athletic,549
2019,regular,11,Coaches Poll,18,Iowa,Big Ten,527
2019,regular,11,Coaches Poll,19,Memphis,American Athletic,418
2019,regular,11,Coaches Poll,20,Wake Forest,ACC,392
2019,regular,11,Coaches Poll,21,Boise State,Mountain West,388
2019,regular,11,Coaches Poll,22,Kansas State,Big 12,265
2019,regular,11,Coaches Poll,23,SMU,American Athletic,235
2019,regular,11,Coaches Poll,24,San Diego State,Mountain West,105
2019,regular,11,Coaches Poll,25,Navy,American Athletic,92
2019,regular,11,FCS Coaches Poll,1,North Dakota State,MVFC,650
2019,regular,11,FCS Coaches Poll,2,James Madison,CAA,624
2019,regular,11,FCS Coaches Poll,3,Weber State,Big Sky,593
2019,regular,11,FCS Coaches Poll,4,South Dakota State,MVFC,577
2019,regular,11,FCS Coaches Poll,5,Montana,Big Sky,532
2019,regular,11,FCS Coaches Poll,6,Central Arkansas,Southland,505
2019,regular,11,FCS Coaches Poll,7,Northern Iowa,MVFC,491
2019,regular,11,FCS Coaches Poll,8,Sacramento State,Big Sky,431
2019,regular,11,FCS Coaches Poll,9,Princeton,Ivy,384
2019,regular,11,FCS Coaches Poll,10,Furman,Southern,364
2019,regular,11,FCS Coaches Poll,11,Kennesaw State,Big South,360
2019,regular,11,FCS Coaches Poll,12,Illinois State,MVFC,358
2019,regular,11,FCS Coaches Poll,13,Dartmouth,Ivy,330
2019,regular,11,FCS Coaches Poll,14,Montana State,Big Sky,316
2019,regular,11,FCS Coaches Poll,15,Florida A&M,MEAC,255
2019,regular,11,FCS Coaches Poll,15,North Carolina A&T,MEAC,255
2019,regular,11,FCS Coaches Poll,17,Central Connecticut,NEC,209
2019,regular,11,FCS Coaches Poll,18,Southeast Missouri State,OVC,204
2019,regular,11,FCS Coaches Poll,19,Villanova,CAA,202
2019,regular,11,FCS Coaches Poll,20,Monmouth,Big South,144
2019,regular,11,FCS Coaches Poll,21,Towson,CAA,112
2019,regular,11,FCS Coaches Poll,22,North Dakota,FCS Independents,111
2019,regular,11,FCS Coaches Poll,23,Wofford,Southern,108
2019,regular,11,FCS Coaches Poll,24,Austin Peay,OVC,90
2019,regular,11,FCS Coaches Poll,25,New Hampshire,CAA,62
2019,regular,11,Playoff Committee Rankings,1,Ohio State,Big Ten,0
2019,regular,11,Playoff Committee Rankings,2,LSU,SEC,0
2019,regular,11,Playoff Committee Rankings,3,Alabama,SEC,0
2019,regular,11,Playoff Committee Rankings,4,Penn State,Big Ten,0
2019,regular,11,Playoff Committee Rankings,5,Clemson,ACC,0
2019,regular,11,Playoff Committee Rankings,6,Georgia,SEC,0
2019,regular,11,Playoff Committee Rankings,7,Oregon,Pac-12,0
2019,regular,11,Playoff Committee Rankings,8,Utah,Pac-12,0
2019,regular,11,Playoff Committee Rankings,9,Oklahoma,Big 12,0
2019,regular,11,Playoff Committee Rankings,10,Florida,SEC,0
2019,regular,11,Playoff Committee Rankings,11,Auburn,SEC,0
2019,regular,11,Playoff Committee Rankings,12,Baylor,Big 12,0
2019,regular,11,Playoff Committee Rankings,13,Wisconsin,Big Ten,0
2019,regular,11,Playoff Committee Rankings,14,Michigan,Big Ten,0
2019,regular,11,Playoff Committee Rankings,15,Notre Dame,FBS Independents,0
2019,regular,11,Playoff Committee Rankings,16,Kansas State,Big 12,0
2019,regular,11,Playoff Committee Rankings,17,Minnesota,Big Ten,0
2019,regular,11,Playoff Committee Rankings,18,Iowa,Big Ten,0
2019,regular,11,Playoff Committee Rankings,19,Wake Forest,ACC,0
2019,regular,11,Playoff Committee Rankings,20,Cincinnati,American Athletic,0
2019,regular,11,Playoff Committee Rankings,21,Memphis,American Athletic,0
2019,regular,11,Playoff Committee Rankings,22,Boise State,Mountain West,0
2019,regular,11,Playoff Committee Rankings,23,Oklahoma State,Big 12,0
2019,regular,11,Playoff Committee Rankings,24,Navy,American Athletic,0
2019,regular,11,Playoff Committee Rankings,25,SMU,American Athletic,0
2019,regular,12,AP Top 25,1,LSU,SEC,1542
2019,regular,12,AP Top 25,2,Ohio State,Big Ten,1480
2019,regular,12,AP Top 25,3,Clemson,ACC,1441
2019,regular,12,AP Top 25,4,Alabama,SEC,1312
2019,regular,12,AP Top 25,5,Georgia,SEC,1267
2019,regular,12,AP Top 25,6,Oregon,Pac-12,1224
2019,regular,12,AP Top 25,7,Minnesota,Big Ten,1164
2019,regular,12,AP Top 25,8,Utah,Pac-12,1099
2019,regular,12,AP Top 25,9,Penn State,Big Ten,1003
2019,regular,12,AP Top 25,10,Oklahoma,Big 12,1000
2019,regular,12,AP Top 25,11,Florida,SEC,934
2019,regular,12,AP Top 25,12,Baylor,Big 12,932
2019,regular,12,AP Top 25,13,Auburn,SEC,871
2019,regular,12,AP Top 25,14,Michigan,Big Ten,744
2019,regular,12,AP Top 25,15,Wisconsin,Big Ten,657
2019,regular,12,AP Top 25,16,Notre Dame,FBS Independents,593
2019,regular,12,AP Top 25,17,Cincinnati,American Athletic,567
2019,regular,12,AP Top 25,18,Memphis,American Athletic,510
2019,regular,12,AP Top 25,19,Boise State,Mountain West,371
2019,regular,12,AP Top 25,20,SMU,American Athletic,346
2019,regular,12,AP Top 25,21,Navy,American Athletic,228
2019,regular,12,AP Top 25,22,Texas,Big 12,199
2019,regular,12,AP Top 25,23,Iowa,Big Ten,197
2019,regular,12,AP Top 25,24,Indiana,Big Ten,108
2019,regular,12,AP Top 25,25,Oklahoma State,Big 12,77
2019,regular,12,Coaches Poll,1,LSU,SEC,1591
2019,regular,12,Coaches Poll,2,Ohio State,Big Ten,1523
2019,regular,12,Coaches Poll,3,Clemson,ACC,1491
2019,regular,12,Coaches Poll,4,Alabama,SEC,1356
2019,regular,12,Coaches Poll,5,Georgia,SEC,1327
2019,regular,12,Coaches Poll,6,Oregon,Pac-12,1269
2019,regular,12,Coaches Poll,7,Minnesota,Big Ten,1154
2019,regular,12,Coaches Poll,8,Oklahoma,Big 12,1128
2019,regular,12,Coaches Poll,9,Utah,Pac-12,1096
2019,regular,12,Coaches Poll,10,Baylor,Big 12,1028
2019,regular,12,Coaches Poll,11,Penn State,Big Ten,942
2019,regular,12,Coaches Poll,12,Florida,SEC,937
2019,regular,12,Coaches Poll,13,Auburn,SEC,863
2019,regular,12,Coaches Poll,14,Michigan,Big Ten,731
2019,regular,12,Coaches Poll,15,Wisconsin,Big Ten,670
2019,regular,12,Coaches Poll,16,Notre Dame,FBS Independents,659
2019,regular,12,Coaches Poll,17,Cincinnati,American Athletic,590
2019,regular,12,Coaches Poll,18,Memphis,American Athletic,517
2019,regular,12,Coaches Poll,19,Boise State,Mountain West,452
2019,regular,12,Coaches Poll,20,SMU,American Athletic,326
2019,regular,12,Coaches Poll,21,Navy,American Athletic,249
2019,regular,12,Coaches Poll,22,Iowa,Big Ten,187
2019,regular,12,Coaches Poll,23,Texas,Big 12,163
2019,regular,12,Coaches Poll,24,App State,Sun Belt,133
2019,regular,12,Coaches Poll,25,Indiana,Big Ten,123
2019,regular,12,FCS Coaches Poll,1,North Dakota State,MVFC,650
2019,regular,12,FCS Coaches Poll,2,James Madison,CAA,624
2019,regular,12,FCS Coaches Poll,3,Weber State,Big Sky,575
2019,regular,12,FCS Coaches Poll,4,Montana,Big Sky,561
2019,regular,12,FCS Coaches Poll,5,Northern Iowa,MVFC,539
2019,regular,12,FCS Coaches Poll,6,Sacramento State,Big Sky,508
2019,regular,12,FCS Coaches Poll,7,Furman,Southern,467
2019,regular,12,FCS Coaches Poll,8,Illinois State,MVFC,450
2019,regular,12,FCS Coaches Poll,9,South Dakota State,MVFC,425
2019,regular,12,FCS Coaches Poll,10,Montana State,Big Sky,366
2019,regular,12,FCS Coaches Poll,11,Kennesaw State,Big South,365
2019,regular,12,FCS Coaches Poll,12,Dartmouth,Ivy,364
2019,regular,12,FCS Coaches Poll,13,Central Arkansas,Southland,300
2019,regular,12,FCS Coaches Poll,14,Florida A&M,MEAC,285
2019,regular,12,FCS Coaches Poll,15,Monmouth,Big South,256
2019,regular,12,FCS Coaches Poll,16,Villanova,CAA,246
2019,regular,12,FCS Coaches Poll,17,Southeast Missouri State,OVC,244
2019,regular,12,FCS Coaches Poll,18,Central Connecticut,NEC,236
2019,regular,12,FCS Coaches Poll,19,Princeton,Ivy,203
2019,regular,12,FCS Coaches Poll,20,Wofford,Southern,157
2019,regular,12,FCS Coaches Poll,21,Towson,CAA,146
2019,regular,12,FCS Coaches Poll,22,Austin Peay,OVC,139
2019,regular,12,FCS Coaches Poll,23,SE Louisiana,Southland,83
