season,seasonType,week,poll,rank,team,conference,points
2019,regular,1,Coaches Poll,4,Oklahoma,Big 12,1415
2019,regular,1,Coaches Poll,5,Ohio State,Big Ten,1368
2019,regular,1,Coaches Poll,6,LSU,SEC,1218
2019,regular,1,Coaches Poll,7,Michigan,Big Ten,1155
2019,regular,1,Coaches Poll,8,Florida,SEC,1103
2019,regular,1,Coaches Poll,9,Notre Dame,FBS Independents,1100
2019,regular,1,Coaches Poll,10,Texas,Big 12,1038
2019,regular,1,Coaches Poll,11,Texas A&M,SEC,893
2019,regular,1,Coaches Poll,12,Washington,Pac-12,834
2019,regular,1,Coaches Poll,13,Oregon,Pac-12,787
2019,regular,1,Coaches Poll,14,Penn State,Big Ten,699
2019,regular,1,Coaches Poll,15,Utah,Pac-12,642
2019,regular,1,Coaches Poll,16,Auburn,SEC,606
2019,regular,1,Coaches Poll,17,UCF,American Athletic,436
2019,regular,1,Coaches Poll,17,Wisconsin,Big Ten,436
2019,regular,1,Coaches Poll,19,Iowa,Big Ten,343
2019,regular,1,Coaches Poll,20,Michigan State,Big Ten,313
2019,regular,1,Coaches Poll,21,Washington State,Pac-12,274
2019,regular,1,Coaches Poll,22,Syracuse,ACC,227
2019,regular,1,Coaches Poll,23,Stanford,Pac-12,200
2019,regular,1,Coaches Poll,24,Iowa State,Big 12,169
2019,regular,1,Coaches Poll,25,Northwestern,Big Ten,161
2019,regular,1,FCS Coaches Poll,1,North Dakota State,MVFC,644
2019,regular,1,FCS Coaches Poll,2,James Madison,CAA,597
2019,regular,1,FCS Coaches Poll,3,Eastern Washington,Big Sky,588
2019,regular,1,FCS Coaches Poll,4,South Dakota State,MVFC,579
2019,regular,1,FCS Coaches Poll,5,UC Davis,Big Sky,537
2019,regular,1,FCS Coaches Poll,6,Jacksonville State,OVC,500
2019,regular,1,FCS Coaches Poll,7,Maine,CAA,473
2019,regular,1,FCS Coaches Poll,8,Wofford,Southern,437
2019,regular,1,FCS Coaches Poll,9,Weber State,Big Sky,432
2019,regular,1,FCS Coaches Poll,10,Kennesaw State,Big South,404
2019,regular,1,FCS Coaches Poll,11,Nicholls,Southland,385
2019,regular,1,FCS Coaches Poll,12,Towson,CAA,349
2019,regular,1,FCS Coaches Poll,13,Illinois State,MVFC,290
2019,regular,1,FCS Coaches Poll,14,Colgate,Patriot,272
2019,regular,1,FCS Coaches Poll,15,Montana State,Big Sky,271
2019,regular,1,FCS Coaches Poll,16,Indiana State,MVFC,192
2019,regular,1,FCS Coaches Poll,17,Furman,Southern,183
2019,regular,1,FCS Coaches Poll,18,Southeast Missouri State,OVC,178
2019,regular,1,FCS Coaches Poll,19,North Carolina A&T,MEAC,158
2019,regular,1,FCS Coaches Poll,20,Northern Iowa,MVFC,157
2019,regular,1,FCS Coaches Poll,21,Elon,CAA,155
2019,regular,1,FCS Coaches Poll,22,Sam Houston,Southland,117
2019,regular,1,FCS Coaches Poll,23,Delaware,CAA,87
2019,regular,1,FCS Coaches Poll,24,Princeton,Ivy,85
2019,regular,1,FCS Coaches Poll,25,Central Arkansas,Southland,66
2019,regular,2,AFCA Division II Coaches Poll,1,Valdosta State,Gulf South,799
2019,regular,2,AFCA Division II Coaches Poll,2,Ferris State,GLIAC,732
2019,regular,2,AFCA Division II Coaches Poll,3,Minnesota State Mankato,Northern Sun,718
2019,regular,2,AFCA Division II Coaches Poll,4,Notre Dame College,Mountain East,646
2019,regular,2,AFCA Division II Coaches Poll,5,Tarleton State,Lone Star,644
2019,regular,2,AFCA Division II Coaches Poll,6,Ouachita Baptist,Great American,643
2019,regular,2,AFCA Division II Coaches Poll,7,Northwest Missouri St,Mid America,624
2019,regular,2,AFCA Division II Coaches Poll,8,Lenoir-Rhyne,South Atlantic,578
2019,regular,2,AFCA Division II Coaches Poll,9,CSU Pueblo,Rocky Mountain,545
2019,regular,2,AFCA Division II Coaches Poll,10,Grand Valley State University,GLIAC,488
2019,regular,2,AFCA Division II Coaches Poll,11,Slippery Rock,Pennsylvania State Athletic,441
2019,regular,2,AFCA Division II Coaches Poll,12,East Texas A&M,Lone Star,400
2019,regular,2,AFCA Division II Coaches Poll,13,Minnesota Duluth,Northern Sun,397
2019,regular,2,AFCA Division II Coaches Poll,14,West Georgia,Gulf South,396
2019,regular,2,AFCA Division II Coaches Poll,15,Indianapolis,Great Lakes,355
2019,regular,2,AFCA Division II Coaches Poll,16,Midwestern State,Lone Star,331
2019,regular,2,AFCA Division II Coaches Poll,17,Colorado School Of Mines,Rocky Mountain,313
2019,regular,2,AFCA Division II Coaches Poll,18,Wingate,South Atlantic,208
2019,regular,2,AFCA Division II Coaches Poll,19,West Chester,Pennsylvania State Athletic,189
2019,regular,2,AFCA Division II Coaches Poll,20,West Alabama,Gulf South,173
2019,regular,2,AFCA Division II Coaches Poll,21,Central Missouri,Mid America,105
2019,regular,2,AFCA Division II Coaches Poll,22,Harding University,Great American,95
2019,regular,2,AFCA Division II Coaches Poll,23,Pittsburg St,Mid America,84
2019,regular,2,AFCA Division II Coaches Poll,24,Indiana-Pennsylvania,Pennsylvania State Athletic,83
2019,regular,2,AFCA Division II Coaches Poll,25,Fort Hays State,Mid America,67
2019,regular,2,AFCA Division III Coaches Poll,1,Mary Hardin-Baylor,American Southwest,1314
2019,regular,2,AFCA Division III Coaches Poll,2,University of Mount Union,Ohio,1281
2019,regular,2,AFCA Division III Coaches Poll,3,Wisconsin-Whitewater,Wisconsin,1205
2019,regular,2,AFCA Division III Coaches Poll,4,Saint John's (MN),Minnesota,1160
2019,regular,2,AFCA Division III Coaches Poll,5,North Central College,CCIW,1092
2019,regular,2,AFCA Division III Coaches Poll,6,Hardin-Simmons,American Southwest,1059
2019,regular,2,AFCA Division III Coaches Poll,7,Muhlenberg,Centennial,955
2019,regular,2,AFCA Division III Coaches Poll,8,Berry College,Southern Athletic,877
2019,regular,2,AFCA Division III Coaches Poll,9,Wheaton,CCIW,839
2019,regular,2,AFCA Division III Coaches Poll,10,Wesley College,New Jersey,827
2019,regular,2,AFCA Division III Coaches Poll,11,Bethel (MN),Minnesota,777
2019,regular,2,AFCA Division III Coaches Poll,12,Ithaca College,Liberty League,623
2019,regular,2,AFCA Division III Coaches Poll,13,Wartburg,American Rivers,591
2019,regular,2,AFCA Division III Coaches Poll,14,Delaware Valley,Mid Atlantic,514
2019,regular,2,AFCA Division III Coaches Poll,15,John Carroll University,Ohio,493
2019,regular,2,AFCA Division III Coaches Poll,16,Salisbury,New Jersey,481
2019,regular,2,AFCA Division III Coaches Poll,17,St. Thomas (MN),Minnesota,435
2019,regular,2,AFCA Division III Coaches Poll,18,Johns Hopkins University,Centennial,415
2019,regular,2,AFCA Division III Coaches Poll,19,Redlands,So. Cal.,380
2019,regular,2,AFCA Division III Coaches Poll,20,Wisconsin-Lacrosse,Wisconsin,356
2019,regular,2,AFCA Division III Coaches Poll,21,Hobart College,Liberty League,274
2019,regular,2,AFCA Division III Coaches Poll,22,Linfield College,Northwest,182
2019,regular,2,AFCA Division III Coaches Poll,23,Trine University,Michigan,166
2019,regular,2,AFCA Division III Coaches Poll,24,Wisconsin-Platteville,Wisconsin,149
2019,regular,2,AFCA Division III Coaches Poll,25,Case Western Reserve,Presidents',115
2019,regular,2,AP Top 25,1,Clemson,ACC,1542
2019,regular,2,AP Top 25,2,Alabama,SEC,1493
2019,regular,2,AP Top 25,3,Georgia,SEC,1407
2019,regular,2,AP Top 25,4,Oklahoma,Big 12,1337
2019,regular,2,AP Top 25,5,Ohio State,Big Ten,1270
2019,regular,2,AP Top 25,6,LSU,SEC,1233
2019,regular,2,AP Top 25,7,Michigan,Big Ten,1126
2019,regular,2,AP Top 25,8,Notre Dame,FBS Independents,1037
2019,regular,2,AP Top 25,9,Texas,Big 12,1032
2019,regular,2,AP Top 25,10,Auburn,SEC,958
2019,regular,2,AP Top 25,11,Florida,SEC,940
2019,regular,2,AP Top 25,12,Texas A&M,SEC,862
2019,regular,2,AP Top 25,13,Utah,Pac-12,826
2019,regular,2,AP Top 25,14,Washington,Pac-12,768
2019,regular,2,AP Top 25,15,Penn State,Big Ten,688
2019,regular,2,AP Top 25,16,Oregon,Pac-12,568
2019,regular,2,AP Top 25,17,Wisconsin,Big Ten,519
2019,regular,2,AP Top 25,18,UCF,American Athletic,445
2019,regular,2,AP Top 25,19,Michigan State,Big Ten,409
2019,regular,2,AP Top 25,20,Iowa,Big Ten,351
2019,regular,2,AP Top 25,21,Syracuse,ACC,246
2019,regular,2,AP Top 25,22,Washington State,Pac-12,244
2019,regular,2,AP Top 25,23,Stanford,Pac-12,198
2019,regular,2,AP Top 25,24,Boise State,Mountain West,179
2019,regular,2,AP Top 25,25,Iowa State,Big 12,86
2019,regular,2,AP Top 25,25,Nebraska,Big Ten,86
2019,regular,2,Coaches Poll,1,Clemson,ACC,1594
2019,regular,2,Coaches Poll,2,Alabama,SEC,1540
2019,regular,2,Coaches Poll,3,Georgia,SEC,1435
2019,regular,2,Coaches Poll,4,Oklahoma,Big 12,1395
2019,regular,2,Coaches Poll,5,Ohio State,Big Ten,1340
2019,regular,2,Coaches Poll,6,LSU,SEC,1260
2019,regular,2,Coaches Poll,7,Michigan,Big Ten,1155
2019,regular,2,Coaches Poll,8,Notre Dame,FBS Independents,1055
2019,regular,2,Coaches Poll,9,Texas,Big 12,1044
2019,regular,2,Coaches Poll,10,Florida,SEC,990
2019,regular,2,Coaches Poll,11,Texas A&M,SEC,932
2019,regular,2,Coaches Poll,12,Washington,Pac-12,868
2019,regular,2,Coaches Poll,13,Auburn,SEC,857
2019,regular,2,Coaches Poll,14,Penn State,Big Ten,774
2019,regular,2,Coaches Poll,15,Utah,Pac-12,738
2019,regular,2,Coaches Poll,16,Wisconsin,Big Ten,568
2019,regular,2,Coaches Poll,17,UCF,American Athletic,513
2019,regular,2,Coaches Poll,18,Oregon,Pac-12,422
2019,regular,2,Coaches Poll,19,Iowa,Big Ten,395
2019,regular,2,Coaches Poll,20,Michigan State,Big Ten,382
2019,regular,2,Coaches Poll,21,Washington State,Pac-12,324
2019,regular,2,Coaches Poll,22,Syracuse,ACC,263
2019,regular,2,Coaches Poll,23,Stanford,Pac-12,249
2019,regular,2,Coaches Poll,24,Boise State,Mountain West,164
2019,regular,2,Coaches Poll,25,Nebraska,Big Ten,94
2019,regular,2,FCS Coaches Poll,1,North Dakota State,MVFC,649
2019,regular,2,FCS Coaches Poll,2,James Madison,CAA,622
2019,regular,2,FCS Coaches Poll,3,South Dakota State,MVFC,567
2019,regular,2,FCS Coaches Poll,4,UC Davis,Big Sky,516
2019,regular,2,FCS Coaches Poll,5,Eastern Washington,Big Sky,514
2019,regular,2,FCS Coaches Poll,6,Maine,CAA,510
2019,regular,2,FCS Coaches Poll,7,Kennesaw State,Big South,478
2019,regular,2,FCS Coaches Poll,8,Weber State,Big Sky,442
2019,regular,2,FCS Coaches Poll,9,Towson,CAA,383
2019,regular,2,FCS Coaches Poll,10,Nicholls,Southland,300
2019,regular,2,FCS Coaches Poll,11,Furman,Southern,295
2019,regular,2,FCS Coaches Poll,12,Northern Iowa,MVFC,294
2019,regular,2,FCS Coaches Poll,13,Southeast Missouri State,OVC,290
2019,regular,2,FCS Coaches Poll,14,North Carolina A&T,MEAC,274
2019,regular,2,FCS Coaches Poll,15,Indiana State,MVFC,264
2019,regular,2,FCS Coaches Poll,16,Illinois State,MVFC,257
2019,regular,2,FCS Coaches Poll,17,Jacksonville State,OVC,252
2019,regular,2,FCS Coaches Poll,18,Central Arkansas,Southland,215
2019,regular,2,FCS Coaches Poll,19,Montana State,Big Sky,209
2019,regular,2,FCS Coaches Poll,20,Wofford,Southern,179
2019,regular,2,FCS Coaches Poll,21,Delaware,CAA,129
2019,regular,2,FCS Coaches Poll,22,Sam Houston,Southland,108
2019,regular,2,FCS Coaches Poll,23,Montana,Big Sky,101
2019,regular,2,FCS Coaches Poll,24,Colgate,Patriot,72
2019,regular,2,FCS Coaches Poll,25,Princeton,Ivy,65
2019,regular,3,AFCA Division II Coaches Poll,1,Valdosta State,Gulf South,799
2019,regular,3,AFCA Division II Coaches Poll,2,Ferris State,GLIAC,768
2019,regular,3,AFCA Division II Coaches Poll,3,Minnesota State Mankato,Northern Sun,730
2019,regular,3,AFCA Division II Coaches Poll,4,Tarleton State,Lone Star,678
2019,regular,3,AFCA Division II Coaches Poll,5,Notre Dame College,Mountain East,649
2019,regular,3,AFCA Division II Coaches Poll,6,Ouachita Baptist,Great American,637
2019,regular,3,AFCA Division II Coaches Poll,7,Northwest Missouri St,Mid America,614
2019,regular,3,AFCA Division II Coaches Poll,8,Lenoir-Rhyne,South Atlantic,571
2019,regular,3,AFCA Division II Coaches Poll,9,CSU Pueblo,Rocky Mountain,541
2019,regular,3,AFCA Division II Coaches Poll,10,Grand Valley State University,GLIAC,505
2019,regular,3,AFCA Division II Coaches Poll,11,Slippery Rock,Pennsylvania State Athletic,465
2019,regular,3,AFCA Division II Coaches Poll,12,East Texas A&M,Lone Star,415
2019,regular,3,AFCA Division II Coaches Poll,13,Minnesota Duluth,Northern Sun,401
2019,regular,3,AFCA Division II Coaches Poll,14,Indianapolis,Great Lakes,378
2019,regular,3,AFCA Division II Coaches Poll,15,West Georgia,Gulf South,376
2019,regular,3,AFCA Division II Coaches Poll,16,Midwestern State,Lone Star,313
2019,regular,3,AFCA Division II Coaches Poll,17,Colorado School Of Mines,Rocky Mountain,293
2019,regular,3,AFCA Division II Coaches Poll,18,West Chester,Pennsylvania State Athletic,218
2019,regular,3,AFCA Division II Coaches Poll,19,Wingate,South Atlantic,214
2019,regular,3,AFCA Division II Coaches Poll,20,West Alabama,Gulf South,190
2019,regular,3,AFCA Division II Coaches Poll,21,Central Missouri,Mid America,164
2019,regular,3,AFCA Division II Coaches Poll,22,Pittsburg St,Mid America,136
2019,regular,3,AFCA Division II Coaches Poll,23,Harding University,Great American,84
2019,regular,3,AFCA Division II Coaches Poll,24,Indiana-Pennsylvania,Pennsylvania State Athletic,81
2019,regular,3,AFCA Division II Coaches Poll,25,Bowie State,CIAA,38
2019,regular,3,AFCA Division III Coaches Poll,1,Mary Hardin-Baylor,American Southwest,1315
2019,regular,3,AFCA Division III Coaches Poll,2,University of Mount Union,Ohio,1280
2019,regular,3,AFCA Division III Coaches Poll,3,Wisconsin-Whitewater,Wisconsin,1184
2019,regular,3,AFCA Division III Coaches Poll,4,Saint John's (MN),Minnesota,1148
2019,regular,3,AFCA Division III Coaches Poll,5,Muhlenberg,Centennial,1063
2019,regular,3,AFCA Division III Coaches Poll,6,Wheaton,CCIW,1023
2019,regular,3,AFCA Division III Coaches Poll,7,Berry College,Southern Athletic,970
2019,regular,3,AFCA Division III Coaches Poll,8,Wesley College,New Jersey,876
2019,regular,3,AFCA Division III Coaches Poll,9,Bethel (MN),Minnesota,872
2019,regular,3,AFCA Division III Coaches Poll,10,Ithaca College,Liberty League,765
2019,regular,3,AFCA Division III Coaches Poll,11,Wartburg,American Rivers,716
2019,regular,3,AFCA Division III Coaches Poll,12,North Central College,CCIW,661
2019,regular,3,AFCA Division III Coaches Poll,13,Delaware Valley,Mid Atlantic,619
2019,regular,3,AFCA Division III Coaches Poll,14,John Carroll University,Ohio,592
2019,regular,3,AFCA Division III Coaches Poll,15,Salisbury,New Jersey,532
2019,regular,3,AFCA Division III Coaches Poll,16,St. Thomas (MN),Minnesota,522
2019,regular,3,AFCA Division III Coaches Poll,17,Redlands,So. Cal.,453
2019,regular,3,AFCA Division III Coaches Poll,18,Johns Hopkins University,Centennial,419
2019,regular,3,AFCA Division III Coaches Poll,19,Wisconsin-Platteville,Wisconsin,408
2019,regular,3,AFCA Division III Coaches Poll,20,Hardin-Simmons,American Southwest,370
2019,regular,3,AFCA Division III Coaches Poll,21,Case Western Reserve,Presidents',240
2019,regular,3,AFCA Division III Coaches Poll,22,Linfield College,Northwest,224
2019,regular,3,AFCA Division III Coaches Poll,23,Central College,American Rivers,149
2019,regular,3,AFCA Division III Coaches Poll,24,Susquehanna,Centennial,148
2019,regular,3,AFCA Division III Coaches Poll,25,Cortland,Empire 8,87
2019,regular,3,AP Top 25,1,Clemson,ACC,1544
2019,regular,3,AP Top 25,2,Alabama,SEC,1489
2019,regular,3,AP Top 25,3,Georgia,SEC,1385
2019,regular,3,AP Top 25,4,LSU,SEC,1336
2019,regular,3,AP Top 25,5,Oklahoma,Big 12,1315
2019,regular,3,AP Top 25,6,Ohio State,Big Ten,1291
2019,regular,3,AP Top 25,7,Notre Dame,FBS Independents,1072
2019,regular,3,AP Top 25,8,Auburn,SEC,1056
2019,regular,3,AP Top 25,9,Florida,SEC,997
2019,regular,3,AP Top 25,10,Michigan,Big Ten,936
2019,regular,3,AP Top 25,11,Utah,Pac-12,905
2019,regular,3,AP Top 25,12,Texas,Big 12,877
2019,regular,3,AP Top 25,13,Penn State,Big Ten,781
2019,regular,3,AP Top 25,14,Wisconsin,Big Ten,714
2019,regular,3,AP Top 25,15,Oregon,Pac-12,677
2019,regular,3,AP Top 25,16,Texas A&M,SEC,643
2019,regular,3,AP Top 25,17,UCF,American Athletic,544
2019,regular,3,AP Top 25,18,Michigan State,Big Ten,495
2019,regular,3,AP Top 25,19,Iowa,Big Ten,473
2019,regular,3,AP Top 25,20,Washington State,Pac-12,343
2019,regular,3,AP Top 25,21,Maryland,Big Ten,207
2019,regular,3,AP Top 25,22,Boise State,Mountain West,164
2019,regular,3,AP Top 25,23,Washington,Pac-12,161
2019,regular,3,AP Top 25,24,USC,Pac-12,137
2019,regular,3,AP Top 25,25,Virginia,ACC,122
2019,regular,3,Coaches Poll,1,Clemson,ACC,1572
2019,regular,3,Coaches Poll,2,Alabama,SEC,1513
2019,regular,3,Coaches Poll,3,Georgia,SEC,1415
2019,regular,3,Coaches Poll,4,Oklahoma,Big 12,1362
2019,regular,3,Coaches Poll,5,LSU,SEC,1314
2019,regular,3,Coaches Poll,6,Ohio State,Big Ten,1309
2019,regular,3,Coaches Poll,7,Notre Dame,FBS Independents,1118
2019,regular,3,Coaches Poll,8,Florida,SEC,1064
2019,regular,3,Coaches Poll,9,Auburn,SEC,993
2019,regular,3,Coaches Poll,10,Michigan,Big Ten,945
2019,regular,3,Coaches Poll,11,Penn State,Big Ten,868
2019,regular,3,Coaches Poll,12,Utah,Pac-12,839
2019,regular,3,Coaches Poll,13,Texas,Big 12,823
2019,regular,3,Coaches Poll,14,Wisconsin,Big Ten,739
2019,regular,3,Coaches Poll,15,Texas A&M,SEC,668
2019,regular,3,Coaches Poll,16,UCF,American Athletic,584
2019,regular,3,Coaches Poll,17,Oregon,Pac-12,568
2019,regular,3,Coaches Poll,18,Iowa,Big Ten,496
2019,regular,3,Coaches Poll,19,Michigan State,Big Ten,446
2019,regular,3,Coaches Poll,20,Washington State,Pac-12,418
2019,regular,3,Coaches Poll,21,Washington,Pac-12,314
2019,regular,3,Coaches Poll,22,Boise State,Mountain West,214
2019,regular,3,Coaches Poll,23,Mississippi State,SEC,134
2019,regular,3,Coaches Poll,24,USC,Pac-12,120
2019,regular,3,Coaches Poll,25,Maryland,Big Ten,109
2019,regular,3,FCS Coaches Poll,1,North Dakota State,MVFC,650
2019,regular,3,FCS Coaches Poll,2,James Madison,CAA,621
2019,regular,3,FCS Coaches Poll,3,South Dakota State,MVFC,599
2019,regular,3,FCS Coaches Poll,4,UC Davis,Big Sky,546
2019,regular,3,FCS Coaches Poll,5,Eastern Washington,Big Sky,543
2019,regular,3,FCS Coaches Poll,6,Weber State,Big Sky,474
2019,regular,3,FCS Coaches Poll,7,Kennesaw State,Big South,464
2019,regular,3,FCS Coaches Poll,8,Towson,CAA,457
2019,regular,3,FCS Coaches Poll,9,Maine,CAA,423
2019,regular,3,FCS Coaches Poll,10,Northern Iowa,MVFC,388
2019,regular,3,FCS Coaches Poll,11,Nicholls,Southland,355
2019,regular,3,FCS Coaches Poll,12,Illinois State,MVFC,319
2019,regular,3,FCS Coaches Poll,13,Furman,Southern,312
2019,regular,3,FCS Coaches Poll,14,Central Arkansas,Southland,311
2019,regular,3,FCS Coaches Poll,15,Montana State,Big Sky,291
2019,regular,3,FCS Coaches Poll,16,Jacksonville State,OVC,264
2019,regular,3,FCS Coaches Poll,17,North Carolina A&T,MEAC,226
2019,regular,3,FCS Coaches Poll,18,Delaware,CAA,180
2019,regular,3,FCS Coaches Poll,18,Montana,Big Sky,180
2019,regular,3,FCS Coaches Poll,20,Southeast Missouri State,OVC,149
2019,regular,3,FCS Coaches Poll,21,Sam Houston,Southland,140
2019,regular,3,FCS Coaches Poll,22,Wofford,Southern,136
2019,regular,3,FCS Coaches Poll,23,Villanova,CAA,75
2019,regular,3,FCS Coaches Poll,24,SE Louisiana,Southland,71
2019,regular,3,FCS Coaches Poll,25,Princeton,Ivy,50
2019,regular,4,AFCA Division II Coaches Poll,1,Valdosta State,Gulf South,797
2019,regular,4,AFCA Division II Coaches Poll,2,Ferris State,GLIAC,764
2019,regular,4,AFCA Division II Coaches Poll,3,Minnesota State Mankato,Northern Sun,723
2019,regular,4,AFCA Division II Coaches Poll,4,Tarleton State,Lone Star,701
2019,regular,4,AFCA Division II Coaches Poll,5,Notre Dame College,Mountain East,636
2019,regular,4,AFCA Division II Coaches Poll,6,Ouachita Baptist,Great American,631
2019,regular,4,AFCA Division II Coaches Poll,7,Northwest Missouri St,Mid America,617
2019,regular,4,AFCA Division II Coaches Poll,8,Lenoir-Rhyne,South Atlantic,561
2019,regular,4,AFCA Division II Coaches Poll,9,Grand Valley State University,GLIAC,542
2019,regular,4,AFCA Division II Coaches Poll,10,Slippery Rock,Pennsylvania State Athletic,481
2019,regular,4,AFCA Division II Coaches Poll,11,East Texas A&M,Lone Star,468
2019,regular,4,AFCA Division II Coaches Poll,12,Indianapolis,Great Lakes,434
2019,regular,4,AFCA Division II Coaches Poll,13,Minnesota Duluth,Northern Sun,418
2019,regular,4,AFCA Division II Coaches Poll,14,Colorado School Of Mines,Rocky Mountain,408
